sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007696958	Jak1	2665.5/2775.3/2594.1	18022/18585/18290	2665.5	18290	2.7781	8577.1	10435	152.96	1	0	0	0	True
BRDN0007693225	Stat1	1666.5/1637.6/1609.4	13292/13279/13063	1637.6	13279	3.0187	815.14	6123.5	148.76	1	0	0	0	True
BRDN0007696166	Tsc2	1888.6/2080.4/1965.8	13095/14094/14136	1965.8	14094	2.8413	9546.6	7477.6	140.26	1	0	0	0	True
BRDN0007691848	Ifngr1	1245.4/1344.6/1246.5	10459/10699/10466	1246.5	10466	3.0687	4804.8	4544.5	136.76	1	0	0	0	True
BRDN0007691847	Ifngr1	1136/1243.3/1230.9	9993/10665/10285	1230.9	10285	3.0617	4578.1	4482.3	135.24	1	0	0	0	True
BRDN0007693221	Stat1	1404.6/1579.4/1466.1	11313/11026/11339	1466.1	11313	2.9471	8315.1	5425.9	133.68	1	0	0	0	True
BRDN0007691887	Jak2	943.75/1080.6/1058.2	8761/8828.7/9158.9	1058.2	8828.7	3.0594	6802.7	3800.1	126.05	1	0	0	0	True
BRDN0007695725	Nprl2	1617.9/1720.6/1641.5	10226/10409/10562	1641.5	10409	2.6639	3403	6139.6	111.89	1	0	0	0	True
BRDN0007690783	Irf1	1707.4/1685/1704.9	10141/10059/10091	1704.9	10091	2.5646	201.19	6399.3	104.83	1	0	0	0	True
BRDN0007696162	Tsc1	1161.5/1146.3/1174	7614.5/7762.7/7996.5	1161.5	7762.7	2.7396	192.77	4206.7	101.78	1	0	0	0	True
BRDN0007690778	Irf1	1556/1473.8/1600.2	8690.6/9048/8982.6	1556	8982.6	2.5285	4350.5	5790.6	97.595	1	0	0	0	True
BRDN0007690781	Irf1	1758.2/1840.2/1845.5	9445.4/10146/9931.3	1840.2	9931.3	2.4315	3371.7	6956.4	97.01	1	0	0	0	True
BRDN0007696164	Tsc1	1706.3/1657/1727	9299.1/8932.5/9006.2	1706.3	9006.2	2.3994	1427.9	6404.8	91.215	1	0	0	0	True
BRDN0007696170	Tsc2	1813.5/1868.2/1901.5	9494.9/9105.8/9326.4	1868.2	9326.4	2.3191	2051.9	7072.3	88.686	1	0	0	0	True
BRDN0007696957	Jak1	1369.2/1223.9/1502.8	7572.7/7401.5/7666.4	1369.2	7572.7	2.4666	19485	5035.3	87.422	1	0	0	0	True
BRDN0007696163	Tsc1	1501.8/1648.4/1630.5	9006.3/8414.7/8312.7	1630.5	8414.7	2.3669	8440.1	6094.5	86.901	1	0	0	0	True
BRDN0007696161	Tsc1	1705.2/1676.4/1603	7495.7/7638.4/7922.6	1676.4	7638.4	2.1872	3110.3	6282.3	75.22	1	0	0	0	True
BRDN0007690780	Irf1	1799.1/1945.7/1885.9	7977.7/8448/8132.4	1885.9	8132.4	2.1079	5557.3	7145.7	73.895	1	0	0	0	True
BRDN0007691849	Ifngr1	971.38/1068.8/956.26	4796.9/5047.2/5037.1	971.38	5037.1	2.3733	4855.2	3460.9	69.109	1	0	0	0	True
BRDN0007695733	Nprl3	1675.3/1708.7/2107.3	7166.8/7489.6/7177.8	1708.7	7177.8	2.07	79980	6414.9	68.284	1	0	0	0	True
BRDN0007690782	Irf1	2154.9/1910.2/1999.8	7597.4/7736.3/8001.4	1999.8	7736.3	1.9513	16050	7619.2	65.719	1	0	0	0	True
BRDN0007695729	Nprl3	2240/2252.8/2002.5	8298/8009.4/8112.7	2240	8112.7	1.8562	28280	8626.1	63.231	1	0	0	0	True
BRDN0007693790	Cdh19	1162.6/1028.9/1097.7	4993.7/4851.5/5142.5	1097.7	4993.7	2.1846	4470.9	3955.3	61.947	1	0	0	0	True
BRDN0007695731	Nprl3	2059.9/2190.3/2174.3	7688.7/7703/7719.6	2174.3	7703	1.8244	6674.4	8349.6	60.504	1	0	0	0	True
BRDN0007693220	Stat1	1601.3/1695.8/1636.9	6262.7/6345.3/6156.2	1636.9	6262.7	1.9351	2367	6120.8	59.126	1	0	0	0	True
BRDN0007693737	Arl15	2436.7/2472.6/2371.8	7683/8014.3/8037.8	2436.7	8014.3	1.7172	2748.9	9458.6	57.35	1	0	0	0	True
BRDN0007695730	Nprl3	1928.4/1926.3/1896	6662/6646.8/6868.5	1926.3	6662	1.7896	462.78	7313.6	55.375	1	0	0	0	True
BRDN0007696160	Tsc1	1199/1187.3/1222.7	4629.6/4799.6/4965.2	1199	4799.6	2.0001	348.31	4355.6	54.556	1	0	0	0	True
BRDN0007693042	Slc25a38	2130.6/2017.9/2234	6843.6/6844.5/6811.3	2130.6	6843.6	1.683	11698	8166.2	52.154	1	0	0	0	True
BRDN0007693596	Zc3hc1	1674.2/1817.5/1693.9	5693.3/5512.2/5902	1693.9	5693.3	1.7483	7835.9	6354.1	50.173	1	0	0	0	True
BRDN0007695320	Depdc5	1369.2/1319.8/1347.6	4808.3/4800.6/5020.3	1347.6	4808.3	1.8344	620.39	4948.5	49.196	1	0	0	0	True
BRDN0007695722	Nprl2	1664.3/1549.3/1704	5455.7/5651.2/5519.8	1664.3	5519.8	1.7291	7402.9	6232.6	48.837	1	0	0	0	True
BRDN0007696171	Tsc2	1849.9/1898.3/2020	6217.1/5753/5977.9	1898.3	5977.9	1.6544	8573	7197.3	48.087	1	0	0	0	True
BRDN0007695727	Nprl2	1950.5/1827.2/1909.8	5983.3/5943.9/5766.1	1909.8	5943.9	1.6375	4236	7244.8	47.396	1	0	0	0	True
BRDN0007695612	Lmnb2	2184.8/2259.3/2266.2	6429.1/6662.4/6694.1	2259.3	6662.4	1.5598	2797.5	8707.2	47.188	1	0	0	0	True
BRDN0007695732	Nprl3	1788/1886.5/1896.9	5853/5636.5/6014.3	1886.5	5853	1.633	4899.2	7148.2	46.915	1	0	0	0	True
BRDN0007695321	Depdc5	1018.9/989.03/1092.2	4008.8/3789.3/3680.5	1018.9	3789.3	1.8939	3133.8	3646.2	45.881	1	0	0	0	True
BRDN0007692049	Maea	1647.7/1794.9/1712.3	4935.7/5196/5247.9	1712.3	5196	1.6009	5499	6429.5	43.447	1	0	0	0	True
BRDN0007696903	BRDN0007696903_NegCtrl	1753.8/1950/1936.4	5557.4/5685.5/5660.7	1936.4	5660.7	1.5471	16768	7355.4	43.425	1	0	0	0	True
BRDN0007695719	Nosip	1116.1/1233.6/1083.9	3926.1/3855.9/3455.9	1116.1	3855.9	1.7876	7415.2	4027.8	43.169	1	0	0	0	True
BRDN0007696290	Zfp36l2	1981.4/1965.1/2013.6	5469.9/5720.7/5822.2	1981.4	5720.7	1.5292	649.26	7542.7	43.055	1	0	0	0	True
BRDN0007696165	Tsc1	1645.5/1638.7/1786.7	5469.9/4981.6/4936.6	1645.5	4981.6	1.5975	9990.3	6155.8	42.521	1	0	0	0	True
BRDN0007696913	BRDN0007696913_NegCtrl	1301.8/1402.7/1322.8	4329.2/4262.2/4201.7	1322.8	4262.2	1.6873	3416.6	4849	42.211	1	0	0	0	True
BRDN0007695728	Nprl3	1861/2007.1/1779.3	5320.7/5399.6/5536.5	1861	5399.6	1.5363	14016	7042.6	42.167	1	0	0	0	True
BRDN0007694260	Polg2	1022.2/890.99/1016	3550.6/3284.2/3502.2	1016	3502.2	1.7844	7829.9	3634.8	41.239	1	0	0	0	True
BRDN0007692245	Ndufb9	1676.4/1597.7/1573.6	4602.9/4723.2/4913.9	1597.7	4723.2	1.5631	3388.1	5960.8	40.482	1	0	0	0	True
BRDN0007691110	Cbfa2t3	1775.9/1821.8/1783	5078.3/5199/4936.6	1783	5078.3	1.5095	779.43	6720.5	40.197	1	0	0	0	True
BRDN0007692001	Lgals1	2214.6/2308.8/2117.4	5795/5925.3/5819.3	2214.6	5819.3	1.3934	9164.5	8519.1	39.054	1	0	0	0	True
BRDN0007693822	Coq10a	2253.3/2291.6/2241.4	5768.4/6293.4/5890.2	2253.3	5890.2	1.3859	803.69	8682	39.032	1	0	0	0	True
BRDN0007691457	Dlx5	1687.5/1790.6/1901.5	4854.9/5002.2/4995.7	1790.6	4995.7	1.4797	11466	6751.8	39.006	1	0	0	0	True
BRDN0007696905	BRDN0007696905_NegCtrl	1199/1243.3/1107.8	3539.2/3757/3949.5	1199	3757	1.6469	5138	4355.6	38.759	1	0	0	0	True
BRDN0007691597	Etv5	1603.5/1805.7/1587.3	4506.9/4856.3/4561.2	1603.5	4561.2	1.5076	20570	5984.2	38.235	1	3.7332e-320	7.4663e-320	7.0172e-318	True
BRDN0007691111	Cbfa2t3	1684.2/1583.7/1607.5	4669.5/4553.9/4541.5	1607.5	4553.9	1.5016	3218.5	6000.8	38.034	1	7.7968e-317	1.5594e-316	1.4437e-314	True
BRDN0007694753	Vmn2r99	917.23/967.48/901.15	3235/2963.1/3083.5	917.23	3083.5	1.7481	1392	3250.9	37.994	1	3.6199e-316	7.2397e-316	6.6041e-314	True
BRDN0007693958	G3bp1	2468.8/2683.7/2450.8	5939.5/6248.4/6106	2468.8	6106	1.3061	23264	9594.8	37.132	1	4.316e-302	8.632e-302	7.76e-300	True
BRDN0007693831	Cryba2	2184.8/2009.3/2077	5332.1/5494.6/5376.9	2077	5376.9	1.3719	8101	7941.4	37.031	1	1.8185e-300	3.637e-300	3.2229e-298	True
BRDN0007691851	Ifngr1	2066.5/1996.4/2142.2	5299.8/5007.1/5331.6	2066.5	5299.8	1.3583	5322.1	7897.8	36.382	1	4.1327e-290	8.2653e-290	7.2211e-288	True
BRDN0007693223	Stat1	1342.7/1496.5/1438.5	4024/4147.6/4090.3	1438.5	4090.3	1.507	6271	5314.5	36.376	1	5.1832e-290	1.0366e-289	8.9309e-288	True
BRDN0007691888	Kat6a	1151.5/1094.6/1160.2	3496.4/3557.3/3488.4	1151.5	3496.4	1.6015	1656.4	4167.4	36.324	1	3.4021e-289	6.8042e-289	5.7817e-287	True
BRDN0007692380	Olfr1118	2826.8/2783.9/3139.8	6652.5/6673.2/6607.4	2826.8	6652.5	1.2344	49886	11128	36.265	1	2.8604e-288	5.7208e-288	4.7955e-286	True
BRDN0007695530	Ints13	1286.3/1512.6/1301.7	3874.8/3632.7/3753.4	1301.7	3753.4	1.5271	22373	4764.5	35.52	1	1.2145e-276	2.4291e-276	2.009e-274	True
BRDN0007695305	Dcp2	1698.5/1602.1/1544.2	4256.9/4324.8/4485.4	1602.1	4324.8	1.4321	6329.5	5978.3	35.214	1	6.0673e-272	1.2135e-271	9.9041e-270	True
BRDN0007691469	Dmxl1	1823.4/1874.6/1971.3	4866.3/4836.8/4822.3	1874.6	4836.8	1.367	5985.8	7099.1	35.156	1	4.6364e-271	9.2728e-271	7.47e-269	True
BRDN0007696658	BRDN0007696658_NegCtrl	1423.4/1577.3/1603	4193.2/4239.6/4426.3	1577.3	4239.6	1.4259	12174	5877.3	34.728	1	1.4965e-264	2.993e-264	2.3802e-262	True
BRDN0007695538	Ints14	1233.3/1086/1184.1	3450.8/3484.9/3309.1	1184.1	3450.8	1.5424	6021	4296.3	34.582	1	2.3716e-262	4.7431e-262	3.7242e-260	True
BRDN0007696494	BRDN0007696494_NegCtrl	1874.2/1612.8/1700.3	4410.9/4294.5/4454.8	1700.3	4410.9	1.3747	18951	6380.4	33.934	1	1.0402e-252	2.0805e-252	1.6131e-250	True
BRDN0007694792	Zfp316	1172.5/1072/1048.1	3204.6/3065/3150.5	1072	3150.5	1.5544	5336.9	3854.1	33.48	1	4.6348e-246	9.2696e-246	7.0986e-244	True
BRDN0007694500	Snn	2152.7/1852/1885	4698/4549/4704.1	1885	4698	1.3171	36391	7141.9	33.287	1	3.0201e-243	6.0401e-243	4.5691e-241	True
BRDN0007695323	Depdc5	1115/1027.8/1021.5	2876.6/3044.4/3087.5	1027.8	3044.4	1.5656	3824.3	3681	33.238	1	1.5391e-242	3.0782e-242	2.3005e-240	True
BRDN0007695735	Paf1	993.48/1107.5/1001.3	2988.8/2983.7/3120	1001.3	2988.8	1.5768	5676.6	3577.4	33.23	1	2.0115e-242	4.0229e-242	2.9707e-240	True
BRDN0007696289	Zfp36l2	2030.1/2187.1/1966.7	4951.8/4936.6/4932.6	2030.1	4936.6	1.2816	14332	7745.4	33.026	1	1.717e-239	3.4341e-239	2.5061e-237	True
BRDN0007696801	BRDN0007696801_NegCtrl	1803.5/2031.9/1846.4	4543.1/4459.9/4586.9	1846.4	4543.1	1.2985	18132	6982.2	32.272	1	8.5071e-229	1.7014e-228	1.2272e-226	True
BRDN0007696498	BRDN0007696498_NegCtrl	520.5/522.53/602.6	1862.3/1893.2/1754.6	522.53	1862.3	1.8315	3208.1	1760	31.936	1	4.2849e-224	8.5697e-224	6.1101e-222	True
BRDN0007692401	Olfr1388	1994.7/1957.6/1948.3	4682.8/4703.6/4796.7	1957.6	4703.6	1.2643	731.25	7443.4	31.829	1	1.2873e-222	2.5747e-222	1.8149e-220	True
BRDN0007696621	BRDN0007696621_NegCtrl	991.27/1038.6/1016.9	2785.3/2932.8/2989.9	1016.9	2932.8	1.5272	563.57	3638.3	31.763	1	1.0458e-221	2.0916e-221	1.4577e-219	True
BRDN0007692147	Mgat2	1407.9/1300.4/1437.6	3682.7/3793.3/3662.8	1407.9	3682.7	1.3866	6219.9	5191	31.574	1	4.2233e-219	8.4466e-219	5.8216e-217	True
BRDN0007695777	Plac1	1396.8/1288.5/1404.5	3450.8/3871.6/3639.1	1396.8	3639.1	1.3808	5894.3	5146.5	31.256	1	9.1266e-215	1.8253e-214	1.2442e-212	True
BRDN0007692122	Med16	1338.3/1319.8/1123.4	3491.7/3562.2/3222.4	1319.8	3491.7	1.4029	19445	4837	31.228	1	2.21e-214	4.4199e-214	2.9801e-212	True
BRDN0007693946	Fndc11	2135/2148.3/2230.4	4622.9/4970.9/4957.3	2148.3	4957.3	1.206	3456	8240.3	30.944	1	1.5196e-210	3.0392e-210	2.0271e-208	True
BRDN0007695307	Dcp2	1195.7/1295/1374.2	3284.4/3420.3/3554.4	1295	3420.3	1.4005	8067.3	4737.9	30.876	1	1.2387e-209	2.4775e-209	1.6349e-207	True
BRDN0007695723	Nprl2	1723.9/1707.6/1857.4	4176.1/4197.5/4417.4	1723.9	4197.5	1.2833	9038.7	6477.4	30.735	1	9.8204e-208	1.9641e-207	1.2824e-205	True
BRDN0007694118	Mark2	1106.2/1093.5/1169.4	3036.3/3201/2926.9	1106.2	3036.3	1.4559	2075.9	3988.7	30.561	1	2.015e-205	4.0299e-205	2.6039e-203	True
BRDN0007693329	Tecr	1414.5/1645.1/1614	4059.2/3971.4/3781	1614	3971.4	1.2985	20377	6027	30.366	1	7.6912e-203	1.5382e-202	9.8368e-201	True
BRDN0007692407	Olfr139	1949.4/1742.1/1697.6	3995.5/4370.8/4180	1742.1	4180	1.2622	22474	6552.1	30.118	1	1.4216e-199	2.8432e-199	1.7997e-197	True
BRDN0007691113	Cbfa2t3	1512.9/1392/1483.5	3756.9/3710.1/3528.8	1483.5	3710.1	1.3218	4623.1	5496.6	30.032	1	1.8955e-198	3.7909e-198	2.3753e-196	True
BRDN0007691108	Cbfa2t3	1838.9/2062.1/1980.5	4581.1/4770.2/4480.5	1980.5	4581.1	1.2094	13357	7538.8	29.952	1	2.0996e-197	4.1992e-197	2.6048e-195	True
BRDN0007696207	Ube2h	1393.5/1439.4/1411.9	3501.2/3536.8/3546.5	1411.9	3536.8	1.3242	546.24	5207.1	29.447	1	6.8814e-191	1.3763e-190	8.4525e-189	True
BRDN0007696923	BRDN0007696923_NegCtrl	1951.6/1828.3/1836.3	4201.8/4634.1/4271.6	1836.3	4271.6	1.2175	6681	6940.4	29.232	1	3.7523e-188	7.5046e-188	4.5638e-186	True
BRDN0007693961	G3bp1	1885.3/2068.6/1923.5	4495.5/4357.1/4359.3	1923.5	4359.3	1.1799	11246	7302	28.504	1	5.175e-179	1.035e-178	6.2331e-177	True
BRDN0007696874	BRDN0007696874_NegCtrl	1449.9/1299.3/1345.7	3332/3363.5/3205.7	1345.7	3332	1.3073	6500.4	4941.1	28.256	1	5.9883e-176	1.1977e-175	7.1433e-174	True
BRDN0007694116	Mark2	2037.8/2093.3/2222.1	4586.8/4691.9/4603.6	2093.3	4603.6	1.1366	9831.4	8009.9	28.048	1	2.0995e-173	4.199e-173	2.4806e-171	True
BRDN0007693623	Zfp965	2038.9/1913.4/1849.1	4261.7/4368.9/4248	1913.4	4261.7	1.1549	9939	7259.9	27.56	1	1.6768e-167	3.3536e-167	1.9625e-165	True
BRDN0007694988	Poglut3	2227.9/2249.6/2406.7	4804.5/4847.5/4497.2	2249.6	4804.5	1.0944	12587	8666.3	27.445	1	3.9987e-166	7.9973e-166	4.6362e-164	True
BRDN0007696610	BRDN0007696610_NegCtrl	1430/1615/1715	3755.9/3631.7/3728.8	1615	3728.8	1.2067	22115	6031.1	27.219	1	1.9516e-163	3.9033e-163	2.2419e-161	True
BRDN0007696023	Snrpb2	1832.2/1946.8/2037.5	4268.3/4280.8/4498.2	1946.8	4280.8	1.1363	10670	7398.6	27.134	1	1.9553e-162	3.9105e-162	2.2254e-160	True
BRDN0007694498	Snn	1223.3/1381.2/1373.3	3463.1/3295/3129.8	1373.3	3295	1.262	11276	5051.8	27.037	1	2.705e-161	5.41e-161	3.0508e-159	True
BRDN0007690768	Cd19	1714/1715.2/1713.2	3835.8/4051.7/3863.8	1714	3863.8	1.1722	1.0225	6436.6	26.795	1	1.8252e-158	3.6504e-158	2.0399e-156	True
BRDN0007692950	Sec14l1	1327.2/1365/1257.6	3035.4/3193.2/3315	1327.2	3193.2	1.266	3140.9	4866.8	26.747	1	6.6142e-158	1.3228e-157	7.3264e-156	True
BRDN0007691251	Cnot8	1847.7/2055.6/2004.4	4333.9/4351.2/4266.7	2004.4	4333.9	1.1121	13585	7638.3	26.654	1	7.9377e-157	1.5875e-156	8.7146e-155	True
BRDN0007695290	Cnot9	1309.5/1290.7/1442.2	3193.2/3145.2/3061.8	1309.5	3145.2	1.2635	8977.3	4796	26.507	1	4.0427e-155	8.0853e-155	4.3994e-153	True
BRDN0007691386	Cyp4a14	2414.6/2475.8/2522.5	5245.6/4944.4/5057.8	2475.8	5057.8	1.0303	2960	9624.7	26.318	1	5.9458e-153	1.1892e-152	6.4143e-151	True
BRDN0007694100	Lin7a	1532.8/1700.1/1620.4	3781.6/3596.5/3632.2	1620.4	3632.2	1.164	7015.4	6053.3	25.858	1	9.8456e-148	1.9691e-147	1.053e-145	True
BRDN0007696560	BRDN0007696560_NegCtrl	2264.3/2111.7/2251.5	4431.8/4646.9/4746.4	2251.5	4646.9	1.045	9859.6	8674.4	25.719	1	3.5889e-146	7.1778e-146	3.8054e-144	True
BRDN0007693155	Sparc	2149.4/2039.5/2470.1	4699/4480.4/4413.5	2149.4	4480.4	1.0594	57469	8245	25.672	1	1.2115e-145	2.423e-145	1.2737e-143	True
BRDN0007694648	Ubl4a	2097.5/2043.8/2036.5	4175.2/4360/4307.1	2043.8	4307.1	1.0751	1467.8	7802.7	25.622	1	4.2982e-145	8.5964e-145	4.481e-143	True
BRDN0007690779	Irf1	1929.5/2182.8/2044.8	4443.2/4307.2/4306.1	2044.8	4307.2	1.0744	16164	7807	25.605	1	6.7156e-145	1.3431e-144	6.9428e-143	True
BRDN0007692783	Reln	2209.1/2184.9/2366.3	4559.2/4566.6/4568.1	2209.1	4566.6	1.0473	12652	8495.8	25.577	1	1.3737e-144	2.7474e-144	1.4084e-142	True
BRDN0007694196	Olfr118	2528.5/2454.3/2526.1	5043.1/4954.2/5205.5	2526.1	5043.1	0.99708	2586.9	9839.1	25.374	1	2.4242e-142	4.8484e-142	2.4651e-140	True
BRDN0007694845	Tmem121b	2478.7/2443.5/2414.1	4854.9/4937.6/4909	2443.5	4909	1.0062	1053.4	9487.2	25.313	1	1.1578e-141	2.3156e-141	1.1678e-139	True
BRDN0007691321	Crygf	2381.5/2225.9/2199.1	4496.5/4662.5/4562.2	2225.9	4562.2	1.035	12467	8566.4	25.243	1	6.7403e-141	1.3481e-140	6.7436e-139	True
BRDN0007694336	Rem1	1661/1638.7/1768.3	3507.8/3770.7/3648	1661	3648	1.1346	6009.6	6219.1	25.197	1	2.1701e-140	4.3402e-140	2.1538e-138	True
BRDN0007696783	BRDN0007696783_NegCtrl	1060.9/1095.7/1049	2604.7/2520.7/2618.5	1060.9	2604.7	1.295	675.63	3810.6	25.009	1	2.4125e-138	4.8251e-138	2.3754e-136	True
BRDN0007692558	Plagl2	1610.1/1742.1/1715.9	3635.2/3787.4/3706.1	1715.9	3706.1	1.1105	5941.3	6444.5	24.791	1	5.5737e-136	1.1147e-135	5.4447e-134	True
BRDN0007692007	Lhx9	1604.6/1667.8/1539.6	3647.6/3260.7/3521.9	1604.6	3521.9	1.1337	4109.7	5988.7	24.776	1	8.1999e-136	1.64e-135	7.9475e-134	True
BRDN0007694443	Selenom	1522.8/1457.7/1445	3113.3/3250/3239.2	1457.7	3239.2	1.1514	2202.3	5392	24.261	1	2.5303e-130	5.0606e-130	2.4334e-128	True
BRDN0007691468	Dmxl1	773.57/681.98/688.95	1866.1/1642.6/1871.8	688.95	1866.1	1.4362	3604.3	2379	24.134	1	5.5138e-129	1.1028e-128	5.2618e-127	True
BRDN0007691296	Creg2	1812.4/1710.9/1603	3529.7/3640.5/3704.2	1710.9	3640.5	1.089	10972	6423.7	24.076	1	2.2061e-128	4.4122e-128	2.0892e-126	True
BRDN0007692810	Rlim	1386.9/1356.4/1325.5	3043/2949.4/3103.2	1356.4	3043	1.1651	941.17	4983.9	23.89	1	1.9504e-126	3.9008e-126	1.8331e-124	True
BRDN0007694622	Tmem161a	1732.8/1653.8/1925.4	3806.3/3616.1/3653.9	1732.8	3653.9	1.0759	21669	6513.8	23.803	1	1.5364e-125	3.0729e-125	1.4332e-123	True
BRDN0007692585	Plxna3	2274.3/2233.4/2300.2	4495.5/4161.3/4689.3	2274.3	4495.5	0.98276	1171.1	8770.6	23.718	1	1.1725e-124	2.345e-124	1.0855e-122	True
BRDN0007695724	Nprl2	1204.6/1234.7/1258.5	2813.9/2673.4/2837.2	1234.7	2813.9	1.1878	736.97	4497.2	23.548	1	6.5162e-123	1.3032e-122	5.9882e-121	True
BRDN0007695302	Dcp2	1233.3/1444.8/1424.7	2993.5/3196.1/3128.8	1424.7	3128.8	1.1344	18529	5258.9	23.499	1	2.1061e-122	4.2122e-122	1.9212e-120	True
BRDN0007695306	Dcp2	1319.5/1371.5/1420.2	3037.3/3074.7/2894.4	1371.5	3037.3	1.1464	2536.5	5044.5	23.453	1	6.1154e-122	1.2231e-121	5.5378e-120	True
BRDN0007692522	Phax	1630/1597.7/1625.9	3435.6/3488.8/3229.3	1625.9	3435.6	1.0788	405.35	6075.8	23.216	1	1.5565e-119	3.1129e-119	1.3992e-117	True
BRDN0007691594	Etv5	1585.8/1743.2/1698.5	3569.6/3537.8/3387.9	1698.5	3537.8	1.0581	7347.2	6372.9	23.04	1	9.3199e-118	1.864e-117	8.3182e-116	True
BRDN0007691850	Ifngr1	1291.9/1361.8/1388	2991.6/2949.4/2997.8	1361.8	2991.6	1.1348	2789.3	5005.5	23.037	1	1.0043e-117	2.0086e-117	8.8994e-116	True
BRDN0007692811	Rlim	1444.4/1510.5/1431.2	3004/3197.1/3117	1444.4	3117	1.1092	2272.6	5338.1	22.893	1	2.6968e-116	5.3937e-116	2.3728e-114	True
BRDN0007694888	Mrtfa	2276.5/2275.4/2334.2	4198/4514.7/4405.6	2276.5	4405.6	0.95221	1663.2	8779.9	22.722	1	1.3546e-114	2.7091e-114	1.1834e-112	True
BRDN0007693073	Slc39a6	1523.9/1449.1/1596.5	3345.3/3034.6/3223.4	1523.9	3223.4	1.0803	5437.3	5660.3	22.589	1	2.7861e-113	5.5721e-113	2.4171e-111	True
BRDN0007695314	Dennd2d	2224.6/2234.5/2151.4	4306.3/4138.8/4392.8	2224.6	4306.3	0.95263	2728.1	8560.9	22.5	1	2.0906e-112	4.1811e-112	1.8011e-110	True
BRDN0007692190	Mup21	1289.6/1301.5/1269.5	2813.9/2668.5/2858.9	1289.6	2813.9	1.125	272.71	4716.5	22.194	1	1.9576e-109	3.9153e-109	1.666e-107	True
BRDN0007691524	Edem3	1528.3/1624.7/1459.7	3200.8/3150.1/3233.3	1528.3	3200.8	1.066	6999.2	5678.3	22.194	1	1.9606e-109	3.9212e-109	1.666e-107	True
BRDN0007691608	Exosc6	1185.8/1237.9/1320	2636.1/2730.2/2725.9	1237.9	2725.9	1.1382	4731.3	4510.1	22.157	1	4.4633e-109	8.9265e-109	3.7667e-107	True
BRDN0007696202	Ube2h	1212.3/1107.5/1263.1	2676/2614.7/2707.2	1212.3	2676	1.1417	6775.8	4408.3	22.046	1	5.2325e-108	1.0465e-107	4.3861e-106	True
BRDN0007691692	Gpr31a	1730.6/1616.1/1647	3377.6/3071.8/3466.7	1647	3377.6	1.0357	3968.8	6162.2	22.045	1	5.309e-108	1.0618e-107	4.4203e-106	True
BRDN0007693820	Coq10a	1739.4/1645.1/1728.8	3450.8/3510.4/3493.3	1728.8	3493.3	1.0144	3555.5	6497.4	21.891	1	1.5901e-106	3.1802e-106	1.3151e-104	True
BRDN0007694495	Smtnl2	1486.4/1648.4/1513.9	3152.3/3400.7/3103.2	1513.9	3152.3	1.0577	9427.1	5619.5	21.857	1	3.3669e-106	6.7338e-106	2.7662e-104	True
BRDN0007691598	Etv5	2220.1/2370.2/2442.6	4357.7/4566.6/4461.7	2370.2	4461.7	0.9123	13879	9176.3	21.834	1	5.5498e-106	1.11e-105	4.5297e-104	True
