sgRNA	Gene	AR2466_SP	AR2467_SP	AR2468_SP	AR2469_SP	AR2473_SP	AR2474_SP	AR2475_SP	AR2476_SP
BRDN0007693674	Zmiz1	372.31510674840746	376.0124586756251	444.7027936777499	342.82371096347947	311.7234830849305	586.0053970547784	103.30427113913068	176.95481540076773
BRDN0007693673	Zmiz1	104.92516644727847	179.67454672746632	178.57596558622146	123.73177614084202	274.36818965739747	81.9237216995268	17.217378523188447	166.00915671618415
BRDN0007693672	Zmiz1	168.55720287336993	104.32715616433529	120.90357203113825	193.08461881851142	91.45606321913249	49.321424288490626	218.08679462705365	239.5883067625515
BRDN0007693671	Zmiz1	136.7411846603242	109.39861514454603	117.42933145553084	101.66496256158356	104.33719888379903	108.67432470345392	177.9129114062806	71.75487359893674
BRDN0007693670	Zmiz1	104.2482298895541	116.64355654484709	161.20476270818435	156.8319965097297	301.41857455319723	110.34623739119937	109.04339731352682	153.23922158417
BRDN0007693669	Zfpm2	433.23939694360143	420.9310953574917	225.1307892993609	296.325782350042	157.1498551089319	147.96427286547188	470.6083463004842	190.94093483106894
BRDN0007693668	Zfpm2	291.7596563792066	237.63407792987482	236.24835914130466	271.1065668308895	130.09947021313212	163.01148705518088	103.30427113913068	308.9108117649141
BRDN0007693667	Zfpm2	325.6064842654254	252.12396073047694	305.0383225383316	320.756897384221	270.5038489579975	427.17369171896115	241.04329932463824	310.12699606320115
BRDN0007693666	Zfpm2	83.2631966000984	120.26602724499762	148.69749663599762	102.45306304655709	118.50644811493224	51.82929332010879	154.95640670869602	118.57796908298869
BRDN0007693665	Zfpm2	231.51230274173702	489.75803866035176	347.42405756074214	532.7559278420969	452.12786182979585	692.1718527266141	843.6515476362339	433.5697023393381
BRDN0007693664	Zfpm2	314.7754993418354	291.24664429210264	225.1307892993609	319.96879689924754	945.4753577865246	423.82986634347026	671.4777624043494	305.87035101919645
BRDN0007693663	Zfp984	217.97357158724947	160.83769908668356	264.042283746164	270.318466345916	377.4172749747298	180.56657027650806	327.13019194058046	124.658890574424
BRDN0007693662	Zfp984	215.26582535635197	197.06240608818888	136.19023056381093	118.2150727460274	91.45606321913249	149.63618555321733	63.130387918357634	113.71323188984043
BRDN0007693661	Zfp984	138.09505777577294	153.5927576863825	209.14928265156675	186.7798149387233	292.4017795879306	137.9327967389992	350.08669663816505	164.7929724178971
BRDN0007693660	Zfp984	83.94013315782277	220.24621856915226	104.22721726822263	100.08876159163654	99.18474461793241	96.13497954536308	57.391261743961486	41.95835829090369
BRDN0007693659	Zfp984	363.5149314979906	294.86911499225323	462.7688446709085	365.67862502771146	390.29841063939637	300.9442837941801	527.9996080444457	507.75694453484897
BRDN0007693658	Zfp984	173.29575877744057	100.70468546418475	147.30780040575468	130.03658002063014	16.745476364066512	86.10350341889041	137.73902818550758	246.27732040313035
BRDN0007693657	Zfp983	216.61969847180072	202.13386506839961	239.72259971691207	275.0470692557571	434.09427189926265	198.95760984170795	241.04329932463824	393.435620495865
BRDN0007693656	Zfp983	567.2728353730281	335.44078683393917	391.19948881339565	293.17338041014796	1029.2027396068572	895.3092442876857	625.5647530091802	611.1326098892494
BRDN0007693655	Zfp983	297.852085398726	262.2668786908984	198.031712809623	235.6420450070813	161.01419580833183	343.5780573316889	86.08689261594223	171.48198605847594
BRDN0007693654	Zfp983	220.68131781814697	271.6853025112898	293.2259045812664	333.36650514379727	850.1549538679922	271.68581175863477	361.56494898695735	272.42528281630223
BRDN0007693653	Zfp983	227.45068339539074	263.71586697095864	384.25100766218077	300.2662847749096	382.5697292405965	233.23181994048957	321.39106576618434	253.5744261928527
BRDN0007693652	Zfp983	618.7200137600807	906.3421691776628	443.31309744750695	479.16509486389776	805.0709790416593	768.243880019032	1325.7381462855103	947.4075683656224
BRDN0007693651	Zfp973	163.8186469692993	154.31725182641262	164.67900328379176	84.32675189216621	124.94701594726551	392.89948162017953	229.56504697584595	198.23804062079134
BRDN0007693650	Zfp973	27.07746230897509	51.439083942137536	82.68692569945662	140.28188632528585	248.60591832806438	133.7530150196356	0.0	143.50974719787348
BRDN0007693649	Zfp973	297.852085398726	89.11277922370306	64.62087470629804	55.16703394814612	82.4392682538659	417.9781719363612	80.34776644154609	124.05079842528048
BRDN0007693648	Zfp973	357.4225024784712	284.0017028918016	443.31309744750695	331.79030417385025	314.2997102178638	500.73784997976077	332.86931811497664	397.0841733907262
BRDN0007693647	Zfp973	777.8001048253094	562.2074526633623	762.2483822882682	415.328955581043	738.0890735853932	1148.6040164811207	774.7820335434801	589.2412925200822
BRDN0007693646	Zfp973	228.12761995311513	275.30777321144035	241.8071440622765	338.0951080536384	231.86044196399786	165.51935608679904	361.56494898695735	212.8322522002361
BRDN0007693645	Zfp968	407.5158077500751	616.5445131656203	378.6922227412089	436.6076686753279	542.2958114824617	436.3692115015611	545.2169865676341	612.95688633668
BRDN0007693644	Zfp968	140.12586744894608	151.41927526629217	54.89300109459725	57.53133540306667	128.81135664666547	99.47880492085397	0.0	43.78263473833428
BRDN0007693643	Zfp968	159.08009106522866	400.6452594366487	203.59049773059488	167.0773028143854	485.61881455792883	258.31051025667125	149.21728053429987	99.11902031039567
BRDN0007693642	Zfp968	276.8670521092703	206.48082990858026	255.7041063647062	200.9656236682466	522.9741079854618	403.76691409052495	45.91300939516919	273.64146711458926
BRDN0007693641	Zfp968	178.0343146815112	194.16442952806844	138.96962302429685	151.31529311491508	145.556833010732	122.8855825492902	45.91300939516919	132.5640885132899
BRDN0007693640	Zfp968	278.89786178244344	281.8282204717113	215.4029156876601	233.27774355216076	75.99870042153263	360.2971842091434	172.17378523188447	218.3050815425279
BRDN0007693639	Zfp967	319.51405524590604	358.6245993149025	348.8137537909851	377.50013230231417	197.08137566939817	229.88799456499868	286.95630871980745	173.91435465505006
BRDN0007693638	Zfp967	34.523764443943236	45.64313082189669	89.63540685067147	48.074129583384476	11.593022098199892	20.062952252945337	0.0	30.404607457176585
BRDN0007693637	Zfp967	165.84945664247243	202.85835920842973	314.7661961500324	241.1587484018959	193.21703496999822	698.8595034775959	275.47805637101516	325.3292997917895
BRDN0007693636	Zfp967	106.9559761204516	122.43950966508794	88.94055873554998	101.66496256158356	173.89533147299838	57.68098772721785	11.478252348792298	71.14678144979321
BRDN0007693635	Zfp967	630.9048717991195	201.4093709283695	434.28007195092766	479.95319534887125	318.16405091726375	260.8183792882894	459.1300939516919	285.1952179483164
BRDN0007693634	Zfp967	104.2482298895541	113.74557998472666	225.82563741448237	130.82468050560365	401.8914327375963	341.07018830007075	252.52155167343054	99.11902031039567
BRDN0007693633	Zfp966	483.33270221520536	455.70681407893676	403.0119067704609	388.5335390919434	560.3294014129948	540.0277981417787	895.3036832057992	505.9326680874184
BRDN0007693632	Zfp966	535.4568171599824	439.04344885824435	455.8203635196937	417.6932570359635	752.2583228165264	484.85467944617903	786.2602858922723	391.0032518992909
BRDN0007693631	Zfp966	240.9894145498783	195.61341780812867	184.13475050719333	135.55328341544475	47.660201959266224	163.8474433990536	355.8258228125612	172.09007820761948
BRDN0007693630	Zfp966	121.8485803903879	139.10287488578038	315.4610442651539	549.3060380265407	171.31910434006508	156.3238363041991	97.56514496473453	434.17779448848165
BRDN0007693629	Zfp966	134.71037498715106	110.12310928457613	107.00660972870858	109.54596741131873	78.57492755446594	613.5919564025783	195.13028992946906	99.7271124595392
BRDN0007693628	Zfp966	112.37146858224662	209.37880646870067	170.23778820476363	137.12948438539178	274.36818965739747	193.9418717784716	40.17388322077304	283.9790336500293
BRDN0007693627	Zfp965	414.9621098850432	360.7980817349929	311.29195557442495	423.99806091575164	213.8268520334647	323.5151050787436	470.6083463004842	381.8818696621379
BRDN0007693626	Zfp965	483.33270221520536	191.26645296794803	90.33025496579296	233.27774355216076	740.6653007183265	256.6385975689258	172.17378523188447	201.278501366509
BRDN0007693625	Zfp965	398.0386959419338	388.3288590561369	470.41217393724486	225.39673870242558	211.2506249005314	229.05203822112594	177.9129114062806	198.84613276993488
BRDN0007693624	Zfp965	345.23764443943236	328.9203395736682	262.652587515921	187.5679154236968	935.1704492547914	297.6004584186892	453.39096777729577	494.9870094028348
BRDN0007693623	Zfp965	390.5923938069657	368.76751727532405	270.2959167822574	498.86760698823565	570.6343099447281	642.8504284381236	505.0431033468611	497.41937799940894
BRDN0007693622	Zfp965	69.72446544561086	133.30692176553953	115.34478711016638	249.8278537366046	42.50774769339961	141.2766221144901	80.34776644154609	267.5605456231539
BRDN0007696444	Zfp948	204.43484043276192	252.12396073047694	225.82563741448237	400.35504636654616	571.9224235111947	253.2947721934349	717.3907717995186	311.9512725106318
BRDN0007693621	Zfp936	320.8679283613548	184.74600570767706	214.70806757253862	97.72446013671599	184.20024000473163	158.83170533581728	275.47805637101516	152.63112943502645
BRDN0007693620	Zfp936	387.8846475760681	294.1446208522231	305.73317065345304	250.6159542215781	209.96251133406471	305.9600218574164	493.5648509980688	223.16981873567613
BRDN0007693619	Zfp936	477.2402731956859	458.60479063905717	511.4082127294124	301.8424857448566	516.5335401531286	366.98483496012517	705.9125194507263	560.0528693611927
BRDN0007693618	Zfp936	446.1011915403646	391.22683561625735	276.5495498183507	647.0304981632567	531.9909029507285	660.4055116594508	659.9995100555572	426.27259654961574
BRDN0007693617	Zfp936	269.4207499743021	259.368902130778	112.56539464968046	226.1848391873991	194.50514853646487	168.02722511841722	246.7824254990344	261.47962413171865
BRDN0007693616	Zfp936	228.12761995311513	202.13386506839961	179.27081370134295	193.08461881851142	284.6730981891307	252.45881584956217	200.8694161038652	184.86001333963364
BRDN0007693615	Zfp866	248.43571668484643	311.53248021294564	143.13871171502575	177.32260911904112	172.60721790653173	150.47214189709004	309.91281341739204	214.6565286476667
BRDN0007693614	Zfp866	467.76316138754464	511.49286286125493	326.5786141070976	293.9614808951215	399.315205604663	392.89948162017953	137.73902818550758	653.6990603292966
BRDN0007693613	Zfp866	134.71037498715106	110.12310928457613	246.67108086812692	205.6942265780877	672.3952816955938	234.06777628436228	275.47805637101516	328.97785268665064
BRDN0007693612	Zfp866	549.6724848721943	662.187643987517	776.145344590698	818.0483034025096	1027.9146260403904	485.6906357900517	522.2604818700495	433.5697023393381
BRDN0007693611	Zfp866	140.80280400667047	125.33748622520837	111.17569841943748	65.41234025280183	30.914725595199712	69.38437654143597	34.434757046376895	85.13290088009444
BRDN0007693610	Zfp866	204.43484043276192	319.5019157532768	214.70806757253862	187.5679154236968	508.8048587543286	191.43400274685345	441.9127154285035	147.15830009273466
BRDN0007696303	Zfp787	211.2042060100057	171.70511118713515	85.46631815994256	164.71300135946484	334.9095272813302	203.97334790494426	487.82572482367266	147.15830009273466
BRDN0007696302	Zfp787	435.27020661677454	281.8282204717113	407.18099546118975	526.4511239623087	149.42117371013194	310.13980357678	637.0430053579726	226.81837163053734
BRDN0007696301	Zfp787	290.4057832637578	247.0525017502662	250.84016955885582	316.81639495935343	108.201539583199	379.524180118216	177.9129114062806	147.15830009273466
BRDN0007696300	Zfp787	447.4550646558133	147.79680456614165	413.43462849728314	197.81322172835252	337.48575441426357	154.65192361645364	401.7388322077304	209.79179145451843
BRDN0007696299	Zfp787	633.6126180300171	790.4231067728458	979.0409942061713	552.4584399664348	320.74027805019705	607.7402619954693	493.5648509980688	493.16273295540424
BRDN0007696298	Zfp787	231.51230274173702	203.58285334845982	183.43990239207184	249.03975325163105	994.4236733122575	300.10832745030734	464.86922012608807	120.40224553041928
BRDN0007694809	Zfp780b	251.14346291574395	186.91948812776738	157.03567401745545	161.5605994195708	217.69119273286466	155.48787996032638	522.2604818700495	113.1051397406969
BRDN0007694808	Zfp780b	167.20332975792118	148.52129870617176	196.64201657938005	110.33406789629224	370.97670714239655	262.4902919760348	11.478252348792298	268.1686377722975
BRDN0007694807	Zfp780b	195.634665182345	473.0946734396593	216.0977638027816	243.52304985681644	350.3668900789301	459.77598912999736	350.08669663816505	320.46456259864124
BRDN0007694806	Zfp780b	357.4225024784712	443.39041369842494	556.5733402123088	323.90929932411507	414.77256840226283	475.6591596635791	981.3905758217414	500.4598387451266
BRDN0007694805	Zfp780b	264.0052575125071	148.52129870617176	168.1532438593992	235.6420450070813	114.64210741553228	302.6161964819255	837.9124214618378	237.15593816597737
BRDN0007694804	Zfp780b	273.4823693206484	299.2160798324338	418.993413418255	214.36333191279635	101.76097175086572	265.8341173515257	654.2603838811609	167.83343316361476
BRDN0007696297	Zfp638	222.7121274913201	205.75633576855014	241.8071440622765	404.29554879141375	1012.4572632427906	156.3238363041991	166.43465905748832	219.52126584081495
BRDN0007696296	Zfp638	242.34328766532704	149.24579284620188	187.60899108280074	144.22238875015344	190.6408078370649	218.18460575078055	183.65203758067676	192.15711912935603
BRDN0007696295	Zfp638	370.28429707523435	419.48210707743146	273.0753092427433	412.17655364114887	680.1239630943937	266.67007369539846	206.60854227826135	484.04135071825124
BRDN0007696294	Zfp638	57.53960740657207	167.35814634695453	179.96566181646443	42.55742618856986	88.87983608619918	84.43159073114496	527.9996080444457	158.10395877731824
BRDN0007696293	Zfp638	148.926042699363	169.53162876704485	256.3989544798277	223.82053773247856	109.48965314966566	113.69006276669025	120.52164966231912	64.45776780921436
BRDN0007696292	Zfp638	83.2631966000984	126.06198036523847	179.27081370134295	172.59400620920002	135.25192447899875	159.66766167968999	160.69553288309217	229.85883237625498
BRDN0007696438	Zfp62	350.6531369012274	397.7472828765283	350.20345002122804	329.4260027189297	352.9431172118634	622.7874761851782	418.9562107309189	302.22179812433524
BRDN0007693609	Zfp60	75.13995790740587	106.5006385844256	106.3117616135871	111.12216838126577	218.9793062993313	166.35531243067177	51.65213556956534	184.25192119049012
BRDN0007693608	Zfp60	331.69891328494487	298.49158569240376	312.6816518046679	410.60035267120185	413.48445483579616	251.62285950568946	430.4344630797112	333.2344977306554
BRDN0007693607	Zfp60	584.8731858738619	581.7687944441752	662.1902537107745	614.7183782793425	2457.7206848183773	965.5295771729944	1205.2164966231912	812.4111112557583
BRDN0007693606	Zfp60	467.76316138754464	442.6659195583949	714.3038623448858	560.3394448161699	319.45216448373037	682.1403766001415	596.8691221371995	470.66332343709354
BRDN0007693605	Zfp60	343.88377132398364	208.65431232867058	159.81506647794137	133.18898196052422	444.3991804309959	269.1779427270166	453.39096777729577	240.196398911695
BRDN0007693604	Zfp60	121.17164383266352	140.5518631658406	147.30780040575468	211.99903045787582	85.01549538679922	88.61137245050858	40.17388322077304	148.37448439102172
BRDN0007694803	Zfp592	196.98853829779378	131.1334393454492	156.34082590233396	150.52719262994157	276.94441679033076	149.63618555321733	143.47815435990373	190.33284268192543
BRDN0007694802	Zfp592	143.51055023756797	313.70596263303594	246.67108086812692	377.50013230231417	60.541337623932776	193.10591543459887	17.217378523188447	204.31896211222664
BRDN0007694801	Zfp592	232.18923929946138	175.32758188728567	203.59049773059488	174.95830766412055	159.72608224186519	119.54175717379931	154.95640670869602	116.14560048641455
BRDN0007694800	Zfp592	226.77374683766638	155.76624010647282	185.5244467374363	120.57937420094795	135.25192447899875	15.883170533581726	80.34776644154609	130.73981206585933
BRDN0007694799	Zfp592	142.83361367984358	159.38871080662335	216.7926119179031	185.99171445374978	127.52324308019882	147.12831652159915	235.3041731502421	77.83579509037206
BRDN0007694798	Zfp592	308.00613376459165	207.92981818864047	225.1307892993609	216.72763336771692	1535.4313712282524	161.33957436743543	34.434757046376895	62.02539921264024
BRDN0007696291	Zfp36l2	539.5184365063286	408.6146949769799	668.4438867468679	247.46355228168403	819.2402282727925	462.2838581616155	746.0864026714994	738.2238690602475
BRDN0007696290	Zfp36l2	687.0906060902429	775.2087298322136	742.0977869497452	706.9261350212439	1611.430071649785	1144.4242347617571	757.5646550202916	1247.8050900425271
BRDN0007696289	Zfp36l2	968.0192775458594	467.29872031941846	859.527118405276	1099.400176538055	1132.2518249241896	514.1131514817243	1147.8252348792298	1780.493812692261
BRDN0007696288	Zfp36l2	408.19274430779944	503.52342732092376	346.72920944562065	390.89784054686396	1011.169149676324	720.5943684182868	797.7385382410647	661.6042582681625
BRDN0007696287	Zfp36l2	1068.2058880890672	1042.5470675033228	835.207434376024	749.4835612098137	864.3242030991254	906.1766767580311	728.8690241483109	734.5753161653863
BRDN0007696286	Zfp36l2	728.3837361114299	358.6245993149025	264.7371318612855	392.474041516811	513.9573130201952	1033.242041026685	2726.0849328381705	418.36739861074983
BRDN0007694797	Zfp316	734.4761651309493	436.869966438154	422.4676539938624	501.2319084431562	732.9366193195266	514.949107825597	746.0864026714994	409.24601637359683
BRDN0007694796	Zfp316	279.5747983401678	275.30777321144035	444.7027936777499	334.1546056287708	292.4017795879306	344.41401367556165	918.2601879033838	186.0761976379207
BRDN0007694795	Zfp316	280.25173489789216	326.7468571535779	463.46369278603	499.6557074732092	732.9366193195266	368.6567476478706	705.9125194507263	210.39988360366198
BRDN0007694794	Zfp316	571.3344547193743	832.4437668945919	744.8771794102311	795.1933893382777	761.2751177817929	883.6058554734676	499.30397717246495	600.7950433538093
BRDN0007694793	Zfp316	822.4779176351183	370.21650555538423	355.06738682707845	389.32163957691694	734.2247328859933	621.9515198413055	579.651743614011	386.7466068552862
BRDN0007694792	Zfp316	314.09856278411104	254.29744315056726	145.9181041755117	134.76518293047124	170.03099077359843	225.70821284563505	229.56504697584595	240.196398911695
BRDN0007693603	Zfp182	687.0906060902429	476.7171441398098	368.26950101438666	338.8832085386119	649.209237499194	1351.7414080421922	711.6516456251225	402.557002733018
BRDN0007693602	Zfp182	89.3556256196178	223.8686892693028	110.480850304316	139.49378584031234	105.6253124502657	170.53509415003538	505.0431033468611	46.21500333490841
BRDN0007693601	Zfp182	442.7165087517427	583.9422768642655	277.2443979334722	476.01269292400366	589.9560134417279	365.3129222723797	91.82601879033838	589.8493846692257
BRDN0007693600	Zfp182	329.6681036117717	282.5527146117414	256.3989544798277	329.4260027189297	338.7738679807302	489.87041750941535	126.26077583671527	282.1547572025987
BRDN0007693599	Zfp182	285.66722735968716	273.8587849313801	273.7701573578648	160.77249893459728	347.79066294599676	166.35531243067177	223.8259208014498	289.4518629923211
BRDN0007693598	Zfp182	209.85033289455694	312.25697435297576	273.0753092427433	356.22141920802926	419.92502266812943	350.2657080826707	373.0432013357497	246.27732040313035
BRDN0007696446	Zfp169	383.8230282297219	294.1446208522231	623.2787592639713	215.15143239776987	427.6537040669294	174.71487586939898	309.91281341739204	338.7073270729472
BRDN0007694791	Zdhhc8	1053.9902203768554	460.7782730591475	599.653923349841	598.9563685798722	686.564530926727	861.0350341889041	1279.8251368903411	288.84377084317754
BRDN0007694790	Zdhhc8	499.5791796005904	276.7567614915005	205.67504207595934	250.6159542215781	668.5309409961939	144.620447489981	68.86951409275379	278.5062043077375
BRDN0007694789	Zdhhc8	117.78696104404163	205.75633576855014	179.27081370134295	276.6232702257041	309.1472559519971	124.55749523703564	206.60854227826135	109.4565868458357
BRDN0007694788	Zdhhc8	726.3529264382568	723.045151750046	512.1030608445338	647.8185986482301	1717.0553841000508	994.7880492085397	292.6954348942036	636.6724801532777
BRDN0007694787	Zdhhc8	279.5747983401678	214.4502654489114	175.10172501061402	297.11388283501554	104.33719888379903	178.8946575887626	631.3038791835763	180.6033682956289
BRDN0007694786	Zdhhc8	310.71387999548915	376.7369528156552	414.12947661240463	319.96879689924754	220.26741986579796	246.60712144245312	872.3471785082146	296.74896878204345
BRDN0007694785	Zdhhc15	320.8679283613548	289.07316187201235	243.19684029251948	262.43746149618084	158.43796867539854	559.2547940508513	149.21728053429987	279.7223886060246
BRDN0007694784	Zdhhc15	278.22092522471905	102.15367374424497	285.58257531493	104.02926401650411	66.98190545626605	89.4473287943813	109.04339731352682	127.69935132014166
BRDN0007694783	Zdhhc15	767.6460564594438	541.9216167425194	401.6222105402179	732.1453505403964	195.79326210293152	539.191841797906	688.6951409275379	581.9441867303599
BRDN0007694782	Zdhhc15	146.21829646846547	206.48082990858026	209.14928265156675	230.9134420972402	161.01419580833183	168.86318146228993	114.78252348792297	270.6010063688716
BRDN0007694781	Zdhhc15	199.69628452869128	457.155802358997	554.4887958669444	374.3477303624201	203.52194350173144	424.665822687343	195.13028992946906	416.5431221633192
BRDN0007694780	Zdhhc15	148.926042699363	49.99009566207732	127.8520531823531	76.44574704243105	148.1330601436653	50.993336976236066	5.739126174396149	53.51210912463079
BRDN0007693597	Zc3hc1	323.5756745922523	533.9521812021883	531.5588080679355	551.6703394814613	980.2544240811243	458.1040764422519	373.0432013357497	598.3626747572353
BRDN0007693596	Zc3hc1	335.0835960735667	382.53290593589605	535.0330486435429	253.76835616147216	242.1653504957311	283.3892005728529	826.4341691130454	252.9663340437092
BRDN0007693595	Zc3hc1	199.0193479709669	167.35814634695453	35.43725387119569	203.32992512316713	179.047785738865	149.63618555321733	131.99990201111143	26.756054562315395
BRDN0007693594	Zc3hc1	127.9410094099073	235.4605955097845	229.2998779900898	330.2141032039032	628.5994204357276	140.44066577061736	430.4344630797112	386.13851470614264
BRDN0007693593	Zc3hc1	294.4674026101041	302.1140563925543	230.68957422033276	215.15143239776987	750.9702092500597	173.87891952552627	447.6518416028996	293.1004158871823
BRDN0007693592	Zc3hc1	767.6460564594438	357.17561103484235	497.5112504269827	279.77567216559817	360.67179861066336	666.2572060665598	120.52164966231912	410.4622006718839
BRDN0007696285	Zc3hav1	513.1179107550779	463.67624961926794	576.7239355508319	530.3916263871763	513.9573130201952	738.9854079834867	1187.9991181000028	361.2067365912578
BRDN0007696284	Zc3hav1	277.54398866699466	405.71671841685946	375.91283028072297	294.749581380095	704.5981208572601	506.5895443868698	275.47805637101516	535.1210912463079
BRDN0007696283	Zc3hav1	463.02460548347403	665.8101146876676	543.3712260250007	981.973204277001	957.0683798847244	672.9448568175416	700.1733932763301	968.0827014365025
BRDN0007696282	Zc3hav1	224.74293716449324	189.81746468788782	361.32101986317184	247.46355228168403	301.41857455319723	256.6385975689258	338.60844428937276	235.9397538676903
BRDN0007696281	Zc3hav1	364.19186805571496	494.8294976405625	485.003984354796	325.48550029406215	233.1485555304645	257.4745539127985	97.56514496473453	218.9131736916714
BRDN0007696280	Zc3hav1	660.0131437812678	437.5944605781841	219.572004378389	449.21727643490414	374.8410478417965	428.8456044067066	1107.6513516584566	355.73390724896603
BRDN0007696279	Zc3h14	57.53960740657207	115.19456826478688	76.43329266336326	114.27457032115983	68.2700190227327	43.46972988138157	263.99980402222286	83.91671658180738
BRDN0007696278	Zc3h14	465.73235171437153	423.8290719176121	438.4491606416566	454.73397982971875	225.41987413166459	195.61378446621706	803.4776644154608	519.9187875177196
BRDN0007696277	Zc3h14	276.1901155515459	199.9603826483093	302.25893007784566	362.52622308781736	226.70798769813123	238.24755800372589	57.391261743961486	125.26698272356754
BRDN0007696276	Zc3h14	173.29575877744057	52.163578082167646	45.85997559801796	49.65033055333151	139.11626517839872	109.51028104732664	0.0	37.70171324689897
BRDN0007696275	Zc3h14	320.8679283613548	473.0946734396593	490.5627692757679	331.79030417385025	159.72608224186519	341.07018830007075	154.95640670869602	639.7129408989954
BRDN0007696274	Zc3h14	645.7974760690558	599.8811479449279	381.4716152016949	753.4240636346814	611.853944071661	784.9630068964864	929.7384402521761	743.0886062533957
BRDN0007694779	Zbtb8os	79.20157725375213	95.63322648397401	77.82298889360624	113.4864698361863	61.829451190399425	67.71246385369052	63.130387918357634	135.60454925900757
BRDN0007694778	Zbtb8os	36.55457411711637	85.49030852355253	102.14267292285818	41.76932570359635	81.15115468739926	82.75967804339952	177.9129114062806	41.35026614176016
BRDN0007694777	Zbtb8os	32.492954770770105	47.0921191019569	0.0	41.76932570359635	48.94831552573288	15.047214189709004	17.217378523188447	15.810395877731825
