sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007696120	Tmem94	491.73/376.52/515.92/793.64	956.55/1555.7/3790.5/2619.2	503.83	2087.4	2.0486	33496	55388	6.7289	1	8.6887e-12	1.7377e-11	3.0798e-09	True
BRDN0007696161	Tsc1	184.85/279.22/264.23/220.18	1260.9/1093.8/1693.2/571.56	242.2	1177.4	2.2765	1876.7	19984	6.6151	1	1.9405e-11	3.881e-11	6.6871e-09	True
BRDN0007696535	BRDN0007696535_NegCtrl	119.34/120.99/98.363/140.64	807.79/580.24/851.42/60.076	120.17	694.02	2.52	298.71	7541.6	6.6079	1	2.1257e-11	4.2515e-11	6.94e-09	True
BRDN0007695538	Ints14	454.04/355.37/500.49/920.05	3402.6/415.47/4914.5/545.69	477.27	1974.1	2.0461	70664	51365	6.6046	1	2.028e-11	4.0561e-11	6.7999e-09	True
BRDN0007695222	Bcl11a	203.69/149.76/90.648/55.253	993.98/1388.9/388.03/13.35	120.21	691	2.5133	4311.9	7544.8	6.5714	1	2.7182e-11	5.4365e-11	8.6468e-09	True
BRDN0007693126	Smpx	785.15/72.766/39.538/95.437	151.71/747.03/618.92/428.88	84.102	523.9	2.6248	1.6457e+05	4593.7	6.4889	1	4.8431e-11	9.6861e-11	1.5021e-08	True
BRDN0007691644	Fkbp1b	418.15/302.91/760.86/168.27	411.78/2714.2/4835.9/301.22	360.53	1563	2.113	67957	34761	6.4495	1	5.765e-11	1.153e-10	1.7444e-08	True
BRDN0007693474	Uggt1	532.11/37.229/27.966/31.812	325.09/123.33/214.86/337.93	34.521	269.97	2.9314	82550	1335.6	6.4427	1	7.0901e-11	1.418e-10	2.0943e-08	True
BRDN0007696280	Zc3hav1	637.09/826.65/438.78/578.48	459.06/3831.2/4124/728.42	607.79	2279.8	1.9055	26062	71922	6.2346	1	2.2909e-10	4.5818e-10	6.6095e-08	True
BRDN0007693843	Ddx23	55.634/125.23/117.65/60.276	21.673/518.58/1305.2/535.68	88.963	527.13	2.5535	1357.2	4966.5	6.2174	1	2.8182e-10	5.6363e-10	7.946e-08	True
BRDN0007694086	Krtap1-4	217.15/117.61/44.36/123.9	1106.3/245.64/1066.3/202.76	120.76	655.96	2.4318	5049.4	7592.9	6.1421	1	4.4408e-10	8.8816e-10	1.2243e-07	True
BRDN0007696731	BRDN0007696731_NegCtrl	227.92/291.06/269.05/375.89	815.68/2255.3/1622.7/331.25	280.06	1219.2	2.1181	4048.1	24459	6.0048	1	9.9437e-10	1.9887e-09	2.6818e-07	True
BRDN0007694792	Zfp316	157.93/100.69/128.26/260.36	355.63/304.27/2034.7/1095.6	143.09	725.59	2.3342	5330	9612.8	5.9411	1	1.5254e-09	3.0507e-09	4.0263e-07	True
BRDN0007691559	Elovl1	254.84/94.765/612.36/333.19	580.23/1152.4/1638.7/1354.2	294.02	1253.3	2.088	48037	26172	5.9297	1	1.5714e-09	3.1427e-09	4.0613e-07	True
BRDN0007695386	Etnk1	212.66/43.152/987.48/16.743	376.31/921.92/1154.5/385.49	127.91	653.7	2.3445	2.552e+05	8225	5.7976	1	3.6528e-09	7.3056e-09	9.2482e-07	True
BRDN0007694328	Rap2b	295.22/328.29/426.24/324.82	293.56/1277.7/1608.2/1370.1	326.56	1323.9	2.0161	3641.5	30288	5.7308	1	5.1551e-09	1.031e-08	1.2791e-06	True
BRDN0007694941	Eef1akmt4	0/0/0.96434/2.5115	10.836/0/27.258/12.516	0.48217	11.676	3.0963	1.6052	3.8318	5.7185	1	8.997e-09	1.7994e-08	2.106e-06	True
BRDN0007696868	BRDN0007696868_NegCtrl	168.7/60.92/59.789/52.742	120.18/1353.6/41.689/612.44	60.355	366.31	2.5818	3932.1	2898.2	5.6833	1	7.6047e-09	1.5209e-08	1.8499e-06	True
BRDN0007694520	Sp9	222.53/577.9/50.146/191.71	987.09/1127.1/861.04/115.98	207.12	924.06	2.1521	54197	16076	5.6545	1	8.2363e-09	1.6473e-08	1.965e-06	True
BRDN0007691361	Cyb561	195.61/347.75/183.22/137.3	1045.2/1040.2/147.51/667.51	189.42	853.85	2.1665	9287.7	14197	5.5763	1	1.3013e-08	2.6026e-08	2.9896e-06	True
BRDN0007694711	Vmn1r149	2.6919/21.999/1.9287/94.6	13.792/119.28/104.22/196.92	12.345	111.75	3.0787	2353.6	322.02	5.5396	1	2.0101e-08	4.0201e-08	4.2266e-06	True
BRDN0007695434	Gars	25.125/156.53/43.395/25.952	2.9553/36.391/1670.8/438.89	34.674	237.64	2.7419	5030.9	1343.8	5.5368	1	1.8601e-08	3.7202e-08	4.1208e-06	True
BRDN0007693590	Xkrx	924.23/265.68/254.59/184.18	816.66/1348.5/1512/326.25	260.13	1082.6	2.053	1.4895e+05	22072	5.5359	1	1.6127e-08	3.2255e-08	3.6377e-06	True
BRDN0007695727	Nprl2	446.86/102.38/391.52/693.18	2761.3/2245.1/456.97/872.77	419.19	1559	1.8924	58989	42877	5.5043	1	1.8936e-08	3.7871e-08	4.1213e-06	True
BRDN0007694726	Vmn2r114	583.25/478.9/904.55/418.58	557.58/2007.6/7526.4/1738	531.08	1872.8	1.8163	52527	59603	5.4958	1	1.9737e-08	3.9475e-08	4.2218e-06	True
BRDN0007693091	Slco3a1	266.5/143.84/116.69/123.9	1858.9/173.87/383.22/908.65	133.87	645.94	2.262	6028.5	8762.7	5.4702	1	2.4328e-08	4.8655e-08	5.0302e-06	True
BRDN0007696055	Stk17b	18.844/104.92/26.037/53.579	306.37/25.272/886.69/214.44	39.808	260.4	2.6794	1686	1627.2	5.4686	1	2.706e-08	5.412e-08	5.5033e-06	True
BRDN0007694696	Vmn1r135	34.098/40.614/26.037/26.789	392.08/132.42/291.82/30.038	30.444	212.12	2.7608	49.85	1122.1	5.4235	1	3.5702e-08	7.1403e-08	7.1438e-06	True
BRDN0007692893	Rpl8	73.58/5.0767/27.966/20.929	250.22/238.57/8.0171/121.82	24.448	180.19	2.8319	937.99	828.2	5.4119	1	3.8866e-08	7.7731e-08	7.5338e-06	True
BRDN0007695390	Etnk1	87.937/689.58/80.04/125.58	525.07/551.94/873.86/440.56	106.76	538.5	2.3239	1.137e+05	6398.1	5.3976	1	3.7143e-08	7.4286e-08	7.3142e-06	True
BRDN0007691027	Brf1	29.611/21.999/7.7147/97.949	11.821/359.87/764.83/11.681	25.805	185.85	2.8013	1853.6	892.54	5.3569	1	5.2497e-08	1.0499e-07	1.002e-05	True
BRDN0007695187	Alg2	196.51/216.61/97.398/78.694	962.46/789.49/203.63/562.38	146.96	675.94	2.1939	4807.5	9975.4	5.2963	1	6.3569e-08	1.2714e-07	1.1949e-05	True
BRDN0007695125	Cox8a	236.89/306.29/281.59/179.15	704.36/979.54/2653.7/1105.6	259.24	1042.6	2.0036	3208.9	21967	5.2851	1	6.5443e-08	1.3089e-07	1.2118e-05	True
BRDN0007692296	Nos3	144.47/162.45/94.505/637.92	362.52/727.83/1577.8/654.16	153.46	691	2.1635	79447	10595	5.2223	1	9.4788e-08	1.8958e-07	1.7293e-05	True
BRDN0007694096	Lin7a	278.17/161.61/308.59/174.13	347.75/777.36/1908.1/1073	226.15	925.19	2.0277	5457.9	18166	5.1865	1	1.1239e-07	2.2477e-07	2.0207e-05	True
BRDN0007691859	Il6	272.78/777.58/209.26/275.43	1445.2/690.43/1670.8/655	274.11	1067.8	1.9579	85898	23739	5.1513	1	1.3436e-07	2.6873e-07	2.3813e-05	True
BRDN0007695291	Cnot9	20.638/11.846/31.823/200.08	160.57/288.1/202.03/68.42	26.231	181.3	2.743	10165	912.98	5.1322	1	1.7738e-07	3.5477e-07	3.0564e-05	True
BRDN0007694060	Ifit2	466.6/562.67/105.11/604.44	561.52/2479.7/2361.8/1107.2	514.64	1734.5	1.751	60129	57050	5.1074	1	1.6591e-07	3.3182e-07	2.899e-05	True
BRDN0007694714	Vmn1r163	22.433/16.922/96.434/14.232	144.81/144.55/184.39/32.541	19.678	144.68	2.8167	1978.8	613.33	5.0476	1	2.8445e-07	5.689e-07	4.8341e-05	True
BRDN0007692624	Ppp4c	0.89732/34.691/13.501/297.19	169.44/319.44/165.15/2.5032	24.096	167.3	2.7455	25115	811.74	5.0261	1	3.1235e-07	6.2469e-07	5.1666e-05	True
BRDN0007693276	T	78.066/200.53/241.09/64.462	523.1/2089.5/16.034/717.58	139.3	620.34	2.1469	7819.9	9260.3	4.9988	1	3.1143e-07	6.2286e-07	5.1666e-05	True
BRDN0007695924	Rplp1	78.066/24.537/241.09/96.274	170.42/838.01/25.655/695.88	87.17	433.15	2.2998	9259.5	4828.1	4.9793	1	3.5647e-07	7.1295e-07	5.819e-05	True
BRDN0007691261	Col24a1	344.57/132.84/908.41/336.54	211.8/2468.6/2065.2/380.48	340.56	1222.8	1.8412	1.2188e+05	32110	4.9237	1	4.3718e-07	8.7436e-07	7.0437e-05	True
BRDN0007693417	Ttc9c	279.07/299.52/712.65/227.71	448.23/931.01/2966.3/1214	289.29	1072.5	1.8868	61077	25589	4.8963	1	5.0618e-07	1.0124e-06	8.0509e-05	True
BRDN0007692145	Mff	312.27/858.81/392.49/359.98	1898.3/727.83/3134.7/444.73	376.23	1313.1	1.8005	79166	36886	4.8779	1	5.4991e-07	1.0998e-06	8.6356e-05	True
BRDN0007694153	Ndufb4	136.39/512.75/148.51/134.78	511.27/722.77/1544.1/72.592	142.45	617.02	2.1071	45750	9552.9	4.8555	1	6.4726e-07	1.2945e-06	0.00010037	True
BRDN0007693536	Vmn1r220	47.558/11/0/1.6743	78.809/710.64/14.431/43.388	6.3369	61.099	3.0813	594.26	128.4	4.8327	1	9.4598e-07	1.892e-06	0.00014312	True
BRDN0007692827	Rnf223	218.94/547.44/135.01/69.485	70.928/940.11/1237.8/508.14	176.98	724.13	2.0266	50773	12917	4.8142	1	7.8599e-07	1.572e-06	0.00012038	True
BRDN0007692316	Nsmce2	118.45/71.074/54.003/212.64	108.36/500.38/392.84/726.76	94.76	446.61	2.2248	5559.7	5421.7	4.7785	1	9.8012e-07	1.9602e-06	0.00014476	True
BRDN0007692149	Mgat2	200.1/105.76/54.003/47.719	536.89/247.66/1.6034/625.79	79.884	392.28	2.2816	5608.8	4276.9	4.7768	1	1.0019e-06	2.0037e-06	0.00014622	True
BRDN0007694377	Rhox3g	58.325/251.3/216.01/137.3	777.26/659.09/415.29/917	176.65	718.17	2.0173	7557.1	12885	4.7706	1	9.7659e-07	1.9532e-06	0.00014476	True
BRDN0007693782	Ccdc88c	111.27/203.91/177.44/39.347	901.38/327.52/1311.6/48.395	144.35	614.45	2.0821	5587.7	9730.7	4.7656	1	1.0142e-06	2.0285e-06	0.00014631	True
BRDN0007696294	Zfp638	67.299/52.459/165.87/104.65	261.06/296.19/878.67/531.51	85.972	413.85	2.2539	2734.5	4736.2	4.7642	1	1.0601e-06	2.1201e-06	0.00014914	True
BRDN0007693365	Tnfrsf11a	62.812/430.67/75.219/112.18	406.85/206.22/476.22/544.02	93.7	441.53	2.2244	38396	5337.6	4.761	1	1.0699e-06	2.1398e-06	0.00014914	True
BRDN0007691900	Kctd21	214.46/202.22/219.87/496.44	1063.9/128.38/1106.4/616.62	217.16	840.27	1.9472	26078	17170	4.7553	1	1.0416e-06	2.0831e-06	0.00014852	True
BRDN0007695010	H1f1	337.39/49.921/59.789/71.997	359.57/386.15/315.87/78.433	65.893	337.72	2.3402	24680	3273.8	4.7508	1	1.1572e-06	2.3144e-06	0.00015776	True
BRDN0007692458	Oxsr1	187.54/231.84/297.02/409.38	2389.9/1594.1/360.77/45.057	264.43	977.46	1.8822	9682.1	22581	4.7451	1	1.0848e-06	2.1696e-06	0.00014953	True
BRDN0007693169	Spg11	122.03/120.99/98.363/673.08	360.55/1211/258.15/710.9	121.51	535.73	2.1312	1.0159e+05	7659.3	4.7329	1	1.2061e-06	2.4121e-06	0.00016264	True
BRDN0007690918	Apc	305.09/309.68/519.78/241.1	247.26/915.85/2855.7/1269.1	307.38	1092.5	1.8261	16505	27842	4.7052	1	1.3112e-06	2.6225e-06	0.00017492	True
BRDN0007692566	Plekho2	273.68/242.84/136.94/569.27	607.82/218.35/1755.7/1292.5	258.26	950.14	1.8753	37309	21851	4.6806	1	1.4905e-06	2.9809e-06	0.00019671	True
BRDN0007690770	Cd19	91.526/272.45/266.16/406.03	338.88/1619.4/4582.6/228.62	269.3	979.15	1.8584	16773	23162	4.6642	1	1.6112e-06	3.2223e-06	0.0002104	True
BRDN0007691594	Etv5	207.28/193.76/136.94/105.48	327.06/345.72/1111.2/992.09	165.35	668.91	2.0097	2318.9	11753	4.645	1	1.8162e-06	3.6324e-06	0.00023471	True
BRDN0007695733	Nprl3	1529.9/951.88/824.51/844.7	548.71/1799.4/3939.6/3239.9	898.29	2519.6	1.4869	1.3671e+05	1.2393e+05	4.6056	1	2.0671e-06	4.1343e-06	0.00026438	True
BRDN0007693046	Slc25a53	226.12/912.11/492.78/282.96	203.92/2058.1/2438.8/518.16	387.87	1288.1	1.7291	1.0767e+05	38484	4.5892	1	2.2794e-06	4.5588e-06	0.00028856	True
BRDN0007694150	Ndufb4	832.71/1302.2/324.02/328.17	2034.3/1491/3838.6/370.47	580.44	1762.7	1.6009	2.3798e+05	67456	4.5518	1	2.6933e-06	5.3867e-06	0.00033751	True
BRDN0007694461	Slc10a6	588.64/386.67/132.11/256.17	1921/282.03/2737/226.95	321.42	1101.5	1.7738	38586	29627	4.532	1	3.0144e-06	6.0287e-06	0.00037396	True
BRDN0007695423	Fmnl1	238.69/27.076/108.97/105.48	293.56/20.217/647.78/1561.1	107.23	470.67	2.1237	7903.9	6437.3	4.5299	1	3.245e-06	6.49e-06	0.00039859	True
BRDN0007695074	Polr2c	334.7/32.152/211.19/26.789	590.08/443.77/3634.9/21.694	121.67	516.93	2.078	23470	7673	4.5123	1	3.4947e-06	6.9894e-06	0.00042505	True
BRDN0007691616	Fam122a	178.57/124.38/316.3/200.08	864.93/583.27/1378.9/55.07	189.32	724.1	1.9297	6857.7	14187	4.4897	1	3.777e-06	7.554e-06	0.00045493	True
BRDN0007696072	Supv3l1	166.9/103.23/36.645/104.65	570.38/322.47/545.16/367.13	103.94	456.15	2.1231	2831.2	6164.5	4.486	1	4.0005e-06	8.0011e-06	0.00047623	True
BRDN0007692056	Map2k1	657.73/65.151/245.91/128.92	1102.3/157.7/856.23/577.4	187.42	716.81	1.9297	80996	13989	4.476	1	4.0307e-06	8.0614e-06	0.00047623	True
BRDN0007695576	Kpna4	485.45/538.13/343.31/304.73	1164.4/143.54/1850.3/1498.6	414.38	1331.5	1.6816	12480	42193	4.4648	1	4.0965e-06	8.193e-06	0.00047945	True
BRDN0007692859	Rpl30	20.638/20.307/22.18/319.8	69.943/16.174/206.84/285.36	21.409	138.39	2.637	29680	689.23	4.456	0.99999	5.2688e-06	1.0538e-05	0.00058887	True
BRDN0007695397	Fars2	36.79/210.68/24.109/121.39	56.152/231.49/553.18/504.81	79.09	368.15	2.2045	7972.7	4218	4.4507	1	4.8166e-06	9.6331e-06	0.00054821	True
BRDN0007691639	Fgfbp1	119.34/71.92/205.4/310.59	581.22/62.674/2092.5/695.05	162.37	638.13	1.9679	11284	11460	4.4443	1	4.714e-06	9.4281e-06	0.0005415	True
BRDN0007695533	Ints13	296.11/407.83/557.39/842.19	1531.9/1462.7/3697.5/1337.5	482.61	1497.3	1.6314	58422	52167	4.4425	1	4.5234e-06	9.0468e-06	0.00052446	True
BRDN0007694201	Olfr1286	524.03/1029.7/432.02/567.6	1481.6/879.46/1805.4/2087.6	545.82	1643.5	1.5885	82688	61919	4.4114	0.99999	5.2086e-06	1.0417e-05	0.00058743	True
BRDN0007695372	Eed	128.32/62.613/169.72/444.54	193.08/1052.3/982.9/86.777	149.02	587.99	1.9731	31885	10171	4.3527	0.99999	7.2286e-06	1.4457e-05	0.0008007	True
BRDN0007696887	BRDN0007696887_NegCtrl	312.27/284.29/303.77/249.48	1966.3/521.61/49.706/1471	294.03	996.32	1.7572	835.74	26173	4.341	0.99999	7.3469e-06	1.4694e-05	0.0008066	True
BRDN0007696549	BRDN0007696549_NegCtrl	237.79/481.44/250.73/185.85	283.71/992.68/2100.5/727.59	244.26	860.13	1.8119	19917	20221	4.331	0.99999	7.7529e-06	1.5506e-05	0.00083637	True
BRDN0007692218	Ncor1	1281.4/1039/883.34/1574.7	2922.8/4038.4/870.66/3039.7	1160.2	2981.3	1.3608	92613	1.77e+05	4.3285	0.99999	7.5297e-06	1.5059e-05	0.00081942	True
BRDN0007693594	Zc3hc1	131.91/157.38/64.611/822.94	341.83/630.78/2190.3/513.15	144.64	571.97	1.976	1.556e+05	9757.8	4.326	0.99999	8.1781e-06	1.6356e-05	0.00085981	True
BRDN0007695881	Rbm48	514.16/390.91/461.92/160.74	2124.9/539.81/3194/374.64	426.41	1332.3	1.6414	26935	43909	4.3234	0.99999	7.8469e-06	1.5694e-05	0.00083921	True
BRDN0007694078	Klf15	1931.9/1028.9/271.94/652.15	760.51/1827.7/2751.5/3279.2	840.52	2289.6	1.4446	5.2847e+05	1.1297e+05	4.3112	0.99999	8.1676e-06	1.6335e-05	0.00085981	True
BRDN0007692718	Qtrt1	375.08/739.5/152.37/244.45	1417.6/642.91/232.5/2111.8	309.77	1030.2	1.7305	72661	28143	4.2948	0.99999	9.0364e-06	1.8073e-05	0.00094206	True
BRDN0007693281	Taar8b	157.03/448.44/87.755/293.01	681.7/1645.7/546.77/921.17	225.02	801.43	1.8279	26001	18040	4.2916	0.99999	9.3072e-06	1.8614e-05	0.0009617	True
BRDN0007692249	Ndufs7	236.89/194.61/376.09/137.3	85.705/2682.9/1114.4/436.39	215.75	775.38	1.8407	10920	17015	4.2904	0.99999	9.3798e-06	1.876e-05	0.0009617	True
BRDN0007691875	Irf3	332.01/394.29/545.82/195.9	188.16/916.86/2005.9/1406	363.15	1161.4	1.6745	21093	35113	4.26	0.99999	1.0497e-05	2.0994e-05	0.0010674	True
BRDN0007696860	BRDN0007696860_NegCtrl	146.26/505.98/69.433/46.044	302.43/594.39/28.862/760.97	107.85	448.41	2.0457	55093	6489.1	4.2277	0.99999	1.2975e-05	2.5951e-05	0.0013087	True
BRDN0007695065	Naa50	12.562/69.381/139.83/29.301	278.79/213.29/11.224/326.25	49.341	246.04	2.2949	3448	2191.5	4.2018	0.99998	1.5502e-05	3.1004e-05	0.0015263	True
BRDN0007695053	Impdh2	110.37/288.53/25.073/45.207	340.85/657.07/3.2068/353.78	77.788	347.32	2.1443	16437	4122	4.1981	0.99998	1.5171e-05	3.0342e-05	0.0015057	True
BRDN0007692186	Mthfd2	205.49/211.53/72.326/99.623	723.07/207.23/893.1/442.23	152.55	582.65	1.9264	5172.7	10508	4.1958	0.99999	1.4594e-05	2.9188e-05	0.0014601	True
BRDN0007695239	Ccnh	50.25/41.46/95.47/571.79	111.32/697.5/0/548.2	72.86	329.76	2.1629	83645	3763.9	4.1874	0.99998	1.5989e-05	3.1978e-05	0.0015497	True
BRDN0007693308	Tardbp	97.807/82.919/44.36/314.78	533.93/569.12/242.12/38.382	90.363	388.02	2.0902	17529	5075.5	4.1781	0.99998	1.637e-05	3.2739e-05	0.001568	True
BRDN0007696494	BRDN0007696494_NegCtrl	480.06/362.98/703.97/329.84	700.42/579.23/2629.6/1874	421.52	1287.2	1.6083	31678	43209	4.1647	0.99998	1.5928e-05	3.1856e-05	0.0015497	True
BRDN0007691427	Defa22	292.52/172.61/7.7147/142.32	1043.2/1063.4/126.67/144.35	157.46	593.79	1.9082	13708	10981	4.1639	0.99998	1.6756e-05	3.3512e-05	0.0015748	True
BRDN0007693338	Thrap3	359.82/258.07/405.02/1357.9	217.71/203.19/2161.4/2276.2	382.42	1189.6	1.6346	3.2267e+05	37733	4.1551	0.99998	1.6664e-05	3.3328e-05	0.0015748	True
BRDN0007692987	Sgcb	859.63/870.65/481.21/2426.1	1521/1731.6/6599.7/2847.8	865.14	2289.7	1.4031	8.6137e+05	1.1761e+05	4.154	0.99998	1.6431e-05	3.2862e-05	0.001568	True
BRDN0007694177	Nsmce4a	41.277/24.537/10.608/41.858	204.9/790.5/153.93/85.942	32.907	179.42	2.4117	239.16	1249.8	4.1442	0.99998	2.0695e-05	4.139e-05	0.0019018	True
BRDN0007693334	Thrap3	232.4/387.52/315.34/904.98	736.87/1070.5/1516.8/1145.6	351.43	1108.1	1.6539	1.0773e+05	33546	4.1311	0.99998	1.856e-05	3.712e-05	0.0017312	True
