sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	ahEGFRv3_1to2rep1	ahEGFRv3_1to2rep2	ahEGFRv3_1to2rep3
BRDN0007693646	Zfp973	723.4039214631297	706.3865303554154	657.6846146642501	764.9428778810016	770.5976916568776	719.1383707377221
BRDN0007693645	Zfp968	1179.5467138599522	1103.8450338507498	1174.0224155915164	1079.9193570084728	1132.5188547047144	1034.491391780482
BRDN0007693644	Zfp968	566.002535354367	552.2320640464773	573.2984572093343	414.9690121838113	451.96853375830347	440.4931087581407
BRDN0007693643	Zfp968	1008.0113257332597	851.8736772734895	934.0492803290995	958.261775123259	1028.618042346484	969.4185461684839
BRDN0007693642	Zfp968	664.2980948426964	594.9495667585926	581.7370729548259	549.9589318098704	528.162462821006	545.6107824390607
BRDN0007693641	Zfp968	782.5097480835631	676.0509124873914	685.1101158370979	599.9551983380404	578.3811887941508	585.6556105079825
BRDN0007693640	Zfp968	945.0507712897547	807.917986076965	917.6994623222096	708.2804424824088	654.5751178568534	767.5258713210028
BRDN0007693639	Zfp967	816.5598438540301	838.8726981871936	843.8615745491581	818.272228844383	775.7927322747892	750.8405262922853
BRDN0007693638	Zfp967	374.5510534751373	288.49791686733005	372.88133325390925	186.6527283718348	176.63138100899218	160.17931227568752
BRDN0007693637	Zfp967	744.6049244900242	669.8599700653457	747.8723204441915	679.9492247831125	654.5751178568534	614.0206970568022
BRDN0007693636	Zfp967	512.6788004685413	538.6119907179767	532.1602054500629	273.31292368732954	254.5569902776652	308.67888303127285
BRDN0007693635	Zfp967	858.9618499078192	828.9671903119204	810.1071115671919	818.272228844383	827.7431384539044	854.2896654703335
BRDN0007693634	Zfp967	731.1133771092732	694.0046455113239	639.7525562050805	379.97162561409226	413.8715692269522	407.1224187007058
BRDN0007693633	Zfp966	1006.7264164589025	1060.5084368964299	1155.5629436482534	1258.2393742922793	1113.4703724390388	1159.6314794958628
BRDN0007693632	Zfp966	1074.184153362658	1098.2731856709088	1030.0385344340662	1159.9133834535448	1096.1535703793338	1092.890099380993
BRDN0007693631	Zfp966	592.3431754786906	611.0460170559114	595.977237025343	378.3050833964866	439.8467723165099	403.7853496949623
BRDN0007693630	Zfp966	880.8053075718924	850.6354887890803	797.9766014330477	1046.5885126563594	872.7668238091378	1109.5754444097106
BRDN0007693629	Zfp966	770.3031099771691	672.9554412763686	662.4313360210891	456.632567623953	424.2616504627753	337.0439695800925
BRDN0007693628	Zfp966	576.2818095492249	639.5243521973217	677.7263270597927	414.9690121838113	401.7498077851586	375.42026314614264
BRDN0007693627	Zfp965	1051.6982410614062	1101.3686568819317	1037.9497366954645	1059.9208503972047	1132.5188547047144	1182.9909625360672
BRDN0007693626	Zfp965	772.8729285258837	809.7752688035787	801.141082337607	761.6097934457903	682.2820011523816	737.4922502693113
BRDN0007693625	Zfp965	927.0620414487532	947.2141905729934	970.4408107315319	1089.918610314107	1111.7386922330684	1142.9461344671454
BRDN0007693624	Zfp965	688.0689164183054	704.5292476288016	642.9170371096399	949.9290640352307	959.3508341076633	914.3569075737163
BRDN0007693623	Zfp965	1185.3288055945598	1099.511374155318	1061.6833434796597	1479.889489233833	1468.4648146629936	1496.6754490759554
BRDN0007693622	Zfp965	761.3087450566685	651.9062370414131	699.3502799076149	531.626967416208	472.74869622994964	550.6163859476759
BRDN0007696444	Zfp948	778.6550202604913	872.9228815084449	758.4205901260559	484.96378532324934	604.3563918837085	610.6836280510587
BRDN0007693621	Zfp936	814.6324799424942	832.6817557651478	839.6422666764124	816.6056866267772	832.938179071816	809.2392338927964
BRDN0007693620	Zfp936	736.2530142067021	670.4790643075503	699.877693391708	831.6045665852283	718.6472854777622	814.2448374014116
BRDN0007693619	Zfp936	1385.7746523942901	1280.905987121257	1325.9174990103647	1184.9115167176299	1135.9822151166554	1131.2663929470432
BRDN0007693618	Zfp936	1121.0833418766974	1089.6058662800447	1182.9884448211012	1429.893222705663	1376.6857637465566	1411.5801894294964
BRDN0007693617	Zfp936	797.2862047386714	773.8678027557136	755.7835227055898	806.6064333211433	732.5007271255263	790.8853543612072
BRDN0007693616	Zfp936	767.7332914284547	795.5361012328735	775.8252351011323	728.2789490936768	625.1365543553546	695.7788876975177
BRDN0007693615	Zfp866	681.6443700465192	668.002687338732	657.6846146642501	593.2890294676178	554.1376659105637	573.9758689878803
BRDN0007693614	Zfp866	987.4527773435439	1043.1737981147019	916.6446353540231	1351.5657384781966	1271.0532711823553	1426.596999955342
BRDN0007693613	Zfp866	678.4320968606261	653.1444255258223	729.9402619850218	936.5967262943853	774.0610520688186	892.6659590363836
BRDN0007693612	Zfp866	1390.2718348545404	1336.6244689196685	1428.2357149244501	1913.1904658113067	1994.895597278029	1835.3879531589196
BRDN0007693611	Zfp866	487.62306961857496	512.6100325453847	484.69299188167275	454.96602540634734	410.4082088150112	442.16164326101244
BRDN0007693610	Zfp866	740.1077420297739	740.4367136766667	702.5147608121741	1061.5873926148104	1187.9326212957708	1052.8452713120712
BRDN0007696303	Zfp787	537.7345313185076	549.755687077659	569.0791493365886	426.634807707051	424.2616504627753	463.85259179834514
BRDN0007696302	Zfp787	1186.613714868917	1159.5635156491612	1159.254838036906	1199.9103966760808	1343.7838398331169	1236.3840666279632
BRDN0007696301	Zfp787	853.8222128103902	871.0655987818312	894.4932690221077	744.9443712697336	666.6968792986469	597.3353520280848
BRDN0007696300	Zfp787	766.4483821540974	681.6227606672326	729.4128485009286	619.9537049493084	540.2842242627995	687.436215183159
BRDN0007696299	Zfp787	1115.9437047792685	1180.6127198841166	1153.4532897118806	1073.25318813805	992.2527580211031	1122.9237204326844
BRDN0007696298	Zfp787	732.3982863836304	730.5312058013936	732.0499159213947	638.2856693429708	609.5514325016201	562.2961274677781
BRDN0007694809	Zfp780b	774.8002924374196	760.8668236694176	702.5147608121741	903.265881942272	929.9122706061646	951.0646666368947
BRDN0007694808	Zfp780b	691.2811896041985	612.9032997825252	620.2382572936312	684.9488514359296	658.0384782687944	695.7788876975177
BRDN0007694807	Zfp780b	747.1747430387387	757.7713524583947	780.5719564579713	889.9335442014267	787.9144937165827	794.2224233669507
BRDN0007694806	Zfp780b	1248.9318146752435	1269.7622907615748	1346.4866248900005	1628.2117466007376	1560.2438655794308	1583.4392432252862
BRDN0007694805	Zfp780b	830.6938458719598	805.4416091081467	816.4360733763106	738.2782023993109	637.2583157971482	665.7452666458263
BRDN0007694804	Zfp780b	1121.0833418766974	1076.6048871937487	1071.1767861933376	1063.253934832416	969.7409153434864	1151.2888069815042
BRDN0007696297	Zfp638	930.2743146346463	853.7309600001032	950.9265118200826	659.9507181718445	618.2098335314726	659.0711286343393
BRDN0007696296	Zfp638	723.4039214631297	737.3412424656439	671.3973652506739	466.63182092958704	386.16468593142406	385.4314701633731
BRDN0007696295	Zfp638	900.078946687251	1028.3155363017922	932.4670398768197	856.6026998493134	858.9133821613736	847.6155274588465
BRDN0007696294	Zfp638	567.9298992659029	572.662174039228	551.1470908774189	379.97162561409226	358.45780263589586	325.3642280599903
BRDN0007696293	Zfp638	722.1190121887724	653.7635197680269	710.9533765576658	676.6161403479011	571.4544679702688	520.5827648959845
BRDN0007696292	Zfp638	648.2367289132308	580.7103991878874	541.1262346796477	301.6441413866259	306.5073964567805	273.6396584709662
BRDN0007696438	Zfp62	1073.5416987254794	990.5507875273134	924.0284241313282	1339.899942954957	1246.8097482987682	1276.428894696885
BRDN0007693609	Zfp60	664.2980948426964	667.3835930965274	592.8127561207837	368.3058300908526	387.8963661373946	353.72931460880994
BRDN0007693608	Zfp60	777.370110986134	897.0675569544233	876.5612105629381	654.9510915190275	774.0610520688186	740.8293192750548
BRDN0007693607	Zfp60	1470.5786645018684	1361.3882386078515	1468.3191397155351	1943.1882257282089	2102.259770048201	2017.2582139719398
BRDN0007693606	Zfp60	1320.8867340392492	1282.7632698478708	1343.3221439854412	1581.5485645077788	1619.1209925824282	1611.8043297741058
BRDN0007693605	Zfp60	743.9624698528456	737.9603367078485	693.0213180984962	773.2755889690299	727.3056865076148	750.8405262922853
BRDN0007693604	Zfp60	642.4546371786232	680.3845721828234	679.8359809961655	776.6086734042412	786.1828135106122	779.205612841105
BRDN0007694803	Zfp592	713.1246472682717	749.7231273097353	722.0290597236235	194.98543945986313	195.67986327466778	180.20172631014847
BRDN0007694802	Zfp592	684.8566432324124	765.2004833648496	739.4337046986999	168.32076397817247	183.5581018328742	203.5612093503529
BRDN0007694801	Zfp592	882.7326714834282	960.2151696592895	903.9867117357857	364.9727456556413	398.28644737321764	428.8133672380385
BRDN0007694800	Zfp592	666.2254587542322	593.7113782741835	649.2459989187586	341.6411546091619	339.40932037022026	388.7685391691166
BRDN0007694799	Zfp592	724.0463761003083	689.670985815892	728.3580215327421	226.64974159437082	242.4352288358716	280.3137964824532
BRDN0007694798	Zfp592	480.5560686096101	511.9909383031801	513.7007335068	281.64563477535785	232.04514760004852	205.22974385322465
BRDN0007696291	Zfp36l2	882.0902168462496	724.3402633793479	800.0862553694205	1058.254308179599	992.2527580211031	916.0254420765881
BRDN0007696290	Zfp36l2	1151.9211644612712	1129.2278977811372	1156.0903571323468	2013.1829988676468	1901.3848661556215	2107.359077127014
BRDN0007696289	Zfp36l2	1180.1891684971308	1256.7613116752789	1129.1922694435923	2558.1423040247	2258.1109885855467	2514.4814958277198
BRDN0007696288	Zfp36l2	908.4308569705731	1014.0763687310871	960.4199545337607	1531.5522979796087	1387.0758449823797	1434.9396724697008
BRDN0007696287	Zfp36l2	1123.0107057882333	1191.7564162437989	1181.4062043688214	2003.1837455620127	1929.0917494511498	1888.7810572508154
BRDN0007696286	Zfp36l2	807.5654789335293	769.5341430602816	756.8383496737763	1144.9145034950939	1030.3497225524543	981.0982876885861
BRDN0007694797	Zfp316	1345.3000102520368	1337.243563161873	1282.1421798306271	1679.8745553465133	1631.2427540242218	1615.1413987798492
BRDN0007694796	Zfp316	1067.117152353693	967.6443005657443	1029.511120949973	1658.2095065176395	1594.877469698841	1573.4280362080556
BRDN0007694795	Zfp316	948.9054991128264	1071.6521332561122	1068.5397187728715	1071.5866459204444	1130.787174498744	1087.8844958723778
BRDN0007694794	Zfp316	1473.1484830505829	1596.6440506455883	1508.4025645066201	2233.166571591595	2325.6465166183966	2145.7353706930644
BRDN0007694793	Zfp316	890.4421271295718	971.3588660189718	883.4175858561499	733.2785757464939	855.4500217494326	704.1215602118764
BRDN0007694792	Zfp316	681.6443700465192	615.9987709935481	601.7787853503685	713.2800691352259	703.0621636240277	724.1439742463374
BRDN0007693603	Zfp182	837.118392243746	875.3992584772632	864.9581139128871	986.5929928225554	1054.5932454360413	1002.7892362259188
BRDN0007693602	Zfp182	476.05888614935975	491.56082831042926	541.6536481637409	461.63219427677	412.13988902098174	420.47069472367974
BRDN0007693601	Zfp182	790.8616583668851	725.5784518637571	784.2638508466239	643.2852959957878	566.2594273523572	572.3073344850086
BRDN0007693600	Zfp182	1077.396426548551	950.3096617840163	1008.9419950703373	761.6097934457903	723.8423260956738	685.7676806802872
BRDN0007693599	Zfp182	915.497857979538	949.6905675418117	927.7203185199808	1159.9133834535448	1191.3959817077118	1299.7883777370894
BRDN0007693598	Zfp182	1099.2398842126242	1088.9867720378402	1088.0540176843208	949.9290640352307	891.8153060748134	949.396132134023
BRDN0007696446	Zfp169	885.3024900321427	924.3077036114244	965.1666758905997	693.2815625239579	730.7690469195559	752.509060795157
BRDN0007694791	Zdhhc8	1020.2179638396536	1041.9356096302927	1083.834709811575	1809.8648483197553	1847.7027797705357	1870.4271777192262
BRDN0007694790	Zdhhc8	952.1177722987195	845.6827348514438	916.1172218699298	604.9548249908574	566.2594273523572	630.7060420855197
BRDN0007694789	Zdhhc8	637.3150000811942	684.7182318782554	664.5409899574621	486.63032754085503	524.699102409065	605.6780245424435
BRDN0007694788	Zdhhc8	1250.2167239496007	1380.5801601161932	1365.4735103173566	1523.2195868915805	1338.5887992152054	1388.220706389292
BRDN0007694787	Zdhhc8	824.2692995001735	945.9760020885843	872.3419026901922	884.9339175486097	763.6709708329955	844.278458453103
BRDN0007694786	Zdhhc8	1243.149722940636	1004.7899550980185	1077.5057480024564	1426.5601382704517	1302.2235148898246	1329.8219987887808
BRDN0007694785	Zdhhc15	758.7389265079539	743.5321848876896	785.8460912989035	641.6187537781822	611.2831127075905	575.6444034907521
BRDN0007694784	Zdhhc15	673.292459763197	702.6719649021879	668.2328843461146	419.9686388366283	384.43300572545354	487.21207483854954
BRDN0007694783	Zdhhc15	1363.931194730217	1427.012228281536	1353.8704136673057	1721.538110786655	1658.9496373197499	1850.4047636847654
BRDN0007694782	Zdhhc15	635.3876361696583	703.9101533865971	671.9247787347672	646.6183804309992	675.3552803284995	747.5034572865418
BRDN0007694781	Zdhhc15	636.0300908068369	690.9091743003011	721.5016462395303	879.9342908957926	877.9618644270492	909.3513040651011
BRDN0007694780	Zdhhc15	528.0977117608282	529.3255770849081	603.3610258026481	329.97535908592226	375.774604695601	373.7517286432709
BRDN0007693597	Zc3hc1	1022.1453277511895	964.5488293547214	982.0439073815828	1043.2554282211481	959.3508341076633	961.0758736541252
BRDN0007693596	Zc3hc1	973.3187753256141	1044.411986599111	972.5504646679047	1496.5549114098899	1302.2235148898246	1424.9284654524704
BRDN0007693595	Zc3hc1	652.0914567363025	570.1857970704098	554.3115717819783	424.9682654894453	529.8941430269765	550.6163859476759
BRDN0007693594	Zc3hc1	804.3532057476363	788.1069703264187	793.2298800762087	693.2815625239579	697.8671230061161	700.7844912061329
BRDN0007693593	Zc3hc1	926.4195868115746	955.8815099638574	933.5218668450062	1313.2352674732663	1272.784951388326	1409.9116549266246
BRDN0007693592	Zc3hc1	853.8222128103902	845.0636406092392	784.2638508466239	866.6019531549473	820.8164176300224	884.3232865220249
BRDN0007696285	Zc3hav1	1106.9493398587676	1084.0340181002036	1132.884163832245	986.5929928225554	1026.8863621405133	1081.2103578608908
BRDN0007696284	Zc3hav1	898.1515827757152	812.251645772397	914.007567933557	906.5989663774833	1004.3745194628966	974.4241496770991
BRDN0007696283	Zc3hav1	1289.4064568174967	1291.430589238735	1374.4395395469414	1589.8812755958072	1480.5865761047874	1608.4672607683622
BRDN0007696282	Zc3hav1	667.5103680285895	663.6690276433	668.2328843461146	501.62920749930606	460.62693478815606	408.79095320357754
BRDN0007696281	Zc3hav1	982.3131402461148	926.7840805802426	994.174417515727	1366.5646184366476	1371.490723128645	1411.5801894294964
BRDN0007696280	Zc3hav1	874.3807612001061	901.4012166498552	886.0546532766161	946.5959796000194	912.5954685464595	941.0534596196642
BRDN0007696279	Zc3h14	479.2711593352529	599.2832264540247	525.8312436409442	254.98095929366718	263.21539130751773	286.98793449394014
BRDN0007696278	Zc3h14	1171.19480357663	1198.5664529080493	1093.8555660093464	926.5974729887514	829.4748186598749	1016.1375122488928
BRDN0007696277	Zc3h14	762.5936543310257	723.1020748949388	776.3526485852256	558.2916428978988	616.478153325502	592.3297485194695
BRDN0007696276	Zc3h14	382.2605091212808	451.93879680933674	426.15009514732486	293.31143029859754	287.4589141911049	357.06638361455344
BRDN0007696275	Zc3h14	970.106502139721	887.16204907915	1025.8192265613204	859.9357842845246	891.8153060748134	914.3569075737163
BRDN0007696274	Zc3h14	1388.3444709430046	1426.3931340393312	1533.718411743095	1571.5493112021447	1458.0747334271707	1588.4448467339014
BRDN0007694779	Zbtb8os	867.9562148283198	694.6237397535285	767.3866193556407	283.31217699296354	289.1905943970754	283.65086548819664
BRDN0007694778	Zbtb8os	501.7570716365047	536.7547079913629	483.63816491348626	269.9798392521182	273.6054725433408	285.3193999910684
BRDN0007694777	Zbtb8os	407.3162399712471	403.6494459173802	345.98324556515485	118.32449745000243	140.26609668361144	131.81422572686787
BRDN0007694776	Zbtb8os	442.65124501607136	448.2242313561093	470.9802412952489	263.31367038169554	251.09362986572415	218.5780198761986
BRDN0007694775	Zbtb8os	517.1759829287917	536.7547079913629	459.377144645198	414.9690121838113	396.5547671672471	407.1224187007058
BRDN0007694774	Zbtb8os	544.1590776902938	570.1857970704098	517.9200413795459	116.65795523239676	145.46113730152297	135.15129473261135
BRDN0007696273	Zbtb7a	663.013185568339	586.9013416099332	595.4498235412498	499.96266528170037	419.06660984486376	428.8133672380385
BRDN0007696272	Zbtb7a	1182.1165324086667	1144.0861595940469	1109.1505570480497	1083.2524414436841	1047.6665246121595	1026.1487192661232
BRDN0007696271	Zbtb7a	426.5898790866058	437.6996292386316	443.02732663830807	213.3174038535255	230.31346739407803	223.58362338481385
BRDN0007696270	Zbtb7a	1017.648145290939	943.499625119766	1041.114217600024	1158.2468412359392	1213.9078243853285	1079.541823358019
BRDN0007696269	Zbtb7a	819.1296624027445	850.6354887890803	842.2793340968785	766.6094200986072	725.5740063016443	754.1775952980288
BRDN0007696268	Zbtb7a	1004.7990525473666	968.8824890501534	984.1535613179557	1134.9152501894598	1000.9111590509556	1117.9181169240692
BRDN0007694773	Zbtb34	1193.0382612407032	1133.5615574765693	1005.2501006816847	1361.5649917838307	1381.880804364468	1464.9732935213922
BRDN0007694772	Zbtb34	1162.842893293308	1184.3272853373442	1134.9938177686176	1368.2311606542532	1477.1232156928463	1434.9396724697008
BRDN0007694771	Zbtb34	1032.4246019460475	905.7348763452871	871.2870757220059	834.9376510204396	846.7916207195801	815.9133719042834
BRDN0007694770	Zbtb34	831.3363005091384	903.2584993764689	873.3967296583787	733.2785757464939	690.940402182234	654.0655251257241
BRDN0007694769	Zbtb34	810.7777521194224	859.3028081799443	821.7102082172428	1168.2460945415733	1224.2979056211516	1309.79958475432
BRDN0007694768	Zbtb34	781.2248388092057	756.5331639739857	730.9950889532083	761.6097934457903	723.8423260956738	749.1719917894136
BRDN0007696267	Ypel5	691.9236442413771	635.1906925018898	594.3949965730633	534.9600518514194	540.2842242627995	565.6331964735216
BRDN0007696266	Ypel5	938.6262249179684	1063.6039081074528	864.9581139128871	1068.2535614852331	1052.861565230071	962.7444081569969
BRDN0007696265	Ypel5	908.4308569705731	889.0193318057637	828.5665835104547	738.2782023993109	723.8423260956738	769.1944058238745
BRDN0007696264	Ypel5	716.9793750913434	755.9140697317811	653.9927202755975	841.6038198908623	884.8885852509313	877.6491485105379
BRDN0007696263	Ypel5	1203.3175354355612	1202.9001126034811	1247.8603033645677	1274.904796468336	1283.175032624149	1233.0469976222196
BRDN0007696262	Ypel5	521.0307107518634	535.5165195069538	564.8598414638427	384.9712522669093	419.06660984486376	428.8133672380385
BRDN0007696261	Xrn1	728.5435585605587	650.0489543147994	686.6923562893775	468.2983631471927	457.163574376215	495.5547473529083
BRDN0007696260	Xrn1	919.9950404397883	931.7368345178792	905.5689521880654	1048.255054873965	980.1309965793095	962.7444081569969
BRDN0007696259	Xrn1	919.3525858026097	849.3973003046713	948.2894443996165	723.2793224408599	637.2583157971482	717.4698362348504
BRDN0007696258	Xrn1	763.878563605383	841.9681693982164	881.307931919777	591.6224872500121	496.9922191135368	597.3353520280848
BRDN0007696257	Xrn1	1370.998195739182	1301.336097114008	1290.0533820920255	1656.5429643000339	1790.557332973509	1813.697004621587
BRDN0007696256	Xrn1	715.0520111798076	708.2438130820291	771.0785137442933	631.6195004725481	503.9189399374188	548.9478514448041
BRDN0007696431	Xrcc5	1011.8660535563315	1004.7899550980185	1000.5033793248457	644.9518382133934	760.2076104210545	710.7956982233634
BRDN0007696255	Xrcc5	600.0526311248341	533.65923678034	695.6583855189623	601.621740555646	543.7475846747406	565.6331964735216
BRDN0007696254	Xrcc5	1129.4352521600194	1105.7023165773635	1190.3722335984062	716.6131535704372	857.1817019554031	742.4978537779266
BRDN0007696253	Xrcc5	601.9799950363699	643.8580118927537	579.1000055343598	461.63219427677	547.2109450866816	540.6051789304454
BRDN0007696252	Xrcc5	844.8278478898894	823.3953421320792	911.8979139971841	608.2879094260688	664.9651990926764	699.1159567032612
BRDN0007696251	Xrcc5	986.8103227063652	978.168902683222	1065.9026513524054	909.9320508126947	871.0351436031673	941.0534596196642
BRDN0007696250	Xrcc5	904.5761291475014	994.2653529805408	1060.6285165114732	748.2774557049449	675.3552803284995	774.2000093324897
BRDN0007696249	Xrcc3	449.7182460250362	367.7419798695151	434.06129740872325	141.65608849648177	114.29089359405376	135.15129473261135
BRDN0007696248	Xrcc3	663.013185568339	720.006603683916	687.747183257564	419.9686388366283	438.11509211053936	423.80776372942324
BRDN0007696247	Xrcc3	982.9555948832934	978.7879969254266	1009.9968220385236	441.633687665502	455.4318941702445	427.14483273516674
BRDN0007696246	Xrcc3	366.8415978289938	351.02643532999167	410.8551041086214	121.65758188521376	133.3393758597294	123.47155321250914
BRDN0007696245	Xrcc3	715.6944658169862	715.6729439884839	637.1154887846144	444.96677210071334	431.18837128665734	402.11681519209054
