sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007691594	Etv5	296.64/249.19/390.86/229.41	688.84/988.71/517.08/1526.1	272.91	838.77	1.6163	5643.2	5098.7	7.9246	1	1.1441e-15	2.2882e-15	5.914e-13	True
BRDN0007691604	Ewsr1	435.73/309.03/323.17/271.29	932.32/930.63/527.67/1185.4	316.1	931.47	1.5561	5473.6	6272.2	7.7701	1	3.9209e-15	7.8418e-15	1.9457e-12	True
BRDN0007696788	BRDN0007696788_NegCtrl	347.36/286.9/479.51/450.63	1594.2/2032.9/625.89/501.36	398.99	1110.1	1.4739	8126.8	8714.2	7.6173	1	1.2953e-14	2.5907e-14	6.1807e-12	True
BRDN0007696167	Tsc2	746.2/467.24/546.4/714.63	2234.1/2608.6/675.96/982.13	630.52	1608.1	1.3494	18065	16648	7.5768	1	1.7705e-14	3.5409e-14	8.135e-12	True
BRDN0007692150	Mgat2	62.248/76.233/30.624/23.669	84.422/209.1/383.24/195.05	46.436	202.08	2.098	635.4	428.01	7.5231	1	2.7085e-14	5.417e-14	1.1942e-11	True
BRDN0007691526	Edem3	556.39/453.3/382/401.47	1120.7/353.66/1241.2/1207.4	427.38	1164.1	1.4434	6681.7	9603.2	7.5175	1	2.7915e-14	5.583e-14	1.1942e-11	True
BRDN0007693878	Eif2b2	11.527/5.738/114.44/10.924	25.694/198.77/41.405/96.152	11.226	68.779	2.5129	3561	61.128	7.3611	1	9.8626e-14	1.9725e-13	4.0785e-11	True
BRDN0007693738	Arl15	1430.9/1153.3/1544.1/1561.3	3512.7/438.85/2920.5/7181.2	1487.5	3216.6	1.1121	41174	56272	7.2891	1	1.5605e-13	3.1209e-13	6.2449e-11	True
BRDN0007695033	Gemin6	45.341/140.99/48.354/71.918	446.58/347.21/119.4/15.11	60.136	233.31	1.9383	2344.6	612.77	6.9955	1	1.3314e-12	2.6627e-12	5.1616e-10	True
BRDN0007692272	Nktr	216.71/432.81/276.42/400.56	1211.3/626.01/1968.2/605.76	338.49	918.64	1.4377	10477	6908.3	6.9801	1	1.4754e-12	2.9508e-12	5.5466e-10	True
BRDN0007694510	Snx27	248.22/205.75/371.52/243.98	435.57/913.85/502.64/1847.5	246.1	708.24	1.5212	5789.2	4407.3	6.9613	1	1.6856e-12	3.3712e-12	6.1504e-10	True
BRDN0007695941	Ruvbl1	97.598/59.019/41.101/40.056	100.33/308.49/107.85/293.95	50.06	200.9	1.9834	840.17	475.01	6.9209	1	2.2686e-12	4.5372e-12	8.0413e-10	True
BRDN0007696024	Snrpb2	443.42/318.05/701.13/426.05	1141.5/1079.1/1513.7/556.31	434.73	1110.3	1.3507	28245	9837.4	6.8113	1	4.8372e-12	9.6743e-12	1.6669e-09	True
BRDN0007691408	Ddx3x	104.51/90.988/78.978/66.456	165.17/862.22/137.7/429.94	84.983	297.56	1.7959	265.62	992.02	6.7491	1	7.4632e-12	1.4926e-11	2.5024e-09	True
BRDN0007694991	Vmn1r249	48.415/22.952/12.088/11.835	160.28/203.94/14.444/5.4944	17.52	87.362	2.2543	348.6	111.95	6.601	1	2.1468e-11	4.2935e-11	7.0086e-09	True
BRDN0007695938	Ruvbl1	76.081/263.13/113.63/158.4	592.18/1061/238.8/255.49	136.02	423.84	1.6325	6917.2	1915.4	6.5764	1	2.4121e-11	4.8243e-11	7.6731e-09	True
BRDN0007693692	Actr8	236.7/223.78/277.23/233.96	375.62/915.14/1480/318.68	235.33	645.38	1.4516	630.92	4138.1	6.3744	1	9.1865e-11	1.8373e-10	2.8492e-08	True
BRDN0007695421	Flii	226.7/361.49/136.2/313.16	484.51/722.82/687.52/751.36	269.93	705.17	1.3821	10002	5020.4	6.1426	1	4.059e-10	8.118e-10	1.2282e-07	True
BRDN0007695527	Ints10	121.42/236.9/314.3/105.6	579.95/425.95/629.74/153.84	179.16	502.95	1.484	10114	2819.7	6.0976	1	5.3847e-10	1.0769e-09	1.5905e-07	True
BRDN0007691457	Dlx5	444.19/331.98/930.81/424.23	938.44/1432.7/1117/913.45	434.21	1027.7	1.2411	85756	9820.6	5.9889	1	1.0561e-09	2.1122e-09	3.047e-07	True
BRDN0007691380	Cyp2c69	450.34/318.05/310.27/649.09	440.47/1312.7/538.26/1896.9	384.19	925.48	1.2662	28128	8261	5.9554	1	1.2975e-09	2.595e-09	3.6583e-07	True
BRDN0007691184	Cd8a	421.13/476.25/425.52/446.99	1194.1/1653.4/854.1/390.1	436.25	1024.1	1.2293	686.39	9886	5.9125	1	1.6843e-09	3.3687e-09	4.6435e-07	True
BRDN0007691166	Ccr10	401.15/366.41/250.63/320.45	739/489.19/938.83/1623.6	343.43	838.92	1.286	4333	7051	5.9008	1	1.8087e-09	3.6175e-09	4.8781e-07	True
BRDN0007695158	Agpat5	44.572/112.3/27.401/66.456	108.89/277.51/95.328/392.85	55.514	193.2	1.7809	1418.2	548.33	5.8799	1	2.0704e-09	4.1407e-09	5.4649e-07	True
BRDN0007691603	Ewsr1	265.13/200.83/264.34/344.12	833.21/210.39/893.58/515.1	264.73	674.16	1.3453	3461.9	4884.6	5.8582	1	2.3402e-09	4.6804e-09	6.0485e-07	True
BRDN0007693207	Srsf6	155.24/199.19/355.4/180.25	861.35/502.1/523.82/85.163	189.72	512.96	1.4302	9606.3	3056	5.8472	1	2.5008e-09	5.0016e-09	6.3316e-07	True
BRDN0007692471	Palm	296.64/461.5/718.86/304.97	615.43/2076.8/791.51/1019.2	383.23	905.36	1.2381	44132	8231.9	5.7547	1	4.3389e-09	8.6777e-09	1.0766e-06	True
BRDN0007693410	Trpm8	549.47/509.86/514.16/475.21	643.57/1085.5/1218.1/2137.3	512.01	1151.8	1.1681	922.34	12399	5.7458	1	4.5752e-09	9.1504e-09	1.1129e-06	True
BRDN0007692712	Ptpn7	248.22/335.26/410.2/298.6	816.08/939.66/608.56/728.01	316.93	772.05	1.2818	4697.6	6295.5	5.736	1	4.8479e-09	9.6958e-09	1.1566e-06	True
BRDN0007691838	Hsd3b3	447.26/213.12/297.38/193	718.2/571.8/448.71/2799.4	255.25	645	1.334	14764	4639.9	5.7218	1	5.2703e-09	1.0541e-08	1.2336e-06	True
BRDN0007692174	Msl3l2	408.84/472.97/369.91/358.68	965.35/982.26/625.89/858.5	389.37	911.93	1.2256	2896.3	8418.8	5.6952	1	6.1629e-09	1.2326e-08	1.4159e-06	True
BRDN0007693019	Sipa1	2338.5/1194.3/2092.9/2888.6	516.32/322.69/342.79/711.53	2215.7	429.56	-2.3641	5.0871e+05	99174	5.6718	7.0642e-09	1	1.4128e-08	1.5934e-06	False
BRDN0007691099	Car11	474.16/441.82/415.84/609.03	1152.6/1539.9/327.39/925.81	457.99	1039.2	1.1803	8370.6	10590	5.6478	1	8.1277e-09	1.6255e-08	1.8006e-06	True
BRDN0007696794	BRDN0007696794_NegCtrl	368.88/461.5/474.67/423.32	627.66/1390.1/374.57/1734.9	442.41	1008.9	1.1875	2392.3	10084	5.6413	1	8.4376e-09	1.6875e-08	1.8364e-06	True
BRDN0007696931	BRDN0007696931_NegCtrl	82.228/187.71/195.83/168.42	150.49/593.74/355.31/729.38	178.07	474.53	1.409	3228.9	2795.5	5.6071	1	1.029e-08	2.0579e-08	2.2009e-06	True
BRDN0007696561	BRDN0007696561_NegCtrl	242.84/163.12/203.09/230.32	934.76/209.1/239.76/870.86	216.7	555.31	1.3535	1308.4	3684.6	5.5783	1	1.2144e-08	2.4287e-08	2.5535e-06	True
BRDN0007694026	Guk1	265.9/131.97/291.74/278.57	171.29/833.82/504.56/1152.5	272.23	669.19	1.2944	6711.2	5080.8	5.569	1	1.2808e-08	2.5616e-08	2.6483e-06	True
BRDN0007691597	Etv5	438.81/381.17/535.92/334.1	833.21/1042.9/696.18/1177.2	409.99	938.07	1.1921	7760	9055.4	5.5494	1	1.4332e-08	2.8665e-08	2.9149e-06	True
BRDN0007692995	Shc4	199.04/104.1/102.35/126.54	70.964/405.29/321.61/333.79	115.32	327.7	1.4986	2476.2	1520	5.4474	1	2.5598e-08	5.1196e-08	5.1221e-06	True
BRDN0007693101	Sly	288.18/439.37/373.13/323.18	977.59/2061.3/637.44/399.72	348.15	807.52	1.2114	4387.9	7188.3	5.418	1	3.0131e-08	6.0261e-08	5.9333e-06	True
BRDN0007692469	Pak2	4337.4/3223.9/3022.1/3547.7	798.95/739.6/2131.9/1364	3385.8	1081.5	-1.6456	3.6338e+05	1.8138e+05	5.4106	3.1405e-08	1	6.2811e-08	6.0877e-06	False
BRDN0007692901	Rpp38	16.907/81.151/67.696/22.759	195.76/54.211/152.14/157.96	45.227	155.05	1.7552	1034.1	412.65	5.4064	1	3.2574e-08	6.5147e-08	6.2171e-06	True
BRDN0007693286	Tacc2	172.14/216.4/250.63/182.98	379.29/632.46/258.06/1461.5	199.69	505.88	1.3366	1304.2	3284.3	5.3427	1	4.5796e-08	9.1593e-08	8.6083e-06	True
BRDN0007696417	Osm	550.24/652.49/893.74/530.74	1298.1/798.97/1235.4/1541.2	601.36	1266.8	1.0736	31900	15569	5.333	1	4.8312e-08	9.6624e-08	8.9456e-06	True
BRDN0007692977	Setdb1	46.878/55.74/60.442/45.518	172.52/166.51/214.73/82.416	51.309	169.51	1.7047	52.076	491.53	5.3315	1	4.9211e-08	9.8422e-08	8.9781e-06	True
BRDN0007693320	Tbc1d8	123.73/79.512/70.113/151.12	445.36/392.39/114.59/190.93	101.62	291.66	1.5119	1473.5	1273.5	5.3254	1	5.0483e-08	1.0097e-07	9.0767e-06	True
BRDN0007696459	Vmn1r204	204.42/235.26/203.09/162.95	488.18/614.39/453.53/537.08	203.75	512.63	1.3268	885.98	3378.6	5.314	1	5.3646e-08	1.0729e-07	9.5077e-06	True
BRDN0007695826	Prkch	242.07/647.57/257.89/342.29	650.91/755.08/263.84/2270.6	300.09	703	1.2254	42557	5828.9	5.2773	1	6.5558e-08	1.3112e-07	1.1455e-05	True
BRDN0007693693	Actr8	369.64/374.61/165.21/245.8	665.59/819.62/499.75/759.6	307.72	712.6	1.2088	10817	6039	5.21	1	9.4408e-08	1.8882e-07	1.6267e-05	True
BRDN0007696231	Usp53	365.03/350.02/375.55/299.51	983.71/1386.3/326.43/627.74	357.52	805.72	1.17	1267.9	7463	5.1881	1	1.062e-07	2.124e-07	1.8048e-05	True
BRDN0007695411	Flad1	129.87/109.02/87.843/107.42	34.258/644.08/268.65/331.04	108.22	299.84	1.4618	295.14	1390.7	5.1385	1	1.3872e-07	2.7744e-07	2.3256e-05	True
BRDN0007693690	Actr8	218.25/514.78/255.47/165.69	274.07/877.71/317.76/817.29	236.86	567.53	1.2571	27666	4176	5.1169	1	1.5533e-07	3.1065e-07	2.5693e-05	True
BRDN0007695477	Gpatch11	501.06/300.01/260.31/346.85	780.6/1132/414.05/686.8	323.43	733.7	1.1792	12211	6478.5	5.0972	1	1.7234e-07	3.4467e-07	2.8132e-05	True
BRDN0007692151	Mgat2	128.34/109.84/186.16/108.33	402.54/886.74/241.69/207.41	119.09	322.11	1.4279	1595.2	1590	5.0916	1	1.778e-07	3.556e-07	2.8647e-05	True
BRDN0007696567	BRDN0007696567_NegCtrl	192.89/359.85/317.52/237.6	593.4/694.42/564.26/870.86	277.56	643.91	1.2111	5711.6	5221.5	5.0698	1	1.9908e-07	3.9816e-07	3.1664e-05	True
BRDN0007693687	Zscan4f	251.3/388.54/324.78/297.69	921.31/1858.7/361.09/494.5	311.23	707.9	1.183	3312.1	6136.5	5.0637	1	2.0558e-07	4.1117e-07	3.2285e-05	True
BRDN0007693881	Eif5a	160.61/90.168/95.902/111.97	178.63/344.63/311.02/260.98	103.94	286	1.4515	1177	1314.3	5.022	1	2.5615e-07	5.123e-07	3.9722e-05	True
BRDN0007691367	Cyb5r1	179.83/149.19/170.04/270.38	838.11/468.54/404.42/359.88	174.94	436.48	1.3142	3273.2	2726.7	5.0087	1	2.7409e-07	5.4818e-07	4.198e-05	True
BRDN0007696134	Tomm20	146.01/171.32/216.79/96.498	411.1/393.68/587.37/144.23	158.67	402.39	1.3371	2521	2377.4	4.9986	1	2.8898e-07	5.7796e-07	4.372e-05	True
BRDN0007695331	Dhdds	10.759/37.707/16.924/33.683	24.47/151.02/35.628/262.36	25.304	93.322	1.8423	168.61	185.19	4.9983	1	2.9865e-07	5.9729e-07	4.4107e-05	True
BRDN0007692146	Mgat2	357.35/365.59/394.09/241.24	869.92/788.64/487.23/803.56	361.47	796.1	1.1369	5183.9	7579.5	4.9923	1	2.9833e-07	5.9666e-07	4.4107e-05	True
BRDN0007696774	BRDN0007696774_NegCtrl	531.8/222.14/597.17/333.19	449.03/1192.6/653.81/1287.1	432.49	923.23	1.0922	30363	9765.8	4.9659	1	3.4199e-07	6.8399e-07	4.9915e-05	True
BRDN0007695992	Slc35b2	205.96/221.32/356.21/310.43	608.09/615.68/634.56/451.92	265.88	611.89	1.1994	5240.2	4914.4	4.9358	1	3.9923e-07	7.9846e-07	5.7592e-05	True
BRDN0007696760	BRDN0007696760_NegCtrl	389.62/366.41/314.3/472.48	675.38/342.05/966.76/1351.6	378.02	821.07	1.117	4417.2	8074.1	4.9307	1	4.0973e-07	8.1947e-07	5.8427e-05	True
BRDN0007691092	Capzb	1321/1108.2/1054.1/1239	209.22/163.92/161.77/228.02	1173.6	186.57	-2.6467	14853	40184	4.925	4.2172e-07	1	8.4344e-07	5.9453e-05	False
BRDN0007691592	Esp18	371.18/430.35/817.18/385.99	1071.8/1448.2/671.15/515.1	408.17	871.47	1.0924	56548	8998.7	4.884	1	5.1984e-07	1.0397e-06	7.2462e-05	True
BRDN0007695521	Ikzf3	58.405/15.575/30.624/27.311	74.634/139.4/58.737/129.12	28.967	101.88	1.7794	350.48	223.03	4.882	1	5.393e-07	1.0786e-06	7.2723e-05	True
BRDN0007693755	Bcs1l	467.24/212.31/270.78/450.63	256.94/1013.2/556.56/1420.3	360.7	784.9	1.1195	16515	7556.9	4.8797	1	5.313e-07	1.0626e-06	7.2723e-05	True
BRDN0007691576	Erich5	276.66/321.33/295.77/443.34	378.07/1041.6/640.33/736.25	308.55	688.29	1.155	6504.8	6061.9	4.8774	1	5.3743e-07	1.0749e-06	7.2723e-05	True
BRDN0007694633	Tmprss7	219.79/172.14/477.09/253.99	496.75/252.99/680.78/603.01	236.89	549.88	1.2114	20825	4176.8	4.843	1	6.3967e-07	1.2793e-06	8.533e-05	True
BRDN0007691797	Hdac7	387.32/361.49/267.56/305.88	906.62/796.39/666.33/336.53	333.69	731.36	1.1297	2931.9	6770.3	4.8331	1	6.7223e-07	1.3445e-06	8.872e-05	True
BRDN0007696207	Ube2h	204.42/263.95/135.39/263.09	748.79/1059.7/257.1/335.16	233.76	541.97	1.2097	4102.8	4099.2	4.8141	1	7.396e-07	1.4792e-06	9.6543e-05	True
BRDN0007692044	Maea	240.54/205.75/224.04/279.48	418.44/921.59/659.59/133.24	232.29	539.02	1.2109	1022.5	4063	4.812	1	7.4707e-07	1.4941e-06	9.6543e-05	True
BRDN0007694434	Selenbp2	278.96/345.1/239.35/374.16	664.37/908.68/419.83/714.27	312.03	689.32	1.141	3776.3	6158.7	4.8077	1	7.636e-07	1.5272e-06	9.7662e-05	True
BRDN0007692306	Nr1h5	126.8/129.51/240.96/239.42	389.08/689.26/500.71/197.8	184.47	444.89	1.2655	4185.8	2937.8	4.8048	1	7.7496e-07	1.5499e-06	9.8104e-05	True
BRDN0007696467	Ackr4	451.87/231.98/281.26/292.23	876.04/844.15/380.35/438.18	286.74	641.16	1.1582	10109	5466.6	4.7936	1	8.1918e-07	1.6384e-06	0.00010265	True
BRDN0007691844	Ifne	551.78/904.14/597.17/579.9	1496.4/1369.5/676.92/984.87	588.54	1177.2	0.99891	33703	15100	4.7902	1	8.3293e-07	1.6659e-06	0.00010333	True
BRDN0007695782	Pmm2	56.1/59.839/20.147/67.367	217.79/129.07/289.83/93.405	57.969	173.43	1.5646	508.6	582.3	4.7848	1	8.6301e-07	1.726e-06	0.00010529	True
BRDN0007691131	Ccdc134	424.21/514.78/606.04/436.97	1092.6/1295.9/870.47/173.07	475.88	981.53	1.0429	7546.2	11179	4.7825	1	8.657e-07	1.7314e-06	0.00010529	True
BRDN0007695675	Mrps18b	72.238/16.394/32.236/79.201	184.75/202.65/54.886/131.87	52.237	158.31	1.5813	937.29	503.91	4.7252	1	1.1609e-06	2.3218e-06	0.00013982	True
BRDN0007696793	BRDN0007696793_NegCtrl	149.09/144.27/244.99/488.86	598.3/209.1/571.97/357.14	197.04	464.55	1.2331	30848	3223.1	4.712	1	1.2269e-06	2.4538e-06	0.00014635	True
BRDN0007696189	Txndc9	547.17/563.14/819.6/479.76	716.98/1437.9/781.88/1892.8	555.15	1109.9	0.99815	25248	13902	4.7048	1	1.2707e-06	2.5415e-06	0.00015014	True
BRDN0007691335	Ctbs	238.23/254.11/317.52/313.16	608.09/1186.2/649/478.01	283.64	628.54	1.1452	1651.2	5383.3	4.7008	1	1.2955e-06	2.591e-06	0.00015122	True
BRDN0007692467	Pak2	1218.8/1461.5/793.81/1313.6	429.45/81.317/202.21/342.03	1266.2	272.12	-2.2141	88609	44761	4.699	1.3075e-06	1	2.6149e-06	0.00015122	False
BRDN0007691641	Fgfbp1	548.7/517.24/614.1/729.2	830.77/1476.6/805.95/4537	581.4	1153.7	0.98742	9366.4	14842	4.6976	1	1.3164e-06	2.6328e-06	0.00015122	True
BRDN0007695009	H1f1	189.05/259.03/45.936/192.09	538.35/362.7/120.36/608.51	190.57	450.52	1.2369	8536.6	3075.2	4.6877	1	1.3819e-06	2.7637e-06	0.00015728	True
BRDN0007692555	Plagl2	344.28/198.37/204.7/231.23	597.07/181.99/882.99/409.33	217.96	503.2	1.2033	5564.1	3714.8	4.68	1	1.435e-06	2.8699e-06	0.00016184	True
BRDN0007694419	Scyl3	288.95/595.11/174.88/250.35	435.57/798.97/591.22/608.51	269.65	599.87	1.1506	38550	5012.9	4.6639	1	1.5514e-06	3.1027e-06	0.00017339	True
BRDN0007693910	Farsb	232.08/212.31/222.43/249.44	404.98/672.48/625.89/162.09	227.26	515.44	1.1779	254.06	3939.6	4.5913	1	2.2027e-06	4.4053e-06	0.00024398	True
BRDN0007695528	Ints10	174.45/482.81/349.76/377.8	501.64/1122.9/1026.5/273.35	363.78	764.05	1.0685	16803	7648	4.577	1	2.3587e-06	4.7173e-06	0.00025802	True
BRDN0007692275	Nktr	281.27/197.55/232.91/375.98	745.12/1312.7/265.76/395.6	257.09	570.36	1.1465	6283.1	4686.9	4.5759	1	2.371e-06	4.742e-06	0.00025802	True
BRDN0007696460	P2rx6	185.97/194.27/386.83/176.61	644.79/265.89/618.19/232.14	190.12	442.04	1.2129	12970	3065.2	4.5502	1	2.6806e-06	5.3612e-06	0.00028918	True
BRDN0007694513	Snx27	258.21/281.16/244.19/245.8	544.46/1151.3/175.25/572.79	252	558.63	1.1453	329.42	4557	4.5422	1	2.7836e-06	5.5672e-06	0.00029643	True
BRDN0007691595	Etv5	211.33/331.16/337.67/210.29	502.86/685.38/433.31/861.25	271.25	594.12	1.1283	5102.4	5054.9	4.5413	1	2.7956e-06	5.5912e-06	0.00029643	True
BRDN0007695716	Nosip	775.41/341/2617.6/755.6	1375.2/529.2/1498.3/2806.3	765.5	1436.8	0.90746	1.2035e+06	21915	4.5344	1	2.8888e-06	5.7775e-06	0.00030274	True
BRDN0007693017	Sipa1	6171/2584.5/3568.5/3755.2	911.52/1770.9/2379.3/1469.8	3661.9	1620.3	-1.1758	2.4912e+06	2.0281e+05	4.5333	2.904e-06	1	5.8079e-06	0.00030274	False
BRDN0007694652	Ubl4a	241.31/295.92/413.43/264	198.21/798.97/418.86/832.4	279.96	608.92	1.1183	6605.6	5285.2	4.5249	1	3.0213e-06	6.0426e-06	0.00031235	True
BRDN0007693117	Smc4	92.219/86.889/74.949/105.6	177.41/296.87/317.76/137.36	89.554	237.14	1.395	161.68	1067.3	4.5176	1	3.1375e-06	6.2751e-06	0.00032169	True
BRDN0007693016	Sipa1	1496.3/2384.5/2531.3/1053.3	653.36/216.84/838.69/640.1	1940.4	646.73	-1.5836	5.1023e+05	82113	4.5146	3.1723e-06	1	6.3447e-06	0.00032259	False
BRDN0007695499	Hnrnpf	268.97/270.5/322.36/175.7	282.63/650.53/642.26/535.7	269.74	588.98	1.1238	3871.2	5015.2	4.5079	1	3.2734e-06	6.5468e-06	0.00032964	True
BRDN0007691241	Clp1	192.12/300.01/286.09/293.14	594.63/655.7/760.7/450.54	289.61	625.16	1.1074	3212.6	5544	4.5065	1	3.2948e-06	6.5896e-06	0.00032964	True
BRDN0007692464	Pak2	1932.8/1940.3/1285.4/1890.8	185.97/574.38/696.18/1354.4	1911.8	635.28	-1.5879	1.3134e+05	80396	4.502	3.3662e-06	1	6.7324e-06	0.00033409	False
BRDN0007692276	Nktr	349.66/230.34/264.34/309.52	753.68/940.95/480.49/210.16	286.93	617.09	1.1021	2719.7	5471.6	4.4634	1	4.0337e-06	8.0674e-06	0.00039716	True
BRDN0007695505	Hook3	79.155/82.791/158.76/81.932	518.77/238.79/80.884/200.55	82.362	219.67	1.4044	1949.2	949.58	4.4557	1	4.1959e-06	8.3917e-06	0.00040987	True
BRDN0007692295	Nlrp6	215.95/314.77/237.74/207.56	579.95/353.66/431.38/1059	226.84	505.66	1.153	2780.1	3929.5	4.4479	1	4.3365e-06	8.673e-06	0.0004203	True
BRDN0007696474	BRDN0007696474_NegCtrl	2017.3/2931.3/515.78/1374.6	332.8/757.67/278.28/1006.9	1696	545.23	-1.6354	1.0418e+06	67804	4.4192	4.9524e-06	1	9.9047e-06	0.00047627	False
BRDN0007696478	BRDN0007696478_NegCtrl	288.95/346.74/291.74/254.9	181.08/496.94/742.4/888.72	290.34	619.67	1.0911	1480.1	5563.7	4.4151	0.99999	5.0478e-06	1.0096e-05	0.00048171	True
BRDN0007696535	BRDN0007696535_NegCtrl	216.71/331.16/315.91/206.65	746.34/925.46/402.5/276.09	266.31	574.42	1.1061	4228.4	4925.7	4.39	0.99999	5.6678e-06	1.1336e-05	0.00053676	True
BRDN0007693230	Stt3a	151.39/180.34/176.49/265.82	370.72/597.61/448.71/190.93	178.41	409.72	1.1949	2792.7	2803.2	4.3688	0.99999	6.2498e-06	1.25e-05	0.00058739	True
BRDN0007691943	Kmt2d	29.971/38.526/74.143/73.739	196.99/309.78/121.33/75.548	56.133	159.16	1.4871	542.92	556.83	4.3659	0.99999	6.3852e-06	1.277e-05	0.0005956	True
BRDN0007695318	Dennd2d	690.1/508.22/410.2/571.71	1366.7/1326.9/760.7/601.64	539.96	1043.8	0.94961	13798	13367	4.3578	0.99999	6.5696e-06	1.3139e-05	0.00060823	True
BRDN0007695628	Med14	69.164/212.31/37.071/53.711	162.73/30.978/281.17/178.57	61.438	170.65	1.459	7824.7	631.29	4.3466	0.99999	6.9639e-06	1.3928e-05	0.00063996	True
