sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	AR2473_SP	AR2474_SP	AR2475_SP	AR2476_SP
BRDN0007694811	Zscan26	525.2406195707359	564.8038423439043	610.1631585288275	343.75734382629986	334.2342814882166	432.4311139325807	257.40851313625615
BRDN0007694810	Zscan26	508.05483242731714	545.3631303791684	503.4647753364955	1811.752541675719	353.25574466234275	442.0406942421936	438.8105755433028
BRDN0007694929	Zpld2	471.1769975153977	469.3056081311669	495.302057496645	434.56117049739794	332.8756055472076	230.6299274307097	279.7037386834909
BRDN0007694928	Zpld2	472.60914644401595	417.46370955853797	429.41726350356566	1314.4934908578007	421.1895417127933	422.82153362296776	570.5550901405992
BRDN0007694927	Zpld2	557.8220076968006	498.2961435171764	625.614017297116	633.4647908245652	453.7977642970095	259.45866835954837	373.9517375877107
BRDN0007694926	Zpld2	481.56007724787986	532.0615906138229	534.074967235935	471.31510034046147	296.1913551399643	547.7460776479355	207.75096532650593
BRDN0007694925	Zpld2	658.7885071643858	579.128577475815	634.068260774104	2704.6568372748497	860.0418706587037	663.0610413632903	1178.606695974275
BRDN0007694924	Zpld2	606.5150712698204	587.3141404083352	551.8580311013237	322.1373850950861	520.372885406451	1326.1220827265806	666.8299277309312
BRDN0007693675	Zmiz1	676.3323315399591	690.6568724314047	699.6615291300459	994.5181016358362	495.9167184682889	518.9173367190967	831.0038613060237
BRDN0007693674	Zmiz1	573.9336831437557	518.418985726289	553.3156592870113	523.2030012953746	952.4318346473165	172.97244557303227	294.9050288293328
BRDN0007693673	Zmiz1	332.61658867158394	362.55222488621393	349.83076456502295	460.50512097485455	133.15024221888302	28.828740928838712	276.66348065432254
BRDN0007693672	Zmiz1	307.1959451886103	281.3787258053871	284.82054748335617	153.5017069916182	80.16188051953162	365.1640517652903	399.2872211641138
BRDN0007693671	Zmiz1	283.56548786640957	327.4225173008141	326.2171879568839	175.121665722832	176.62787233117137	297.896989598	119.58348248062292
BRDN0007693670	Zmiz1	372.3587214407398	377.55909026250123	409.8850458153519	505.9070343104036	179.3452242131894	182.58202588264515	255.38167445014386
BRDN0007693669	Zfpm2	524.5245451064268	461.8021754430232	465.566442508618	263.7634965208087	240.48564155859486	787.9855853882581	318.2136737196237
BRDN0007693668	Zfpm2	554.5996726074096	525.2402881700559	511.3359675392085	218.36158318525966	264.94180849675706	172.97244557303227	514.8170262725123
BRDN0007693667	Zfpm2	358.3952693867121	367.66820171903913	336.71211089383456	454.0191333554904	694.2834058556044	403.60237300374195	516.8438649586245
BRDN0007693666	Zfpm2	364.4819023333396	328.78677778956745	339.9188929023473	198.90362032716723	84.23790834255865	259.45866835954837	197.61677189594465
BRDN0007693665	Zfpm2	642.3187944852762	634.3811272703273	591.2139921148888	758.8605514656053	1124.9836791554608	1412.6083055130969	722.5679915990181
BRDN0007693664	Zfpm2	428.2125296568508	381.31080660657307	427.95963531787805	1586.904970871095	688.8487020915684	1124.3208962247097	509.7499295572316
BRDN0007693663	Zfp984	471.8930719797068	445.77211470017085	432.0409942378033	633.4647908245652	293.47400325794626	547.7460776479355	207.75096532650593
BRDN0007693662	Zfp984	441.1018700144149	443.3846588448524	426.21048149505293	153.5017069916182	243.2029934406129	105.70538340574194	189.50941715149565
BRDN0007693661	Zfp984	377.7292799230582	372.1020483074877	393.5596101356508	490.7730631985539	224.18153026648673	586.1843988863872	274.63664196821026
BRDN0007693660	Zfp984	353.7407853687028	269.4414465287949	300.2714062516447	166.47368223034647	156.2477332160362	96.09580309612903	69.92593467087272
BRDN0007693659	Zfp984	606.873108501975	618.6921316496632	534.074967235935	655.084749555779	489.1233387632438	884.0813884843872	846.2051514518656
BRDN0007693658	Zfp984	392.7668436735496	412.3477327257127	388.02062303003794	28.105946350577977	139.94362192392808	230.6299274307097	410.43483393773124
BRDN0007693657	Zfp983	552.8094864466368	496.93188302842304	463.5257630486554	728.5926092419061	323.3648739601445	403.60237300374195	655.6823149573138
BRDN0007693656	Zfp983	575.3658320723739	601.9799406624343	594.7122997605389	1727.434702623985	1455.1419328206503	1047.4442537478064	1018.486439771407
BRDN0007693655	Zfp983	417.4714126922141	411.3245373591477	406.67826380683914	270.24948414017285	558.4158117547033	144.14370464419355	285.7842547418277
BRDN0007693654	Zfp983	552.0934119823277	550.1380420898054	551.2749798270487	1426.9172762601127	441.56968082792844	605.403559505613	454.01186568914466
BRDN0007693653	Zfp983	545.6487418035457	484.9946037518309	560.6038002154493	642.1127743170507	379.07058754151393	538.1364973383226	422.5958660544047
BRDN0007693652	Zfp983	710.3458685946421	695.4317841420416	735.8107081350983	1351.2474207008643	1248.6231897872808	2219.8130515205808	1578.907336481445
BRDN0007693651	Zfp973	264.94755179437254	288.20002824915406	301.43750880019473	209.71359969277412	638.577692274235	384.3832123845161	330.3747058362972
BRDN0007693650	Zfp973	244.89746679371734	249.31860431968238	247.79679156689124	417.26520351242687	217.3881505614417	0.0	239.16696496124584
BRDN0007693649	Zfp973	262.7993284014452	236.35812967652515	255.0849324953292	138.3677358797685	679.3379705045053	134.53412433458064	206.7375459834498
BRDN0007693648	Zfp973	554.5996726074096	600.2746150514924	662.0547219393059	527.5269930416174	813.8468886643973	557.3556579575484	661.7628310156506
BRDN0007693647	Zfp973	758.3228577033528	717.6010170842842	715.6954391726094	1238.8236352985523	1866.8207429463805	1297.293341797742	982.0033434213865
BRDN0007693646	Zfp973	403.14992340603175	389.1553044169051	363.53246951048635	389.1592571618489	269.01783631978407	605.403559505613	354.6967700696443
BRDN0007693645	Zfp968	657.3563582357676	608.1191128618245	648.9360682681175	910.2002625841022	709.2288412067035	912.9101294132258	1021.5266978005754
BRDN0007693644	Zfp968	315.43080152816515	304.2300889920064	316.88836756848326	216.19958731213828	161.68243698007225	0.0	72.9661927000411
BRDN0007693643	Zfp968	561.7604172505007	469.3056081311669	516.2919033705464	815.0724441667613	419.83086577178426	249.8490880499355	165.1873529181486
BRDN0007693642	Zfp968	370.21049804781245	327.76358242300245	321.5527777626836	877.7703244872814	656.2404795073521	76.87664247690323	456.0387043752569
BRDN0007693641	Zfp968	436.08934876425104	372.44311342967603	378.6918026416373	244.30553366271627	199.72536332832456	76.87664247690323	220.92541678623556
BRDN0007693640	Zfp968	526.6727684993541	445.08998445579414	507.25460861928326	127.55775651416158	585.5893305748835	288.2874092883871	363.8175441571494
BRDN0007693639	Zfp967	455.0653220684426	462.14324056521156	466.44101942003056	330.78536858757155	373.6358837774779	480.47901548064516	289.8379321140522
BRDN0007693638	Zfp967	208.73570634610704	158.93634693977017	206.108625456226	19.457962858092447	32.60822258421625	0.0	50.67096715280633
BRDN0007693637	Zfp967	414.9651520671322	369.03246220779255	413.3833534610021	324.2993809682074	1135.8530866835329	461.2598548614194	542.1793485350277
BRDN0007693636	Zfp967	285.7137112593369	296.72665630386274	294.1493678717568	291.8694428713867	93.74863992962173	19.219160619225807	118.57006313756679
BRDN0007693635	Zfp967	478.6957793906434	456.68619861019795	447.78337864322936	534.0129806609816	423.9068935948113	768.7664247690323	475.29367189332334
BRDN0007693634	Zfp967	407.44637019188644	382.33400197313813	353.6205978478107	674.5427124138714	554.3397839316763	422.82153362296776	165.1873529181486
BRDN0007693633	Zfp966	561.0443427861916	584.2445543086401	638.7326709683043	940.4682048078015	877.7046578918208	1499.0945282996129	843.1648934226972
BRDN0007693632	Zfp966	598.6382521624201	605.0495267621294	569.3495693295748	1262.6055899028877	788.0320457852262	1316.512502416968	651.6286375850893
BRDN0007693631	Zfp966	330.11032804650205	336.6312755998995	329.4239699653966	79.99384730549117	266.30048443776604	595.793979196	286.7976740848838
BRDN0007693630	Zfp966	490.86904528389834	468.62347788679017	441.07828898906644	287.5454511251439	254.07240096868497	163.36286526341937	723.5814109420743
BRDN0007693629	Zfp966	429.28664135331445	370.73778781873426	366.156200244724	131.88174826040435	997.2681407006138	326.72573052683873	166.20077226120475
BRDN0007693628	Zfp966	321.1593972426381	352.3202712205635	374.61044372171204	460.50512097485455	315.21281831409044	67.26706216729032	473.26683320721105
BRDN0007693627	Zfp965	586.1069490370106	606.7548523730711	573.7224538866376	358.89131493814955	525.8075891704871	787.9855853882581	636.4273474392475
BRDN0007693626	Zfp965	430.7187902819327	446.1131798223592	442.82744281189156	1243.1476270447952	417.11351388976624	288.2874092883871	335.44180255157784
BRDN0007693625	Zfp965	516.6477259990265	521.8296369481725	536.4071723330352	354.5673231919068	372.2772078364689	297.896989598	331.3881251793534
BRDN0007693624	Zfp965	383.4578756375311	388.13210905034003	355.3697516706358	1569.609003886124	483.68863499920775	759.1568444594194	824.9233452476869
BRDN0007693623	Zfp965	660.5786933251586	605.731657006506	586.8411075578259	957.7641717927726	1044.821798635929	845.6430672459355	828.9770226199114
BRDN0007693622	Zfp965	424.27412010315066	359.14157366433045	386.5629948443503	71.34586381300564	229.61623403052278	134.53412433458064	445.90451094469563
BRDN0007696444	Zfp948	433.9411253713237	480.9018222855707	419.2138662037525	959.926167665894	411.6788101257302	1201.197538701613	519.8841229877929
BRDN0007693621	Zfp936	453.9912103719789	458.7325893433281	464.1088143229304	309.16540985635777	258.14842879171204	461.2598548614194	254.36825510708775
BRDN0007693620	Zfp936	410.3106680491229	369.3735273299809	386.85452048148784	352.4053273187854	497.27539440929786	826.4239066267097	371.9248989015984
BRDN0007693619	Zfp936	772.2863097573805	705.663737807692	732.895451763723	866.9603451216745	596.4587381029556	1181.978378082387	933.3592149546924
BRDN0007693618	Zfp936	624.7749701097028	600.2746150514924	653.8920040994553	892.9042955991312	1073.3539933971183	1105.101735605484	710.4069594823446
BRDN0007693617	Zfp936	444.32420510380587	426.331402735435	417.7562380180649	326.4613768413288	273.0938641428111	413.21195331335485	435.7703175141344
BRDN0007693616	Zfp936	427.8544924246962	438.26868201202717	428.8342122292906	477.8010879598256	410.3201341847212	336.33531083645164	308.0794802890624
BRDN0007693615	Zfp866	379.8775033159855	368.0092668412275	363.53246951048635	289.7074469982653	244.5616693816219	518.9173367190967	357.73702809881263
BRDN0007693614	Zfp866	550.3032258215549	574.6947308873664	506.67155734500824	670.2187206676286	638.577692274235	230.6299274307097	1089.425793785336
BRDN0007693613	Zfp866	378.08731715521276	359.82370390870716	403.47148179832647	1128.5618457693618	380.42926348252297	461.2598548614194	548.2598645933645
BRDN0007693612	Zfp866	774.7925703824625	736.3595988046434	789.4514253684017	1725.2727067508636	789.3907217262351	874.4718081747742	722.5679915990181
BRDN0007693611	Zfp866	271.75025920530913	282.40192117195215	267.9120605293801	51.88790095491319	112.77010310374787	57.657481857677425	141.8787080278577
BRDN0007693610	Zfp866	412.45889144205023	407.9138861372642	388.31214866717545	853.9883698829462	311.13679049106344	739.9376838401936	245.2474810195826
BRDN0007696303	Zfp787	299.67716331336464	302.865828503253	314.5561624713831	562.1189270115595	331.5169296061986	816.8143263170969	245.2474810195826
BRDN0007696302	Zfp787	661.2947677894678	638.8149738587758	640.773350428267	250.79152128208042	504.06877411434294	1066.6634143670324	378.0054149599352
BRDN0007696301	Zfp787	475.83148153340693	479.8786269190056	494.4274805852324	181.60765334219616	616.8388772180908	297.896989598	245.2474810195826
BRDN0007696300	Zfp787	427.13841796038713	375.51269952937116	403.17995616118895	566.4429187578023	251.35504908666695	672.6706216729033	349.6296733543636
BRDN0007696299	Zfp787	621.9106722524664	650.4111880131796	637.5665684197543	538.3369724072244	987.7574091135507	826.4239066267097	821.8830872185185
BRDN0007696298	Zfp787	408.1624446561956	402.4568441822506	404.6375843468765	1669.0608140497075	487.7646628222348	778.3760050786452	200.65702992511305
BRDN0007694809	Zfp780b	431.79290197839634	419.1690351694797	388.31214866717545	365.3773025575137	252.71372502767596	874.4718081747742	188.4959978084395
BRDN0007694808	Zfp780b	385.24806179830387	337.65447096646454	342.83414927372246	622.6548114589583	426.62424547682934	19.219160619225807	446.91793028775174
BRDN0007694807	Zfp780b	416.3973009957504	417.46370955853797	431.4579429635283	588.0628774890162	747.2717675549558	586.1843988863872	534.0719937905786
BRDN0007694806	Zfp780b	696.0243793084599	699.5245656083017	744.2649516120863	696.1626711450853	773.086610434127	1643.2382329438065	834.0441193351921
BRDN0007694805	Zfp780b	462.9421411758429	443.7257239670408	451.2816862888796	192.41763270780308	491.8406906452618	1402.998725203484	395.2335437918893
BRDN0007694804	Zfp780b	624.7749701097028	593.1122474855372	592.0885690263013	170.79767397658924	432.0589492408654	1095.492155295871	279.7037386834909
BRDN0007696297	Zfp638	518.4379121597993	470.3288034977319	525.620723758947	1699.328756273407	254.07240096868497	278.6778289787742	365.84438284326166
BRDN0007696296	Zfp638	403.14992340603175	406.20856052632246	371.1121360760618	319.9753892219647	354.61442060335173	307.5065699076129	320.24051240573596
BRDN0007696295	Zfp638	501.61016224853506	566.509167954846	515.4173264591337	1141.5338210080902	433.41762518187437	345.94489114606455	806.6817970726767
BRDN0007696294	Zfp638	316.50491322462887	315.4852380242219	304.64429080870747	149.17771524537542	137.22627004191006	884.0813884843872	263.4890291945929
BRDN0007696293	Zfp638	402.43384894172266	360.1647690308955	392.97655886137574	183.76964921531754	184.77992797722544	201.80118650187097	107.42245036394941
BRDN0007696292	Zfp638	361.25956724394854	319.9190846126704	299.1053037030946	227.0095666777452	259.507104732721	269.0682486691613	383.0725116752158
BRDN0007696438	Zfp62	598.2802149302656	545.7041955013568	510.7529162649335	592.3868692352589	1012.2135760517128	701.499362601742	503.66941349889487
BRDN0007693609	Zfp60	370.21049804781245	367.66820171903913	327.6748161425715	367.5392984306351	270.3765122607931	86.48622278651614	307.0660609460063
BRDN0007693608	Zfp60	433.2250509070146	494.20336205091627	484.51560892255674	694.0006752719639	408.9614582437122	720.7185232209678	555.3537999947573
BRDN0007693607	Zfp60	819.5472244017822	750.0022036921772	811.6073737908532	4125.0881259155985	1569.2707118654073	2018.0118650187098	1353.928242322985
BRDN0007693606	Zfp60	736.1245493097703	706.6869331742571	742.5157977892612	536.1749765341029	1108.6795678633525	999.396352199742	784.3865715254419
BRDN0007693605	Zfp60	414.6071148349776	406.5496256485108	383.0646871987001	745.888576226877	437.4936530049014	759.1568444594194	400.30064050716993
BRDN0007693604	Zfp60	358.0372321545575	374.83056928499445	375.77654627026214	142.69172762601127	144.0196497469551	67.26706216729032	247.27431970569486
BRDN0007694803	Zfp592	397.4213276915588	413.0298629700894	399.0985972412637	464.8291127210973	243.2029934406129	240.23950774032258	317.20025437656756
BRDN0007694802	Zfp592	381.6676894767583	421.5564910247981	408.7189432668018	101.613806036705	313.85414237308146	28.828740928838712	340.5088992668585
BRDN0007694801	Zfp592	491.943156980362	528.9920045141278	499.67494205370775	268.08748826705147	194.29065956428852	259.45866835954837	193.56309452372017
BRDN0007694800	Zfp592	371.28460974427617	327.08145217862574	358.868059316286	227.0095666777452	25.814842879171202	134.53412433458064	217.8851587570672
BRDN0007694799	Zfp592	403.5079606381863	379.94654611781965	402.5969048869139	214.0375914390169	239.12696561758585	393.99279269412904	129.7176759111842
BRDN0007694798	Zfp592	267.811849651609	282.0608560497638	283.94597057194363	2577.0990807606886	262.22445661473904	57.657481857677425	103.3687729917249
BRDN0007696291	Zfp36l2	491.5851197482075	399.04619296036714	442.2443915376165	1375.0293753051994	751.3477953779828	1249.2454402496774	1230.2910824701376
BRDN0007696290	Zfp36l2	641.9607572531216	622.1027828715468	639.024196605442	2704.6568372748497	1860.0273632413355	1268.4646008689033	2079.5364919511717
BRDN0007696289	Zfp36l2	657.7143954679221	692.3621980423464	624.1563891114284	1900.3943724736955	835.5857037205415	1921.9160619225806	2967.2918364683383
BRDN0007696288	Zfp36l2	506.26464626654433	558.664670144514	530.8681852274223	1697.1667604002855	1171.178661149767	1335.7316630361936	1102.6002452450657
BRDN0007696287	Zfp36l2	625.8490818061665	656.5503602125699	653.0174271880428	1450.6992308644478	1472.8047200537674	1220.4166993208387	1224.2105664118008
BRDN0007696286	Zfp36l2	450.0528008182788	423.9439468801166	418.3392892923399	862.6363533754318	1679.323463087137	4564.550647066129	697.232508022615
BRDN0007694797	Zfp316	749.7299641316434	736.7006639268317	708.698823881309	1230.1756518060668	836.9443796615506	1249.2454402496774	682.0312178767731
BRDN0007694796	Zfp316	594.69984260872	533.0847859803879	569.0580436924373	490.7730631985539	559.7744876957123	1537.5328495380645	310.1063189751747
BRDN0007694795	Zfp316	528.8209918922814	590.3837265080303	590.6309408406137	1230.1756518060668	599.1760899849737	1181.978378082387	350.6430926974198
BRDN0007694794	Zfp316	820.9793733304003	879.6069501237495	833.7633222133046	1277.7395610147373	1436.1204696465243	836.0334869363226	1001.2583109394529
BRDN0007694793	Zfp316	496.2396037662167	535.131176713518	488.3054422053445	1232.3376476791882	1010.8549001107039	970.5676112709033	644.5347021836965
BRDN0007694792	Zfp316	379.8775033159855	339.35979657740626	332.6307519739093	285.38345525202254	366.84250407243286	384.3832123845161	400.30064050716993
BRDN0007693603	Zfp182	466.52251349738845	482.26608277432405	478.10204490553133	1089.645920053177	2196.97899661157	1191.587958392	670.8836051031557
BRDN0007693602	Zfp182	265.3055890265271	270.8057070175483	299.3968293402321	177.2836615959534	277.16989196583813	845.6430672459355	77.0198700722656
BRDN0007693601	Zfp182	440.7438327822603	399.72832320474384	433.49862242349093	990.1941098895934	593.7413862209377	153.75328495380646	983.0167627644427
BRDN0007693600	Zfp182	600.428438323193	523.5349625591142	557.688543844074	568.6049146309236	796.1841014312802	211.41076681148388	470.2265751780427
BRDN0007693599	Zfp182	510.20305582024446	523.1938974369258	512.7935957248961	583.7388857427734	270.3765122607931	374.7736320749032	482.3876072947162
BRDN0007693598	Zfp182	612.601704216448	599.9335499293041	601.4173894147019	704.8106546375708	569.2852192827754	624.6227201248387	410.43483393773124
BRDN0007696446	Zfp169	493.37530590898024	509.21022742720356	533.49191596166	717.7826298762991	283.9632716708832	518.9173367190967	564.4745740822624
BRDN0007694791	Zdhhc8	568.5631246614373	574.0126006429897	599.0851843176018	1152.3438003736971	1399.436219239281	2142.9364090436775	481.3741879516601
BRDN0007694790	Zdhhc8	530.6111780530542	465.8949569092834	506.38003170787067	1122.0758581499977	235.05093779455882	115.31496371535485	464.1460591197059
BRDN0007694789	Zdhhc8	355.17293429732104	377.2180251403129	367.3223027932741	518.8790095491319	202.44271521034258	345.94489114606455	182.41548175010277
BRDN0007694788	Zdhhc8	696.7404537727689	760.575222480016	754.759874549037	2881.9404988708034	1616.8243698007225	490.08859579025807	1061.0500521797644
BRDN0007694787	Zdhhc8	459.3617688542973	521.1475067037958	482.1834038254566	175.121665722832	290.75665137592824	1057.0538340574194	300.98554488766956
BRDN0007694786	Zdhhc8	692.8020442190688	553.5486933116888	595.5868766719516	369.70129430375647	400.8094025976581	1460.6562070611612	494.54863941138973
BRDN0007694785	Zdhhc15	422.84197117453243	409.61921174820594	434.37319933490346	265.9254923939301	908.9542045350281	249.8490880499355	466.1728978058182
BRDN0007694784	Zdhhc15	375.2230192979763	387.108913683775	369.36298225323674	112.4237854023119	145.37832568796412	182.58202588264515	212.81806204178656
BRDN0007694783	Zdhhc15	760.1130438641256	786.1551066441422	748.3463105320116	328.62337271445017	876.3459819508118	1153.1496371535484	969.842311304713
BRDN0007694782	Zdhhc15	354.0988226008574	387.7910439281517	371.40366171319937	270.24948414017285	274.4525400838201	192.19160619225806	450.97160765997626
BRDN0007694781	Zdhhc15	354.45685983301195	380.62867636219636	398.8070716041261	341.5953479531785	690.2073780325774	326.72573052683873	694.1922499934466
BRDN0007694780	Zdhhc15	294.3066048310463	291.61067947103754	333.5053288853219	248.62952540895904	82.87923240154964	9.609580309612904	89.18090218893913
BRDN0007693597	Zc3hc1	569.637236357901	531.3794603694462	542.8207363500605	1645.2788594453723	744.5544156729378	624.6227201248387	997.2046335672285
BRDN0007693596	Zc3hc1	542.4264067141546	575.3768611317431	537.5732748815852	406.45522414682	460.5911440020546	1383.7795645842582	421.5824467113486
BRDN0007693595	Zc3hc1	363.40779063687586	314.1209775354685	306.3934446315326	300.51742636387223	243.2029934406129	221.0203471210968	44.590451094469564
BRDN0007693594	Zc3hc1	448.262614657506	434.175900545767	438.4545582548287	1055.0539860832348	228.25755808951376	720.7185232209678	643.5212828406403
BRDN0007693593	Zc3hc1	516.2896887668719	526.6045486588093	516.0003777334089	1260.4435940297662	282.6045957298742	749.5472641498064	488.46812335305293
BRDN0007693592	Zc3hc1	475.83148153340693	465.55389178709504	433.49862242349093	605.3588444739872	1082.8647249841815	201.80118650187097	684.0580565628853
BRDN0007696285	Zc3hav1	616.8981510023026	597.2050289517973	626.197068571391	862.6363533754318	1201.0695318519654	1989.183124089871	601.9710897753391
BRDN0007696284	Zc3hav1	500.5360505520714	447.47744031111256	505.2139291593206	1182.6117425973964	823.3576202514604	461.2598548614194	891.8090218893913
BRDN0007696283	Zc3hav1	718.580724934197	711.4618448848939	759.7158103803748	1606.3629337291875	1093.7341325122536	1172.3687977727743	1613.3635941453533
BRDN0007696282	Zc3hav1	372.00068420858526	365.62181098590906	369.36298225323674	505.9070343104036	417.11351388976624	566.9652382671613	393.2067051057771
BRDN0007696281	Zc3hav1	547.4389279643184	510.574487915957	549.5258260042235	391.3212530349703	418.4721898307753	163.36286526341937	364.83096350020554
BRDN0007696280	Zc3hav1	487.2886729623528	496.5908179062347	489.7630703910321	629.1407990783224	697.0007577376224	1854.6489997552903	592.8503156878339
BRDN0007696279	Zc3h14	267.0957751872999	330.15103827832087	290.65106022610655	114.58578127543329	70.65114893246854	442.0406942421936	139.85186934174544
BRDN0007696278	Zc3h14	652.7018742177584	660.3020765566417	604.6241714232146	378.349277796242	317.93017019610846	1345.3412433458066	866.4735383129881
BRDN0007696277	Zc3h14	424.99019456745975	398.3640627159905	429.12573786642815	380.5112736693634	387.222643187568	96.09580309612903	208.76438466956205
BRDN0007696276	Zc3h14	213.03215313196173	248.97753919749405	235.55271480711545	233.49555429710935	177.98654827218039	0.0	62.83199926947984
BRDN0007696275	Zc3h14	540.6362205533818	488.74632009590266	567.0173642324746	268.08748826705147	554.3397839316763	259.45866835954837	1066.1171488950451
BRDN0007696274	Zc3h14	773.7184586859988	785.8140415219538	847.7565527959056	1026.9480397326568	1275.796708607461	1556.7520101572904	1238.3984372145865
BRDN0007694779	Zbtb8os	483.7083006408072	382.6750670953265	424.1698020350903	103.77580190982638	110.05275122172985	105.70538340574194	225.9925135015162
BRDN0007694778	Zbtb8os	279.62707831270944	295.70346093729773	267.329009255105	136.20574000664712	134.50891815989203	297.896989598	68.9125153278166
BRDN0007694777	Zbtb8os	226.99560518598946	222.3744596668029	191.24081796221253	82.15584317861254	24.45616693816219	28.828740928838712	26.348902919459288
BRDN0007694776	Zbtb8os	246.68765295449012	246.93114846436396	260.3323939638046	71.34586381300564	158.96508509805423	48.047901548064516	23.308644890290907
BRDN0007694775	Zbtb8os	288.2199718844188	295.70346093729773	253.91882994677914	268.08748826705147	305.7020867270274	0.0	261.4621905084806
BRDN0007694774	Zbtb8os	303.2575356349102	314.1209775354685	286.2781756690438	82.15584317861254	10.869407528072085	0.0	52.697805838918576
BRDN0007696273	Zbtb7a	369.49442358350336	323.3297358345539	329.13244432825906	581.576889869652	368.20118001344184	278.6778289787742	371.9248989015984
BRDN0007696272	Zbtb7a	658.7885071643858	630.2883458040671	613.0784149002027	1085.3219283069343	855.9658428356767	1335.7316630361936	507.7230908711194
BRDN0007696271	Zbtb7a	237.73672215062618	241.13304138716202	244.88153519551605	105.93779778294775	192.9319836232795	355.55447145567746	140.86528868480158
BRDN0007696270	Zbtb7a	567.1309757328191	519.7832462150424	575.4716077094628	562.1189270115595	638.577692274235	0.0	479.3473492655478
BRDN0007696269	Zbtb7a	456.4974709970608	468.62347788679017	465.566442508618	616.1688238395941	781.2386660801811	269.0682486691613	449.95818831692014
BRDN0007696268	Zbtb7a	559.9702310897279	533.7669162247646	543.9868388986107	1839.8584880262968	683.4139983275323	1796.991517897613	645.5481215267525
BRDN0007694773	Zbtb34	664.8751401110133	624.4902387268652	555.6478643841115	1859.3164508843893	971.4532978214426	1825.8202588264517	862.4198609407637
BRDN0007694772	Zbtb34	648.0473901997491	652.4575787463098	627.3631711199412	317.8133933488433	343.7450130752797	480.47901548064516	598.9308317461707
BRDN0007694771	Zbtb34	575.3658320723739	498.9782737615531	481.6003525511816	389.1592571618489	618.1975531590998	365.1640517652903	446.91793028775174
BRDN0007694770	Zbtb34	463.3001784079974	497.61401327279975	482.7664550997317	343.75734382629986	850.5311390716406	749.5472641498064	651.6286375850893
BRDN0007694769	Zbtb34	451.8429869790516	473.398389597427	454.19694266025476	557.7949352653168	593.7413862209377	586.1843988863872	449.95818831692014
BRDN0007694768	Zbtb34	435.37327429994195	416.78157931416126	404.0545330726015	614.0068279664728	561.1331636367214	393.99279269412904	328.347867150185
BRDN0007696267	Ypel5	385.60609903045844	349.93281536524506	328.54939305398403	404.2932282736986	146.73700162897313	566.9652382671613	227.00593284457233
BRDN0007696266	Ypel5	523.0923961778085	585.9498799195819	478.10204490553133	484.2870755791898	566.5678674007575	124.92454402496774	523.9378003600174
BRDN0007696265	Ypel5	506.26464626654433	489.7695154624677	457.9867759430425	542.6609641534671	661.6751832713882	230.6299274307097	435.7703175141344
BRDN0007696264	Ypel5	399.5695510844862	416.4405141919729	361.4917900505237	149.17771524537542	343.7450130752797	422.82153362296776	359.7638667849249
