sgRNA	Gene	Input1_DOI_rep1	Input1_DOI_rep2	Input1_DOI_rep3	amCD19_1to10rep1	amCD19_1to10rep2	amCD19_1to10rep3
BRDN0007693674	Zmiz1	1008.2729451192565	928.6899966729696	986.4121303362655	1099.4600429635914	1092.079222225511	1052.5095324893473
BRDN0007693673	Zmiz1	584.3328546573857	649.4720174101097	623.653612435995	491.74162259131094	500.4587917864778	452.5617594394063
BRDN0007693672	Zmiz1	539.6744771754973	504.05871529947365	507.7579827916393	457.7217619088932	455.8081932627772	449.0938532368055
BRDN0007693671	Zmiz1	498.1610558543052	586.5410505302966	581.5569935965653	320.095961875476	275.3453575628205	296.5059803223696
BRDN0007693670	Zmiz1	654.1508814248452	676.3551488927483	730.7141492375075	267.5198135481031	236.27608385458245	247.95529348595824
BRDN0007693669	Zfpm2	921.4721550840367	827.2672733521059	829.97901588357	844.3110878454584	840.919605529695	840.9672541306975
BRDN0007693668	Zfpm2	974.3074185837357	940.9096018923509	911.573696843946	844.3110878454584	786.9667989802234	773.3430831799816
BRDN0007693667	Zfpm2	629.6202233714135	658.6367213246456	600.2666019696452	518.0296967549974	604.6435216751125	594.7459137460397
BRDN0007693666	Zfpm2	640.3130743177811	588.9849715741728	605.9834267503085	451.53633269390815	379.5300874514553	386.6715415899908
BRDN0007693665	Zfpm2	1128.410270457858	1136.4232854024497	1053.9746050168314	1165.9534070246807	1146.0320287749826	1104.5281255283594
BRDN0007693664	Zfpm2	752.273513638572	683.075931763408	762.9362525467005	556.6886293486539	543.2489487050242	596.4798668473401
BRDN0007693663	Zfp984	829.0104439595634	798.5512010865601	770.2122113584538	677.3044990408622	617.6666129111919	605.1496323538421
BRDN0007693662	Zfp984	774.9171979955859	794.2743392597768	759.8179844845206	604.625705764788	662.3172114348926	660.6361315954551
BRDN0007693661	Zfp984	663.5857499069343	666.5794647172434	701.6103139904943	734.5197192794739	764.6414997183731	712.6547246344674
BRDN0007693660	Zfp984	621.4433373536029	482.6744061655566	535.3026840075623	620.0892788022505	641.8523537781964	624.2231164681466
BRDN0007693659	Zfp984	1066.1401384760698	1108.318193397873	952.1111816522857	1139.665332860994	1185.1013024832207	1194.6936867959805
BRDN0007693658	Zfp984	690.0033816567839	738.6751355115923	691.7357984602578	327.8277483942073	370.2278794256843	379.7357291847892
BRDN0007693657	Zfp983	971.1624624230394	890.1982402319189	826.3410364776934	697.4071439895636	801.850331821457	620.7552102655458
BRDN0007693656	Zfp983	1010.7889100478137	1078.380160610389	1060.2111411411915	1435.01957787653	1326.4948644749393	1326.4741224948116
BRDN0007693655	Zfp983	733.4037766743937	736.8421947286852	724.9973244568442	402.0528989740278	481.85437573493584	514.984071086221
BRDN0007693654	Zfp983	969.9044799587608	985.5111609430921	982.7741509303888	855.1355889716822	874.4075544224705	834.0314417254959
BRDN0007693653	Zfp983	958.5826377802539	868.813931098002	999.4049139286819	831.9402294154883	850.221813555466	863.5086444476028
BRDN0007693652	Zfp983	1247.91860456432	1245.7887521159114	1311.751431490376	1841.7115487617966	1745.0942256346327	1935.0916610512545
BRDN0007693651	Zfp973	465.45351178306294	516.2783205188548	537.3815293823491	344.83767873541615	401.85538671330556	407.4789788055957
BRDN0007693650	Zfp973	430.23000278326356	446.6265707683821	441.7546421421631	284.529743889312	238.13652545973665	215.0101845612505
BRDN0007693649	Zfp973	461.67956439022726	423.4093208515579	454.7474257345797	363.3939663803713	359.06522979475915	345.05666715878107
BRDN0007693648	Zfp973	974.3074185837357	1075.3252593055438	1180.2644615351205	1071.6256114961586	1114.4045214873613	1173.8862495803758
BRDN0007693647	Zfp973	1332.2034296709828	1285.5024690789	1275.8913487753064	1484.5030115964103	1447.4235688099618	1477.328042307947
BRDN0007693646	Zfp973	708.2441273888228	697.1284777656963	648.0800455897381	763.9005080506528	801.850331821457	816.6919107124918
BRDN0007693645	Zfp968	1154.8279022077074	1089.3778053078322	1156.8774510687708	1023.6885350800246	876.2679960276247	875.6463161567057
BRDN0007693644	Zfp968	554.1412755147006	544.9943927844006	564.9262305982721	451.53633269390815	474.4126093143191	502.8463993771181
BRDN0007693643	Zfp968	986.8872432265213	840.7088390934251	920.4087896867893	975.7514586638905	909.7559449204001	993.5551270451333
BRDN0007693642	Zfp968	650.3769340320096	587.1520307912657	573.2416120974187	476.27804955384835	487.43570055039845	485.50686836411404
BRDN0007693641	Zfp968	766.111320745636	667.1904449782124	675.1050354619646	669.5727125221309	617.6666129111919	622.4891633668462
BRDN0007693640	Zfp968	925.2461024768724	797.329240564622	904.2977380321928	669.5727125221309	675.3403026709719	695.3151936214633
BRDN0007693639	Zfp967	799.4478560490176	827.8782536130749	831.53814991466	873.6918766166374	902.3141784997833	953.6742057152239
BRDN0007693638	Zfp967	366.70188833719686	284.7168016115815	367.4359199935404	157.7284449821186	150.6957700174896	168.1934508261395
BRDN0007693637	Zfp967	729.0008380494188	661.0806423685218	736.9506853618674	763.9005080506528	719.9909011946725	709.1868184318665
BRDN0007693636	Zfp967	501.9350032471408	531.5528270430814	524.3887457899325	248.963525903148	256.74094151127855	280.90040241066595
BRDN0007693635	Zfp967	840.9612773702096	818.10256943757	798.2766239180736	929.3607395515028	963.7087514698717	834.0314417254959
BRDN0007693634	Zfp967	715.792022174494	684.9088725463151	630.4098599040516	361.847609076625	394.41362029268885	378.0017760834888
BRDN0007693633	Zfp966	985.6292607622427	1046.609187039998	1138.6875540393876	986.5759597901144	1013.9406748090349	1088.9225476166557
BRDN0007693632	Zfp966	1051.6733401368665	1083.8789829591108	1014.9962542395818	1295.8474205393666	1363.703696578023	1414.9057306611323
BRDN0007693631	Zfp966	579.9299160324108	603.0375175764613	587.2738183772286	518.0296967549974	420.4598027648475	504.5803524784185
BRDN0007693630	Zfp966	862.346979262945	839.4868785714871	786.3232630130503	1023.6885350800246	1030.6846492554228	1109.7299848322607
BRDN0007693629	Zfp966	754.1604873349897	664.1355436733671	652.7574476830081	479.37076416134084	446.5059852370062	431.7543222238014
BRDN0007693628	Zfp966	564.205135228929	631.142609581038	667.8290766502113	377.3111821140876	474.4126093143191	417.88269741339815
BRDN0007693627	Zfp965	1029.658647011992	1086.9338842639559	1022.7919243950317	1003.5858901313233	987.8944923368763	1068.115110401051
BRDN0007693626	Zfp965	756.6764522635469	799.1621813475292	789.4415310752304	686.5826428633397	697.6656019328223	631.1589288733483
BRDN0007693625	Zfp965	907.6343479769727	934.7997992826603	956.268872401859	1348.4235688667395	1359.9828133677147	1281.391341861001
BRDN0007693624	Zfp965	673.6496096211627	695.2955369827891	633.5281279662316	865.960090097906	820.454747872999	880.8481754606069
BRDN0007693623	Zfp965	1160.4888232969608	1085.1009434810487	1046.1789348613815	1631.406955452305	1728.3502511882448	1685.402414463996
BRDN0007693622	Zfp965	745.3546100850399	643.3622148004191	689.1372417417745	468.546263035117	491.15658376070684	528.8556958966242
BRDN0007696444	Zfp948	762.3373733528003	861.4821679663731	747.3449122358006	638.6455664472057	604.6435216751125	686.6454281149613
BRDN0007693621	Zfp936	797.5608823525997	821.7684510033844	827.3804591650867	907.7117372990551	924.6394777616337	865.2425975489032
BRDN0007693620	Zfp936	720.8239520316082	661.6916226294909	689.6569530854712	663.3872833071459	684.6425106967429	667.5719440006568
BRDN0007693619	Zfp936	1356.7340877244144	1264.118159944983	1306.5543180534096	1385.5361441566497	1335.7970725007103	1203.3634523024825
BRDN0007693618	Zfp936	1097.5897000830334	1075.3252593055438	1165.712543911614	1547.903661050007	1544.1665322779797	1461.7224643962434
BRDN0007693617	Zfp936	780.5781190848393	763.7253262113237	744.7463555173174	660.2945686996534	701.3864851431306	731.7282087487719
BRDN0007693616	Zfp936	751.6445224064327	785.1096353452408	764.4953865777906	734.5197192794739	677.2007442761261	712.6547246344674
BRDN0007693615	Zfp866	667.3596972997699	659.2477015856147	648.0800455897381	672.6654271296235	610.2248464905751	601.6817261512413
BRDN0007693614	Zfp866	966.7595237980645	1029.5017397328645	903.2583153447994	1077.8110407111437	1041.8472988863477	955.4081588165244
BRDN0007693613	Zfp866	664.2147411390736	644.5841753223573	719.2804996761809	1195.3341957958596	1112.5440798822071	1095.8583600218574
BRDN0007693612	Zfp866	1361.1370263493893	1319.1063834321983	1407.3783187305621	1956.14198923902	1990.672517514986	2063.4041905474846
BRDN0007693611	Zfp866	477.4043451937091	505.89165608238085	477.61472485723283	377.3111821140876	355.34434658445076	379.7357291847892
BRDN0007693610	Zfp866	724.5978994244439	730.7323921189945	692.2555098039544	940.1852406777266	1066.0330397533523	872.1784099541048
BRDN0007696303	Zfp787	526.4656613005725	542.5504717405244	560.7685398486989	476.27804955384835	433.4828940009269	483.7729152628136
BRDN0007696302	Zfp787	1161.7468057612396	1144.3660287950474	1142.3255334452642	1070.0792541924125	1043.707740491502	997.0230332477341
BRDN0007696301	Zfp787	835.9293475130954	859.649227183466	881.4304389095396	734.5197192794739	734.874434035906	613.8193978603441
BRDN0007696300	Zfp787	750.3865399421542	672.689267326934	718.7607883324843	643.2846383584445	628.8292625421171	712.6547246344674
BRDN0007696299	Zfp787	1092.5577702259193	1165.1393576679955	1136.608708664601	1346.8772115629931	1293.0069155821639	1187.757874390779
BRDN0007696298	Zfp787	717.0500046387726	720.9567079434896	721.3593450509676	590.7084900310716	571.1555727823371	506.3143055797189
BRDN0007694809	Zfp780b	758.5634259599647	750.8947407309735	692.2555098039544	757.7150788356678	809.2920982420737	801.0863328007881
BRDN0007694808	Zfp780b	676.7945657818591	604.8704583593684	611.1805401872751	954.1024564114429	870.6866712121621	882.5821285619073
BRDN0007694807	Zfp780b	731.5168029779759	747.8398394261283	769.1727886710605	703.5925732045487	643.7127953833506	724.7923963435702
BRDN0007694806	Zfp780b	1222.758955278749	1253.12051524754	1326.8230604575795	1544.8109464425145	1639.0490541408437	1701.0079923756996
BRDN0007694805	Zfp780b	813.2856631560816	794.8853195207457	804.5131600424336	757.7150788356678	751.6184084822938	664.104037798056
BRDN0007694804	Zfp780b	1097.5897000830334	1062.4946738251936	1055.5337390479215	1051.5229665474574	1082.77701419974	1087.1885945153554
BRDN0007696297	Zfp638	910.7793041376691	842.5417798763324	937.0395526850825	700.4998585970561	712.5491347740558	599.9477730499409
BRDN0007696296	Zfp638	708.2441273888228	727.6774908141492	661.5925405258514	432.980045048953	483.71481734009006	501.1124462758177
BRDN0007696295	Zfp638	881.2167162271231	1014.838213469607	918.8496556556993	768.5395799618916	708.8282515637474	877.380269258006
BRDN0007696294	Zfp638	556.0282492111184	565.1567413963795	543.0983541630123	343.29132143166987	398.1345035029972	351.99247956398267
BRDN0007696293	Zfp638	706.9861449245442	645.1951555833263	700.570891303101	375.7648248103414	381.39052905660947	336.386901652279
BRDN0007696292	Zfp638	634.6521532285277	573.0994847889773	533.2238386327757	289.16881580055076	316.27507287621273	312.1115582340733
BRDN0007696438	Zfp62	1051.0443489047273	977.5684175504944	910.5342741565527	1218.5295553520534	1190.6826272986832	1238.0425143284908
BRDN0007693609	Zfp60	650.3769340320096	658.6367213246456	584.1555503150487	397.41382706278904	362.78611300506753	430.020369122501
BRDN0007693608	Zfp60	761.0793908885217	885.3103981441665	863.760253223853	776.2713664806229	786.9667989802234	811.4900514085906
BRDN0007693607	Zfp60	1439.7609303667987	1343.5455938709608	1446.8763808515084	1922.122128556602	2087.415480983004	1945.4953796590569
BRDN0007693606	Zfp60	1293.2059732783478	1265.9511007278902	1323.7047923953994	1486.0493689001567	1477.190634492429	1607.3745249054775
BRDN0007693605	Zfp60	728.3718468172796	728.2884710751183	682.9007056174145	635.5528518397132	736.7348756410603	697.0491467227637
BRDN0007693604	Zfp60	628.9912321392742	671.4673068049958	669.907922024998	731.4270046719813	759.0601749029106	802.8202859020886
BRDN0007694803	Zfp592	698.1802676745943	739.8970960335305	711.484829520731	154.6357303746261	180.46283569995668	178.59716943394196
BRDN0007694802	Zfp592	670.5046534604663	755.171602557757	728.6353038627208	244.3244539919092	182.32327730511088	301.70783962627087
BRDN0007694801	Zfp592	864.2339529593628	947.6303847630105	890.7852430960795	388.13568324031144	344.1816969535256	372.79991677958753
BRDN0007694800	Zfp592	652.2639077284274	585.9300702693275	639.7646640905915	375.7648248103414	334.87948892775466	310.3776051327729
BRDN0007694799	Zfp592	708.873118620962	680.6320107195318	717.7213656450909	296.9006023192821	258.60138311643277	317.31341753797454
BRDN0007694798	Zfp592	470.4854416401771	505.28067582141176	506.19884876054925	230.40723825819285	264.1827079318953	246.22134038465782
BRDN0007696291	Zfp36l2	863.6049617272234	714.846905333799	788.402108387837	890.7018069578462	1010.2197915987266	847.9030665358991
BRDN0007696290	Zfp36l2	1127.7812792257187	1114.4279960075637	1139.2072653830842	2370.565746643018	2394.388345833446	2242.0013599814265
BRDN0007696289	Zfp36l2	1155.4568934398467	1240.2899297671897	1112.7019868545544	3098.900036707507	3004.613192324021	2923.4449287924867
BRDN0007696288	Zfp36l2	889.3936022449337	1000.7856674673186	946.3943568716224	1577.284449821186	1598.1193388274514	1583.0991814872718
BRDN0007696287	Zfp36l2	1099.4766737794514	1176.1370023654385	1164.153409880524	1843.2579060655428	1860.4416051541925	1895.2107397213451
BRDN0007696286	Zfp36l2	790.6419787990677	759.4484643845403	745.7857782047107	1315.9500654880678	1378.5872294192566	1300.4648259753055
BRDN0007694797	Zfp316	1317.10764009964	1319.7173636931675	1263.4182765265866	1544.8109464425145	1458.586218440887	1362.88713762212
BRDN0007694796	Zfp316	1044.7544365833344	954.9621478946392	1014.4765428958852	1328.320923918038	1235.3332258223838	1350.7494659130173
BRDN0007694795	Zfp316	929.020049869708	1057.606831737441	1052.9351823294382	892.2481642615925	900.4537368946292	958.8760650191252
BRDN0007694794	Zfp316	1442.2768952953559	1575.718093039203	1486.3744429724547	2124.6949353473624	2169.2749116097884	2044.3307064331802
BRDN0007694793	Zfp316	871.781847745034	958.6280294604536	870.5165006919096	623.1819934097431	638.1314705678881	703.9849591279653
BRDN0007694792	Zfp316	667.3596972997699	607.9253596642137	592.9906431578919	875.2382339203837	839.0591639245408	773.3430831799816
BRDN0007693603	Zfp182	819.5755754774743	863.9260890102494	852.3266036625265	1006.6786047388158	1064.1725981481982	969.2797836269276
BRDN0007693602	Zfp182	466.0825030152022	485.11832720943283	533.7435499764724	440.7118315676843	431.62245239577265	405.7450257042953
BRDN0007693601	Zfp182	774.2882067634465	716.0688658557372	772.8107680769372	678.8508563446085	684.6425106967429	631.1589288733483
BRDN0007693600	Zfp182	1054.818296297563	937.8547005875056	994.2078004917154	807.1985125555482	734.874434035906	820.1598169150926
BRDN0007693599	Zfp182	896.3125057984657	937.2437203265365	914.1722535624293	1125.748117127278	1199.9848353244543	1199.8955460998818
BRDN0007693598	Zfp182	1076.203998190298	1074.7142790445748	1072.1645020462147	912.3508092102938	786.9667989802234	778.5449424838829
BRDN0007696446	Zfp169	866.7499178879199	912.1935296268051	951.0717589648924	884.5163777428612	831.617397503924	814.9579576111914
BRDN0007694791	Zdhhc8	998.8380766371674	1028.2797792109263	1068.0068112966414	1687.0758183871706	1745.0942256346327	1624.7140559184816
BRDN0007694790	Zdhhc8	932.1650060304044	834.5990364837346	902.7386040011028	770.0859372656379	682.7820690915887	728.260302546171
BRDN0007694789	Zdhhc8	623.95930228216	675.7441686317793	654.8362930577947	555.1422720449076	429.7620107906185	518.4519772888218
BRDN0007694788	Zdhhc8	1224.0169377430277	1362.4859819610015	1345.5326688306593	1575.7380925174398	1486.4928425182	1439.181074079338
BRDN0007694787	Zdhhc8	806.9957508346888	933.5778387607221	859.6025624742798	689.6753574708323	623.2479377266545	665.8379908993563
BRDN0007694786	Zdhhc8	1217.0980341894956	991.6209635527828	1061.7702751722816	1077.8110407111437	1069.7539229636607	997.0230332477341
BRDN0007694785	Zdhhc15	742.8386451564828	733.7872934238399	774.3699021080271	771.6322945693842	747.8975252719854	745.5998335591751
BRDN0007694784	Zdhhc15	659.1828112819594	693.462596199882	658.4742724636714	278.34431467432694	249.2991750906618	272.23063690416393
BRDN0007694783	Zdhhc15	1335.3483858316793	1408.309501533681	1334.0990192693325	1892.7413397854232	1839.9767474974965	1846.6600528849337
BRDN0007694782	Zdhhc15	622.0723285857422	694.6845567218201	662.112251869548	742.2515057982051	705.107368353439	736.930068052673
BRDN0007694781	Zdhhc15	622.7013198178814	681.8539712414698	710.9651181770342	859.774660882921	1015.8011164141891	979.6835022347301
BRDN0007694780	Zdhhc15	517.0307928184834	522.3881231285454	594.5497771889819	343.29132143166987	411.15759473907656	379.7357291847892
BRDN0007693597	Zc3hc1	1000.7250503335853	951.9072465897939	967.7025219631855	872.1455193128911	997.1967003626472	877.380269258006
BRDN0007693596	Zc3hc1	952.9217166910005	1030.7237002548025	958.3477177766456	1484.5030115964103	1640.909495745998	1629.9159152223829
BRDN0007693595	Zc3hc1	638.4261006213633	562.7128203525033	546.2166222251923	561.3277012598927	496.7379085761694	494.17663387061606
BRDN0007693594	Zc3hc1	787.4970226383713	777.7778722136121	781.6458609197804	899.9799507803237	879.988879237933	886.0500347645082
BRDN0007693593	Zc3hc1	907.0053567448334	943.3535229362271	919.8890783430926	1639.1387419710366	1648.3512621666146	1612.5763842093788
BRDN0007693592	Zc3hc1	835.9293475130954	833.9880562227655	772.8107680769372	910.8044519065476	861.3844631863911	991.821173943833
BRDN0007696285	Zc3hav1	1083.7518929759694	1069.8264369568224	1116.339966260431	1036.0593935099948	1136.7298207492117	1132.271375149166
BRDN0007696284	Zc3hav1	879.3297425307054	801.6061023914054	900.6597586263161	972.6587440563981	978.5922843111052	988.3532677412321
BRDN0007696283	Zc3hav1	1262.3854029035233	1274.504824381457	1354.3677616735024	1499.966584633873	1432.5400359687283	1505.0712919287535
BRDN0007696282	Zc3hav1	653.5218901927059	654.9708397588313	658.4742724636714	514.9369821475049	478.13349252462746	509.78221178231973
BRDN0007696281	Zc3hav1	961.7275939409503	914.6374506706813	979.6558828682088	1203.0659823145909	1257.6585250842343	1286.5932011649022
BRDN0007696280	Zc3hav1	856.0570669415522	889.5872599709498	873.115057410393	879.8773058316224	894.8724120791666	870.4444568528045
BRDN0007696279	Zc3h14	469.22745917589856	591.4288926180491	518.1522096655725	296.9006023192821	245.57829188035342	265.2948244989623
BRDN0007696278	Zc3h14	1146.6510161898968	1182.8577852360982	1077.881326826878	997.4004609163383	1056.7308317275813	1049.0416262867464
BRDN0007696277	Zc3h14	746.6125925493185	713.6249448118609	765.0150979214872	613.9038495872655	593.4808720441874	560.0668517200315
BRDN0007696276	Zc3h14	374.24978312286817	446.0155905074131	419.9267657069033	443.8045461751768	411.15759473907656	409.21293190689613
BRDN0007696275	Zc3h14	949.776760530304	875.5347139686615	1010.8385634900086	1042.2448227249797	1093.9396638306653	962.3439712217261
BRDN0007696274	Zc3h14	1359.2500526529716	1407.698521272712	1511.3205874698945	1302.0328497543517	1244.635433848155	1222.4369364167871
BRDN0007694779	Zbtb8os	849.7671546201594	685.5198528072842	756.180005078644	145.35758655214852	154.41665322779798	145.65206050923422
BRDN0007694778	Zbtb8os	491.24215230077317	529.7198862601741	476.5753021698395	219.58273713196903	267.9035911422037	241.0194810807566
BRDN0007694777	Zbtb8os	398.78044117629986	398.3591301518265	340.9306414650106	125.25494160344712	100.46384667832639	119.6427639897281
BRDN0007694776	Zbtb8os	433.37495894395994	442.3497089415987	464.1022299211196	174.73837532332746	212.09034298757794	176.86321633264154
BRDN0007694775	Zbtb8os	506.3379418721157	529.7198862601741	452.66858035979305	296.9006023192821	338.60037213806305	400.54316640039406
BRDN0007694774	Zbtb8os	532.7555736219653	562.7128203525033	510.35653951012256	134.5330854259247	106.04517149378897	135.24834190143176
BRDN0007696273	Zbtb7a	649.118951567731	579.2092873986679	586.7541070335319	201.0264494870139	226.9738758288115	215.0101845612505
BRDN0007696272	Zbtb7a	1157.3438671362646	1129.091522270821	1092.9529557940812	915.4435238177864	879.988879237933	946.7383933100224
BRDN0007696271	Zbtb7a	417.6501781404781	431.9630445051247	436.5575287051965	179.37744723456626	137.67267878141024	128.31252949623013
BRDN0007696270	Zbtb7a	996.3221117086104	931.1339177168459	1025.9101924572117	856.6819462754285	930.2208025770963	847.9030665358991
BRDN0007696269	Zbtb7a	801.9638209775746	839.4868785714871	829.97901588357	669.5727125221309	613.9457297008836	665.8379908993563
BRDN0007696268	Zbtb7a	983.7422870658248	956.1841084165774	969.7813673379723	938.6388833739803	1047.4286237018105	990.0872208425326
BRDN0007694773	Zbtb34	1168.0367180826322	1118.704857834347	990.5698210858387	1264.9202744644413	1213.0079265605336	1303.9327321779062
BRDN0007694772	Zbtb34	1138.4741301720862	1168.80523923381	1118.4188116352177	1453.5758655214852	1408.3542951017237	1359.4192314195193
BRDN0007694771	Zbtb34	1010.7889100478137	893.8641217977333	858.5631397868865	838.1256586304734	794.4085654008402	915.527237486615
BRDN0007694770	Zbtb34	813.9146543882208	891.4202007538571	860.6419851616731	760.8077934431603	863.2449047915453	756.0035521669776
BRDN0007694769	Zbtb34	793.786934959764	848.0406022250539	809.7102734794001	1261.8275598569487	1311.6113316337057	1257.1159984427952
BRDN0007694768	Zbtb34	764.8533382813574	746.6178789041901	720.3199223635743	719.0561462420113	736.7348756410603	717.8565839383687
BRDN0007696267	Ypel5	677.4235570139983	626.8657477542546	585.7146843461386	609.2647776760267	643.7127953833506	627.6910226707474
BRDN0007696266	Ypel5	918.9561901554796	1049.6640883448433	852.3266036625265	1012.8640339538008	993.4758171523388	983.1514084373309
BRDN0007696265	Ypel5	889.3936022449337	877.3676547515687	816.4665209474567	675.7581417371159	706.9678099585932	684.9114750136608
BRDN0007696264	Ypel5	701.95421506743	746.006898643221	644.4420661838615	816.4766563780257	766.5019413235274	697.0491467227637
BRDN0007696263	Ypel5	1178.1005777968605	1187.1346470628816	1229.6370391863036	1467.4930812552016	1365.5641381831774	1427.043402370235
BRDN0007696262	Ypel5	510.1118892649514	528.4979257382361	556.6108490991255	329.37410569795355	403.7158283184598	365.86410437438593
BRDN0007696261	Xrn1	713.276057245937	641.529274017512	676.6641694930546	394.3211124552965	329.29816411229206	291.30412101846844
BRDN0007696260	Xrn1	900.7154444234407	919.5252927584338	892.3443771271695	980.3905305751293	1023.2428828348059	903.3895657775122
BRDN0007696259	Xrn1	900.0864531913014	838.2649180495489	934.4409959665992	587.6157754235791	628.8292625421171	544.4612738083279
BRDN0007696258	Xrn1	747.8705750135971	830.9331549179202	868.437655317123	380.40389672158017	424.1806859751559	353.7264326652831
BRDN0007696257	Xrn1	1342.2672893852111	1284.280508556962	1271.2139466820365	1161.3143351134418	1252.0772002687715	1194.6936867959805
BRDN0007696256	Xrn1	700.0672413710122	698.9614185486035	759.8179844845206	536.5859843999525	526.5049742586365	534.0575552005255
BRDN0007696431	Xrcc5	990.661190619357	991.6209635527828	985.8924189925688	584.5230608160866	751.6184084822938	615.5533509616446
BRDN0007696255	Xrcc5	587.4778108180822	526.6649849553288	685.4992623358978	640.191923750952	680.9216274864344	672.773803304558
BRDN0007696254	Xrcc5	1105.766586100844	1091.2107460907393	1172.9885027233672	635.5528518397132	586.0391056235707	445.62594703420467
BRDN0007696253	Xrcc5	589.3647845144999	635.4194714078213	570.6430553789354	428.34097313771423	494.8774669710152	442.15804083160384
BRDN0007696252	Xrcc5	827.1234702631456	812.6037470888484	898.5809132515294	647.9237102696833	731.1535508255977	664.104037798056
BRDN0007696251	Xrcc5	966.1305325659253	965.3488123311132	1050.3366256109548	715.9634316345188	768.3623829286815	821.8937700163931
BRDN0007696250	Xrcc5	885.619654852098	981.2342991163088	1045.1395121739884	845.8574451492046	755.3392916926022	742.1319273565744
BRDN0007696249	Xrcc3	440.29386249749194	362.92227501562104	427.7224358623532	179.37744723456626	139.53312038656443	135.24834190143176
BRDN0007696248	Xrcc3	649.118951567731	710.5700435070156	677.7035921804479	324.7350337867148	340.4608137432172	317.31341753797454
BRDN0007696247	Xrcc3	962.3565851730896	965.9597925920823	995.2472231791087	343.29132143166987	306.9728648504418	416.14874431209773
BRDN0007696246	Xrcc3	359.15399355152556	346.42580796945646	404.8551367397001	119.06951238846209	65.11545618039673	74.55998335591751
BRDN0007696245	Xrcc3	700.6962326031514	706.2931816802322	627.8113031855682	494.83433719880344	548.8302735204868	485.50686836411404
BRDN0007696244	Xrcc3	1065.5111472439305	924.4131348461863	1072.1645020462147	456.1754046051469	396.274061897843	417.88269741339815
