sgRNA	Gene	AR2466_BM	AR2467_BM	AR2468_BM	AR2469_BM	AR2480_BM	AR2481_BM	AR2482_BM	AR2483_BM
BRDN0007693647	Zfp973	863.8681736494419	734.1368407360117	720.4704688573645	811.1141127841398	954.5468247005592	749.0933142001736	3004.9889981444485	622.9255009919814
BRDN0007693646	Zfp973	209.2542414199077	293.3076266770354	230.1502886627692	943.6270323544936	229.18574751473824	498.54333197622475	172.30441503121838	415.28366732798764
BRDN0007693645	Zfp968	1590.7025962805371	536.2843588355263	449.29338960688426	271.7780898194516	766.709021325078	539.4494515229919	662.6335503771999	356.4992212678615
BRDN0007693644	Zfp968	96.29398720208141	282.8943381559572	103.06730318376187	7.596282013587158	48.43616313455808	20.45305977338358	138.82812868229595	42.666130204930234
BRDN0007693643	Zfp968	267.5861759750147	393.10164167070127	469.3064581862555	105.50391685537718	83.877258111064	29.401273424238894	163.44304511532715	86.2803966366367
BRDN0007693642	Zfp968	186.10664834248428	336.69632884819447	185.12088435918395	340.9886592765791	29.53424581375493	681.3425537008404	187.0733648910371	391.58026165858195
BRDN0007693641	Zfp968	212.0319525891985	434.754795755014	285.1862272560401	254.05343178774828	825.7775129525878	38.34948707509421	41.35305960749241	74.90276191532197
BRDN0007693640	Zfp968	825.9061210024676	271.6132755914559	513.3352090608722	530.051678281415	5.906849162750985	1335.840466449115	806.384662346102	281.59645935253957
BRDN0007693639	Zfp967	574.0603083201007	429.5481514944749	258.168584673889	587.4458090507402	537.5232738103397	166.18111065874157	770.9391826825371	111.88007475959483
BRDN0007693638	Zfp967	51.85060849342845	51.198668561967715	67.04377974089364	19.412720701389404	10.632328492951775	51.13264943345895	49.229832866062395	15.170179628419639
BRDN0007693637	Zfp967	212.95785631229543	162.27374612013497	155.10128149012706	67.5225067874414	198.47013186843313	193.02575161130753	234.334004442457	447.52029903837933
BRDN0007693636	Zfp967	18.518074461938735	41.65315408431272	268.17511896357456	183.9988309957778	28.352875981204733	162.34616195123215	506.0826818631214	4.740681133881138
BRDN0007693635	Zfp967	579.6157306586824	779.2610909940171	895.5848189268628	339.30059660689307	971.086002356262	180.2425892529428	1414.8653965706333	394.42467033891063
BRDN0007693634	Zfp967	316.65907329915234	128.43055842663088	405.26463873226754	36.29334739824975	131.13205141307188	16.618111065874157	27.56870640499494	509.14915377883415
BRDN0007693633	Zfp966	839.7946768489215	522.3999741407554	636.4155808240052	867.664212218622	1571.2218772917622	850.080296831255	1108.655836143725	804.0195203062409
BRDN0007693632	Zfp966	529.6169296114477	1388.4384694770906	701.4580537069618	579.00549570231	1553.5013298035092	93.31708521606258	586.8196077634638	266.4262797241199
BRDN0007693631	Zfp966	922.200108204549	115.41394777528316	132.08625262385016	191.59511300936498	16.53917765570276	5.113264943345895	2208.4503023715592	52.14749247269251
BRDN0007693630	Zfp966	142.58917335692826	243.84450620191404	358.2339275707451	785.7931727388493	374.49423691841247	143.17141841368505	734.509106361651	223.76014951918967
BRDN0007693629	Zfp966	109.25663932543853	111.94285160159043	160.1045486349699	204.25558303201024	57.88712179495966	178.9642730171063	59.075799439274874	169.7163845929447
BRDN0007693628	Zfp966	400.9163121009736	71.1574715607009	503.32867477118657	84.40313348430175	1030.154493983772	5.113264943345895	111.25942227730101	133.68720797544808
BRDN0007693627	Zfp965	551.8386189657742	329.754136500809	611.3992450997913	449.0246701364853	3448.4185412140255	690.2907673516958	356.42398995029174	673.1767210111215
BRDN0007693626	Zfp965	444.4337870865296	56.40531282250681	86.05619489129631	579.00549570231	127.58794191542128	177.68595678126985	81.72152255766358	221.8638770656372
BRDN0007693625	Zfp965	294.43738394482585	792.2777016453648	1028.6717249796816	217.76008438949853	197.2887620358829	1654.1412091723969	1037.7648768165952	832.4636071095277
BRDN0007693624	Zfp965	1140.713386855426	213.47241468210268	209.13656665442943	142.64129558846997	1169.5561342246951	355.3719135625397	334.7628634892243	370.72126466950493
BRDN0007693623	Zfp965	449.98920942511126	369.67174249827536	563.3678805093003	752.8759506799717	2039.0443309816403	942.1190658114812	723.6785431311172	446.5721628116031
BRDN0007693622	Zfp965	128.7006175104742	731.5335186057422	304.1986424064428	400.91488405043333	171.29862571977858	213.4788113846911	81.72152255766358	219.01946838530853
BRDN0007696444	Zfp948	218.51327865087706	367.06842036800583	60.03920573811371	318.1998132358176	441.8323173737737	292.73441800655246	442.08389913724034	493.0308379236383
BRDN0007693621	Zfp936	248.14219778997904	598.7640899619953	124.08102519210166	201.72348902748118	166.5731463895778	320.8573751949549	376.1159230967167	123.25770948090957
BRDN0007693620	Zfp936	617.5777833056568	169.21593846752043	476.3110321890354	222.82427239855662	367.4060179231113	80.53392285769785	438.14551250795535	328.0551344645747
BRDN0007693619	Zfp936	1073.1224150693497	339.299650978464	622.4064328184454	453.24482681070043	500.90080900128356	2646.1146081815004	3618.392715655586	351.7585401339804
BRDN0007693618	Zfp936	1591.6285000036341	413.06044466943445	196.1280720778381	453.24482681070043	2458.43062153696	80.53392285769785	458.8220423117015	488.29015678975713
BRDN0007693617	Zfp936	200.92110791203527	216.07573681237224	42.027444016679596	305.53934321317234	245.724925170441	23.009692245056527	1072.2257598228389	36.97731284427287
BRDN0007693616	Zfp936	94.44217975588754	287.2332083730731	233.1522489496749	119.85244954770849	542.2487531405404	310.63084530826313	106.33643899069477	140.32416156288167
BRDN0007693615	Zfp866	161.107247818867	142.3149431214018	208.13591322546085	90.31135282820287	607.2240939308014	93.31708521606258	363.3161665515405	120.41330080058088
BRDN0007693614	Zfp866	362.02835573090226	249.05115046245314	306.19994926437994	556.2166496615486	304.79341679795084	1123.6399713002604	608.4807342245313	559.4003737979742
BRDN0007693613	Zfp866	85.18314252491818	228.22457342029676	517.3378227767464	450.71273280617135	839.9539509431902	857.7501942462738	521.8362283802614	116.62075589347597
BRDN0007693612	Zfp866	391.65727487000424	334.96078076134813	1183.7730064698087	909.0217476259298	558.7879307962432	915.2744248589152	1176.5930054988912	1405.137888082369
BRDN0007693611	Zfp866	112.96025421782628	38.182057910619996	148.09670748734715	146.01742092784204	75.60766928321262	35.79285460342126	38.39926963552867	381.15076316404344
BRDN0007693610	Zfp866	264.8084648057239	365.3328722811595	346.2260864231224	157.8338596156443	2121.740219260154	4353.945099259029	127.01296879444098	388.73585297825326
BRDN0007696303	Zfp787	50.924704770331516	426.94482936420536	166.10846920878126	270.9340584846086	329.602183281505	145.728050885358	250.08755095959697	80.59157927597933
BRDN0007696302	Zfp787	736.0934598620647	298.5142709375745	653.4266891164708	303.00724920864326	120.4997229201201	573.9639898905767	393.83866292849916	669.3841761040165
BRDN0007696301	Zfp787	360.17654828470836	183.9680972057145	288.1881875429458	68.36653812228442	134.67616091072247	242.88008480893	510.0210684924064	164.02756723228734
BRDN0007696300	Zfp787	455.54463176369285	62.479731126469076	793.5181691720695	135.8890449097258	288.2542391422481	392.4430844017974	344.60883006243677	202.90115253011268
BRDN0007696299	Zfp787	1372.18931762966	1045.667722324934	710.4639345676788	387.41038269294506	4000.1182530149676	671.1160238141487	1599.9695681470278	433.2982556367359
BRDN0007696298	Zfp787	151.84821058789763	150.99268355563362	91.05946203613912	643.9959084852223	173.66136538487896	48.576016961786	384.9772930126079	268.3225521776724
BRDN0007694809	Zfp780b	729.6121338003861	349.7129394995422	113.07383747344748	427.07985543056685	90.96547710636519	21.731376009220053	55.13741280998988	252.2042363224765
BRDN0007694808	Zfp780b	166.66267015744862	100.66178903708906	292.19080125882004	117.32035554317943	463.0969743596773	44.74106825427658	159.50465848604216	225.65642197274212
BRDN0007694807	Zfp780b	211.10604886610156	596.1607678317258	492.3214870525324	416.1074480776076	860.0372380965435	155.95458077204978	396.7924529004629	279.7001868989871
BRDN0007694806	Zfp780b	583.3193455510701	721.9880041280871	545.3561187878662	327.4841579190908	231.54848717983865	1150.4846122528263	378.0851164113592	784.1086595439401
BRDN0007694805	Zfp780b	312.9554584067646	221.28238107291133	442.28881560410434	248.98924377869017	148.85259890132482	874.368305312148	641.9570205734536	332.7958155984558
BRDN0007694804	Zfp780b	194.4397818503567	299.38204498099765	676.4417179827478	335.92447126752097	908.4734012311015	2547.684258022092	606.5115409098887	86.2803966366367
BRDN0007696297	Zfp638	449.98920942511126	166.61261633725087	202.13199265164948	586.6017777158971	1306.595034800518	74.14234167851548	344.60883006243677	167.82011213939225
BRDN0007696296	Zfp638	382.39823763903485	562.3175801382217	772.5044471637298	81.8710394797727	206.7397206962845	309.35252907242665	832.9687720937757	173.50892950004962
BRDN0007696295	Zfp638	683.3169476455392	182.23254911886815	679.4436782696534	424.5477614260378	137.03890057582288	563.7374600038848	366.2699565235042	1580.543090035971
BRDN0007696294	Zfp638	69.44277923227025	53.80199069223726	172.11238978259263	105.50391685537718	34.25972514395572	380.93823827926917	537.5897748974014	355.5510850410853
BRDN0007696293	Zfp638	304.62232489889215	796.6165718624808	164.10716235084413	217.76008438949853	70.88218995301183	3.834948707509421	849.7069152682369	163.0794310055111
BRDN0007696292	Zfp638	253.69762012856066	503.30894518544534	138.09017319766153	100.43972884631908	60.24986146006005	66.47244426349663	30.522496376958685	70.16208078144084
BRDN0007696438	Zfp62	485.17355090279483	358.39067993377404	503.32867477118657	270.0900271497656	128.7693117479715	1191.3907317995934	1796.8888996112773	121.36143702735711
BRDN0007693609	Zfp60	138.8855584645405	141.4471690779786	23.01502886627692	167.96223563376049	33.07835531140552	74.14234167851548	232.3648111278145	219.01946838530853
BRDN0007693608	Zfp60	117.58977283331096	84.17408221204862	416.2718264509217	427.92388676540986	151.21533856642523	884.5948351988397	308.1787537415506	249.35982764214782
BRDN0007693607	Zfp60	1053.678436884314	574.4664167461463	946.6181438042595	719.9587286210939	1157.7424358991932	457.6372124294576	1079.1179364240877	1702.8526632901044
BRDN0007693606	Zfp60	577.7639232124885	461.65579110113265	864.5645626288374	257.42955712712035	2034.3188516514394	246.71503351643943	220.54965123995953	359.3436299481902
BRDN0007693605	Zfp60	607.3928423515905	369.67174249827536	218.14244751514647	707.2982585984487	46.07342346945769	392.4430844017974	163.44304511532715	384.94330807114835
BRDN0007693604	Zfp60	361.1024520078053	261.1999870703777	223.14571465998927	178.93464298671972	21.26465698590355	1130.0315524794428	665.5873403491636	149.80552383064395
BRDN0007694803	Zfp592	73.146394124658	35.57873578035045	65.04247288295652	41.35753540730786	57.88712179495966	209.6438626771817	49.229832866062395	50.25122001914006
BRDN0007694802	Zfp592	87.03494997111206	111.94285160159043	78.05096745954782	158.6778909504873	25.990136316104337	10.22652988669179	70.89095932712985	89.12480531696538
BRDN0007694801	Zfp592	380.546430192841	332.3574586310786	170.1110829246555	130.82485690066773	96.87232626911616	764.4331090302113	14.768949859818719	48.3549475655876
BRDN0007694800	Zfp592	371.2873929618716	300.24981902442084	81.0529277464535	71.74266346165649	522.1654659871871	99.70866639524495	16.738143174461214	23.703405669405686
BRDN0007694799	Zfp592	279.62292437527486	119.75281799239907	409.2672524481418	140.10920158394092	73.24492961811222	0.0	166.3968350872909	345.1215865465468
BRDN0007694798	Zfp592	497.210299303055	552.7720656605667	161.10520206393846	28.697065384662594	539.8860134754401	5.113264943345895	18.70733648910371	1083.719707205228
BRDN0007696291	Zfp36l2	1327.745938921007	787.9388314282489	3579.3373154205456	69.21056945712743	140.58301007347345	4118.734911865118	1415.8499932279544	643.7844979810584
BRDN0007696290	Zfp36l2	3107.3328947133195	1100.3374870605944	2462.6080886916307	765.5364207026169	1242.8010638428075	484.48185338202353	3675.4993217802185	1151.9855155331163
BRDN0007696289	Zfp36l2	1297.1911160588083	1023.1055971959312	1462.9553131520374	3549.1517630148887	1096.311204606583	4095.7252196200616	1168.7162322403212	858.0632852324858
BRDN0007696288	Zfp36l2	409.24944560884603	805.2943122967125	559.365266793426	661.7205665169257	780.8854593156804	3525.5961784369943	685.2792734955885	635.2512719400723
BRDN0007696287	Zfp36l2	2186.0586902318673	2592.908841748467	3961.5869252865364	1340.3217597307118	1445.9966750414412	213.4788113846911	2980.3740817114176	2003.4118471781685
BRDN0007696286	Zfp36l2	1291.6356937202268	336.69632884819447	230.1502886627692	386.566351358102	197.2887620358829	24.288008480893	3523.871436552746	389.6839892050295
BRDN0007694797	Zfp316	1302.74653839739	551.9042916171435	489.31952676562673	358.71331730828246	493.8125900059824	141.8931021778486	151.62788522747218	464.58675112035144
BRDN0007694796	Zfp316	439.8042684710449	673.3926576963889	653.4266891164708	374.74991267029975	555.2438212985926	129.10993981948386	387.9310829845717	109.98380230604238
BRDN0007694795	Zfp316	913.8669746966765	1101.2052611040176	678.4430248406849	326.64012658424775	259.9013631610434	1213.1221078088136	613.4037175111374	722.4798048034853
BRDN0007694794	Zfp316	927.7555305431306	965.8325103300011	726.4743894311758	927.5904369924763	656.8416268979096	820.6790234070161	2511.7060728265033	522.4230609537013
BRDN0007694793	Zfp316	221.29098982016788	176.1581308149059	252.16466410007757	632.1794697974201	1731.888174518589	595.6953658997967	124.05917882247724	1187.0665559238369
BRDN0007694792	Zfp316	162.95905526506087	103.26511116735861	133.08690605281873	262.49374513617846	228.00437768218805	3531.987759616177	263.87190416209444	162.13129477873488
BRDN0007693603	Zfp182	871.2754034342174	579.6730610066853	228.1489818048321	427.07985543056685	2339.1122684493903	1301.3259280815303	95.50587576016105	306.24800124872144
BRDN0007693602	Zfp182	43.51747498555603	131.03388055690044	505.3299816291237	283.59452850725387	16.53917765570276	61.35917932015074	26.584109747673693	164.97570345906357
BRDN0007693601	Zfp182	724.9826151849014	640.417244046308	460.3005773255384	893.8291835987555	877.7577855847965	222.42702503554642	504.1134885484789	691.1913093198698
BRDN0007693600	Zfp182	430.54523124007557	761.0378360821303	423.2764004537016	285.28259117693995	1203.8158593686508	1398.4779620051022	72.86015264177234	237.03405669405686
BRDN0007693599	Zfp182	636.0958577675955	183.9680972057145	324.211710985814	232.95264841667284	355.59231959760933	1297.4909793740208	463.74502559830773	369.7731284427287
BRDN0007693598	Zfp182	270.3638871443055	1157.6105739265242	312.2038698381913	513.1710515845547	327.2394436164046	57.52423061264132	475.5601854861627	3282.4476170992994
BRDN0007696446	Zfp169	522.2096998266722	327.1508143705395	545.3561187878662	158.6778909504873	121.68109275267031	479.36858843867765	874.3218317012681	132.73907174867185
BRDN0007694791	Zdhhc8	1329.5977463672011	747.1534513873594	824.5384254700949	246.4571497741611	556.4251911311428	706.9088784175699	1220.8998550783474	970.8914962188569
BRDN0007694790	Zdhhc8	221.29098982016788	166.61261633725087	363.2371947155879	510.6389575800256	145.30848940367426	147.00636712119447	277.6562573645919	21.80713321585323
BRDN0007694789	Zdhhc8	257.4012350209484	157.93487590301905	199.13003236474378	91.1553841630459	29.53424581375493	464.02879360863994	88.61369915891231	128.94652684156694
BRDN0007694788	Zdhhc8	635.1699540444986	691.6159126082757	507.3312884870608	738.5274179876403	335.509032444256	2601.373539927224	978.6890773773205	951.9287716833323
BRDN0007694787	Zdhhc8	260.17894619023923	157.06710185959588	174.11369664052975	458.3090148197585	238.6367061751398	313.18747777993605	651.802987146666	259.7893261366863
BRDN0007694786	Zdhhc8	404.61992699336133	471.20130557878764	309.2019095512856	589.9779030552693	307.1561564630513	926.7792709814435	397.77704955778415	416.23180355476387
BRDN0007694785	Zdhhc15	302.7705174526983	290.70430454676585	648.423421971628	270.0900271497656	394.5775240717658	346.42369991168437	91.56748913087606	404.85416883344914
BRDN0007694784	Zdhhc15	428.69342379388166	183.9680972057145	65.04247288295652	36.29334739824975	40.1665743067067	24.288008480893	207.7498946947833	127.05025438801448
BRDN0007694783	Zdhhc15	520.3578923804785	780.1288650374403	512.3345556319036	944.4710636893366	988.806549844515	401.39129805265276	470.6372021995565	182.04215554103567
BRDN0007694782	Zdhhc15	287.9560578831473	827.8564374257153	393.2567975846448	278.53034049819576	610.7682034284519	162.34616195123215	57.10660612463238	95.76175890439897
BRDN0007694781	Zdhhc15	179.6253222808057	338.43187693504086	556.3633065065203	421.1716360866657	298.88656763519987	1399.7562782409386	346.57802337707926	220.91574083886098
BRDN0007694780	Zdhhc15	228.69821960494338	59.008634952776355	180.11761721434112	132.51291957035374	516.2586168244361	164.90279442290512	43.32225292213491	274.959505765106
BRDN0007693597	Zc3hc1	324.06630308392783	954.5514477654998	404.26398530329897	211.8518650455974	760.802172162327	905.0478949722234	1194.3157453306737	1101.7342955139763
BRDN0007693596	Zc3hc1	634.2440503214017	673.3926576963889	605.3953245259798	491.2262368786362	283.5287598120473	1651.584576700724	268.7948874487007	706.3614889482894
BRDN0007693595	Zc3hc1	137.03375101834663	169.21593846752043	88.05750174923344	335.08043993267796	637.9397095771064	1.2783162358364737	120.12079219319224	37.9254490710491
BRDN0007693594	Zc3hc1	136.10784729524968	161.40597207671178	67.04377974089364	829.6828021506863	187.83780337548134	186.63417043212516	593.7117843647125	164.02756723228734
BRDN0007693593	Zc3hc1	403.6940232702644	410.4571225391649	620.4051259605083	156.98982828080125	83.877258111064	299.1259991857348	1774.2431764928888	167.82011213939225
BRDN0007693592	Zc3hc1	2113.8381998303066	564.0531282250681	557.3639599354889	64.99041278291234	1946.897484042725	701.7956134742241	581.8966244768575	654.2139964755969
BRDN0007696285	Zc3hav1	768.5000901704575	261.1999870703777	1172.7658187511545	839.8111781688024	1449.5407845390919	4924.074140442097	1201.2079219319226	562.2447824783029
BRDN0007696284	Zc3hav1	291.65967277553506	345.3740692824263	1186.7749667567143	138.42113891425487	215.0093095241359	207.08723020550875	307.19415708422935	407.6985775137778
BRDN0007696283	Zc3hav1	308.3259397912799	759.3022879952839	338.2208589913739	1116.6534559973122	537.5232738103397	398.8346655809798	316.0555270001206	481.65320320232354
BRDN0007696282	Zc3hav1	233.32773822042805	335.8285548047713	418.27313330885886	228.73249174245774	112.23013409226873	85.64718780104374	508.0518751777639	121.36143702735711
BRDN0007696281	Zc3hav1	362.95425945399916	839.1374999902166	166.10846920878126	704.7661645939196	239.81807600769002	1893.1863452738176	634.0802473148836	1095.0973419265426
BRDN0007696280	Zc3hav1	657.3916433988251	847.8152404244485	455.2973101806956	583.2256523765251	541.0673833079903	446.1323663069293	418.4535793615304	1175.6889212025221
BRDN0007696279	Zc3h14	13.88855584645405	53.80199069223726	243.1587832393605	18.568689366546387	46.07342346945769	249.27166598811237	300.30198048298064	138.42788910932921
BRDN0007696278	Zc3h14	351.84341477683597	966.7002843734243	313.20452326715986	529.207646946572	152.39670839897542	567.5724087113944	319.0093169720843	1484.7813311315722
BRDN0007696277	Zc3h14	234.253641943525	137.97607290428587	544.3554653588976	563.8129316751357	81.5145184459636	657.0545452199475	115.197808906586	420.0243484618688
BRDN0007696276	Zc3h14	62.961453170591696	169.21593846752043	122.07971833416454	16.88062669686035	122.8624625852205	25.566324716729476	92.5520857881973	155.4943411913013
BRDN0007696275	Zc3h14	514.8024700418968	543.2265511829117	729.4763497180816	109.72407352959227	966.3605230260613	1186.2774668562477	115.197808906586	1042.0017132270739
BRDN0007696274	Zc3h14	1966.6195078578935	1002.2790201537748	308.20125612231703	789.1692980782213	1438.9084560461401	2358.493455118294	449.9606723958103	252.2042363224765
BRDN0007694779	Zbtb8os	64.81326061678557	140.57939503455543	139.09082662663008	102.97182285084814	11.81369832550197	281.2295718840242	17.722739831782462	67.31767210111215
BRDN0007694778	Zbtb8os	116.66386911021402	150.99268355563362	106.06926347066755	6.75225067874414	2.3627396651003942	121.440042404465	1031.8572968726678	21.80713321585323
