sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007695795	Pou2af1	631.31/581.45/565.09	5035.1/1743.4/2276.8/1694.1	581.45	2010.1	1.7878	1376.8	3600.8	23.808	1	1.3851e-125	2.7702e-125	6.1371e-123	True
BRDN0007695716	Nosip	417.95/444.32/440.7	1637.8/711.02/5477.8/1623.7	440.7	1630.7	1.8853	265.36	2570.8	23.471	1	4.0256e-122	8.0513e-122	1.7221e-119	True
BRDN0007692536	Pkn1	941.28/804.1/890.31	2696.1/2917.6/2679.9/1750.9	890.31	2688	1.5931	5015	6052.4	23.107	1	1.9606e-118	3.9213e-118	8.1078e-116	True
BRDN0007693741	Arl15	806.96/808.53/724.73	2439.6/8422.8/2015.4/2322.1	806.96	2380.9	1.5597	3382.3	5368.3	21.481	1	1.1659e-102	2.3319e-102	4.666e-100	True
BRDN0007692467	Pak2	980.03/955/975.22	2574.3/3047.5/1661.2/2822.9	975.22	2698.6	1.4675	216.13	6764.5	20.954	1	8.61e-98	1.722e-97	3.338e-95	True
BRDN0007693024	Skil	1065.8/1015.5/988.39	2493.2/2109.1/3423.6/3020.5	1015.5	2756.8	1.44	1633.3	7106.9	20.656	1	4.2757e-95	8.5514e-95	1.6074e-92	True
BRDN0007692222	Ncor1	945.93/875.37/850.83	2649/2081.8/2396.5/2509.9	875.37	2453.2	1.4857	2790.8	5928.7	20.492	1	1.2647e-93	2.5294e-93	4.6147e-91	True
BRDN0007693514	Vmn1r179	1277.6/1190.9/1218.5	3864.8/3497/2526.4/2750.5	1218.5	3123.8	1.3575	2127.1	8881.1	20.217	1	3.4571e-91	6.9142e-91	1.2254e-88	True
BRDN0007692466	Pak2	980.03/991.37/926.82	5104.9/2844.1/2008.6/2357.3	980.03	2600.7	1.4071	1479.8	6805.3	19.646	1	3.1385e-86	6.2769e-86	1.0816e-83	True
BRDN0007695973	Setd5	788.36/702.85/732.37	2709.1/2071.5/2099.7/1418.3	732.37	2085.6	1.5086	2003.2	4769.5	19.595	1	8.5456e-86	1.7091e-85	2.8653e-83	True
BRDN0007692218	Ncor1	942.32/966.79/958.24	2077.7/2562.1/2727.1/2509.9	958.24	2536	1.4031	163.33	6620.9	19.39	1	4.6903e-84	9.3806e-84	1.5313e-81	True
BRDN0007691093	Capzb	507.84/543.11/509.9	2108.5/1517.8/979.87/1625.7	509.9	1571.7	1.6221	553.67	3069.3	19.166	1	3.5645e-82	7.1291e-82	1.1339e-79	True
BRDN0007693025	Skil	776.48/762.33/750.2	1413.8/1804.9/4319.2/2345.6	762.33	2075.2	1.4436	173.67	5008.3	18.552	1	3.9375e-77	7.8751e-77	1.2212e-74	True
BRDN0007695230	C2cd5	1120/1094.1/1139.1	2965.5/2539.8/2234.6/2987.2	1120	2752.7	1.2965	518.36	8011.5	18.24	1	1.2316e-74	2.4631e-74	3.7265e-72	True
BRDN0007696825	BRDN0007696825_NegCtrl	633.89/684.67/730.67	2024.1/2839/1118.2/1739.1	684.67	1881.6	1.4572	2347.3	4393.6	18.058	1	3.4255e-73	6.851e-73	1.0118e-70	True
BRDN0007691194	Cela3a	1018.8/1036.1/970.55	1665.4/2844.1/2452.2/2527.5	1018.8	2489.9	1.2884	1312.7	7135.4	17.415	1	3.1689e-68	6.3379e-68	9.1427e-66	True
BRDN0007695796	Pou2af1	545.04/624.7/534.95	1483.6/1507.5/1863.6/727.73	545.04	1495.5	1.4546	3224.4	3328.3	16.476	1	2.7486e-61	5.4971e-61	7.7497e-59	True
BRDN0007692046	Maea	1042/1058.2/1147.2	1232/2427/2472.4/3094.8	1058.2	2449.7	1.2102	4087.9	7474.3	16.096	1	1.3714e-58	2.7428e-58	3.7808e-56	True
BRDN0007696287	Zfp36l2	903.05/946.15/951.02	2561.4/2459.5/2027.2/1860.4	946.15	2243.4	1.2446	940.43	6519	16.066	1	2.1956e-58	4.3911e-58	5.9213e-56	True
BRDN0007694637	Tns3	1204.2/1054.8/1019.8	2645.8/2223.6/2880.6/2032.6	1054.8	2434.7	1.206	11783	7444.6	15.993	1	7.1206e-58	1.4241e-57	1.8795e-55	True
BRDN0007690923	Apobec3	1026.5/1071.5/1009.6	3428.1/2815/1919.3/1870.2	1026.5	2367.1	1.2046	1153.5	7201.8	15.797	1	1.6227e-56	3.2453e-56	4.1939e-54	True
BRDN0007692756	Rap2c	1013.1/1057.2/1103.9	2537/1008.4/2496/2343.6	1057.2	2419.8	1.1939	2061.4	7465.8	15.77	1	2.5048e-56	5.0095e-56	6.3417e-54	True
BRDN0007696268	Zbtb7a	808/769.21/792.24	1933.2/2654.4/925.9/1930.8	792.24	1932	1.285	389.37	5249	15.732	1	4.5653e-56	9.1306e-56	1.1327e-53	True
BRDN0007695971	Setd5	569.83/643.38/650.43	2067.9/1581/963/1705.9	643.38	1643.4	1.3516	2729.5	4073	15.67	1	1.2151e-55	2.4303e-55	2.9559e-53	True
BRDN0007696289	Zfp36l2	949.03/997.76/908.99	2321.1/1102.4/2086.2/2729	949.03	2203.7	1.2145	1988.7	6543.3	15.51	1	1.4759e-54	2.9518e-54	3.5212e-52	True
BRDN0007692416	Olfr456	695.37/766.75/785.87	2355.2/1967.3/365.97/1756.7	766.75	1862	1.2789	2730.1	5043.8	15.422	1	5.8394e-54	1.1679e-53	1.3669e-51	True
BRDN0007691864	Ing5	697.96/705.31/726	1921.8/900.74/2082.9/1551.3	705.31	1736.6	1.2987	241.16	4555.5	15.279	1	5.2555e-53	1.0511e-52	1.2074e-50	True
BRDN0007691248	Cnot8	906.15/837.03/926.4	2504.6/2080.1/2108.1/1919.1	906.15	2094.1	1.2076	2593.7	6184.1	15.106	1	7.3468e-52	1.4694e-51	1.6572e-49	True
BRDN0007691351	Cx3cr1	804.38/826.71/788.84	2340.6/3016.7/1332.3/1477	804.38	1908.8	1.2457	370.13	5347.3	15.103	1	7.7252e-52	1.545e-51	1.7114e-49	True
BRDN0007692647	Prdm9	679.87/734.31/708.17	1324.5/1365.6/3513/2081.5	708.17	1723.6	1.282	741.98	4578.1	15.007	1	3.3112e-51	6.6225e-51	7.2069e-49	True
BRDN0007693026	Skil	757.37/815.9/808.37	2444.5/1818.6/1526.3/1995.4	808.37	1907	1.2372	1329	5379.7	14.978	1	5.0779e-51	1.0156e-50	1.0861e-48	True
BRDN0007694867	Lcn15	1077.2/1003.7/961.64	2644.1/2280/2231.3/1559.2	1003.7	2255.7	1.1675	3584	7006.2	14.958	1	6.9412e-51	1.3882e-50	1.4595e-48	True
BRDN0007691250	Cnot8	645.26/716.62/711.14	2572.7/1435.7/2000.2/1119	711.14	1718	1.2713	2185.3	4601.5	14.842	1	3.9014e-50	7.8027e-50	8.0667e-48	True
BRDN0007695164	Aimp1	1156.7/1228.3/1182.4	2697.7/2553.5/2008.6/2468.8	1182.4	2511.2	1.086	1381.8	8560.4	14.361	1	4.5165e-47	9.0331e-47	9.1856e-45	True
BRDN0007691939	Klra10	749.62/708.26/682.27	1678.4/2010/1195.7/1676.5	708.26	1677.4	1.2427	1192.9	4578.8	14.323	1	7.8659e-47	1.5732e-46	1.5739e-44	True
BRDN0007693162	Speg	889.11/845.39/918.33	1892.6/2052.7/2416.8/1091.6	889.11	1972.7	1.1488	1382.6	6042.4	13.94	1	1.8195e-44	3.639e-44	3.583e-42	True
BRDN0007695721	Nosip	549.17/641.91/579.95	1081/1714.3/1052.4/1770.4	579.95	1397.7	1.2676	2392.9	3589.5	13.648	1	1.031e-42	2.062e-42	1.9985e-40	True
BRDN0007693335	Thrap3	971.77/871.44/954.84	2637.7/2379.2/1465.6/1743	954.84	2061.1	1.1093	3621.3	6592.3	13.625	1	1.4183e-42	2.8366e-42	2.707e-40	True
BRDN0007693487	Unc5c	672.12/731.36/708.6	1770.9/1816.9/1442/1467.2	708.6	1619	1.191	924.21	4581.4	13.451	1	1.5188e-41	3.0377e-41	2.8549e-39	True
BRDN0007694822	Sirpb1c	582.23/594.23/603.73	1504.7/1032.3/2329.1/1300.9	594.23	1402.8	1.2378	117.09	3697.4	13.298	1	1.1957e-40	2.3914e-40	2.214e-38	True
BRDN0007696273	Zbtb7a	533.15/465.95/479.33	2074.4/1071.7/1109.7/1257.9	479.33	1183.8	1.3025	1537.9	2847.1	13.203	1	4.2259e-40	8.4518e-40	7.7098e-38	True
BRDN0007691996	Lgals1	861.21/788.38/810.92	1438.1/1572.4/2091.3/1973.9	810.92	1773.2	1.1277	1518.7	5400.4	13.094	1	1.7802e-39	3.5603e-39	3.2007e-37	True
BRDN0007691746	Gtdc1	613.23/534.76/595.66	569.73/1375.9/1396.4/1664.8	595.66	1386.2	1.2171	2009	3708.2	12.981	1	7.8041e-39	1.5608e-38	1.3831e-36	True
BRDN0007691751	Gtf2h1	494.41/517.06/460.65	1158.9/1080.2/1308.7/1228.5	494.41	1193.7	1.27	826.38	2956.2	12.862	1	3.6734e-38	7.3467e-38	6.4186e-36	True
BRDN0007693007	Siglec1	689.69/644.86/594.39	1434.9/1240.9/1485.8/1709.8	644.86	1460.4	1.178	2278.5	4084.4	12.76	1	1.366e-37	2.732e-37	2.3537e-35	True
BRDN0007694621	Tmem161a	865.34/931.4/979.89	2077.7/1375.9/2376.3/1807.6	931.4	1942.6	1.0597	3357.8	6395.2	12.645	1	5.9552e-37	1.191e-36	1.0121e-34	True
BRDN0007695798	Pou2af1	752.2/777.07/781.62	1873.1/2201.4/1479.1/1383.1	777.07	1676.1	1.108	319.61	5126.7	12.556	1	1.8383e-36	3.6766e-36	3.0819e-34	True
BRDN0007692192	Mup21	1132.4/1107.9/1056.3	1959.2/2449.3/3094.8/1772.4	1107.9	2204.2	0.99185	1630.2	7905.1	12.331	1	3.0843e-35	6.1686e-35	5.1019e-33	True
BRDN0007695799	Pou2af1	979/986.94/939.98	1905.6/1430.6/2069.4/2302.5	979	1987.5	1.0208	792.59	6796.5	12.233	1	1.0385e-34	2.077e-34	1.6952e-32	True
BRDN0007692537	Pkn1	982.61/1177.6/1086	2324.4/1830.5/2175.6/2120.6	1086	2148.1	0.98334	9544.4	7715.2	12.091	1	5.8576e-34	1.1715e-33	9.4375e-32	True
BRDN0007696037	Srek1	750.65/709.73/763.37	1137.8/1382.7/2084.5/1811.5	750.65	1597.1	1.0882	917.93	4915	12.074	1	7.249e-34	1.4498e-33	1.153e-31	True
BRDN0007692333	Nudt9	576.03/555.89/554.06	2126.4/728.11/1474/1044.7	555.89	1259.3	1.1783	204.5	3409.1	12.048	1	9.9699e-34	1.994e-33	1.5657e-31	True
BRDN0007695720	Nosip	487.17/583.91/538.77	2077.7/1119.5/1337.4/897.93	538.77	1228.5	1.1876	2349.8	3281.8	12.039	1	1.1066e-33	2.2132e-33	1.7161e-31	True
BRDN0007691744	Gtdc1	811.61/810/841.49	1998.1/1068.2/1796.1/1594.4	811.61	1695.3	1.0617	447.5	5406	12.018	1	1.427e-33	2.854e-33	2.1856e-31	True
BRDN0007696653	BRDN0007696653_NegCtrl	988.81/984.49/1002.4	1819.6/2138.2/2698.4/1210.9	988.81	1978.9	1.0002	101.59	6879.8	11.936	1	3.8211e-33	7.6422e-33	5.781e-31	True
BRDN0007693289	Tacc2	1318.4/1268.6/1334.4	3040.2/2367.2/2605.7/2382.7	1318.4	2494.2	0.91926	1369.9	9780.2	11.889	1	6.7278e-33	1.3456e-32	1.0056e-30	True
BRDN0007695299	Crebrf	732.57/742.17/844.88	1858.5/1035.8/2862/1279.4	742.17	1569	1.079	5320.6	4847.4	11.875	1	7.9573e-33	1.5915e-32	1.1752e-30	True
BRDN0007694493	Smtnl2	705.71/770.19/761.67	2192.9/1013.5/1671.3/1522	761.67	1596.7	1.0668	1602.2	5003.1	11.805	1	1.8397e-32	3.6794e-32	2.6851e-30	True
BRDN0007693189	Spr	776.48/767.24/842.34	1702.7/933.21/1725.3/1537.6	776.48	1620.2	1.0602	2211	5122	11.789	1	2.2349e-32	4.4697e-32	3.2239e-30	True
BRDN0007695576	Kpna4	766.67/746.11/765.91	1386.2/1598.1/1597.1/1610	765.91	1597.6	1.0597	196.45	5037.1	11.719	1	5.1199e-32	1.024e-31	7.3009e-30	True
BRDN0007692481	Pcbd1	813.16/706.79/827.48	2507.8/1616.9/1721.9/1557.2	813.16	1669.4	1.0368	5760.5	5418.6	11.632	1	1.4167e-31	2.8334e-31	1.9972e-29	True
BRDN0007693858	Dok4	659.21/622.74/731.95	1404/1420.3/1495.9/1351.8	659.21	1412.2	1.098	3310.6	4195.4	11.625	1	1.5361e-31	3.0721e-31	2.1412e-29	True
BRDN0007692123	Med16	988.3/923.54/826.63	1467.3/1533.1/2676.5/2146	923.54	1839.6	0.99336	6792.9	6329.3	11.514	1	5.5852e-31	1.117e-30	7.6989e-29	True
BRDN0007692908	Safb2	626.15/563.27/598.21	2016/748.62/1074.3/1527.9	598.21	1301.1	1.1197	1000.8	3727.5	11.512	1	5.7133e-31	1.1427e-30	7.7256e-29	True
BRDN0007693132	Snd1	779.58/772.16/791.39	1688.1/1522.9/2469.1/1146.4	779.58	1605.5	1.0413	97.256	5146.9	11.512	1	5.7291e-31	1.1458e-30	7.7256e-29	True
BRDN0007696355	Cldn34c1	710.87/785.43/804.12	699.59/1844.2/2138.5/1379.2	785.43	1611.7	1.0361	2954	5194	11.465	1	9.9108e-31	1.9822e-30	1.3221e-28	True
BRDN0007691090	Capzb	842.09/816.39/728.98	2240/1652.8/1656.2/1629.6	816.39	1654.5	1.0181	4151	5444.9	11.358	1	3.3955e-30	6.7911e-30	4.4814e-28	True
BRDN0007693097	Slitrk3	834.34/762.82/867.38	1038.8/1970.7/1620.7/1737.2	834.34	1679	1.008	3103.9	5591.3	11.295	1	6.9146e-30	1.3829e-29	9.0298e-28	True
BRDN0007695497	Hnrnpf	915.97/849.81/856.77	1176.8/1569/1860.2/1907.4	856.77	1714.6	1.0001	1776.5	5775.3	11.288	1	7.4913e-30	1.4983e-29	9.6809e-28	True
BRDN0007691827	Hoxa11os	502.67/442.85/473.81	1115.1/1018.7/1506.1/698.39	473.81	1066.9	1.1693	895.9	2807.3	11.194	1	2.1902e-29	4.3804e-29	2.8012e-27	True
BRDN0007691304	Crot	855.01/831.14/742.56	1322.9/2004.9/1033.8/2093.2	831.14	1663.9	1.0005	4207.6	5565.1	11.163	1	3.1007e-29	6.2014e-29	3.9252e-27	True
BRDN0007692810	Rlim	648.36/618.81/612.65	1167.1/1457.9/1770.8/1036.8	618.81	1312.5	1.0835	455.7	3884.3	11.13	1	4.4667e-29	8.9333e-29	5.5973e-27	True
BRDN0007691806	Hic2	1003.8/1024.8/1109.8	2071.2/2615/1855.2/1038.8	1024.8	1963.2	0.93718	3834.6	7186.9	11.069	1	8.8697e-29	1.7739e-28	1.1004e-26	True
BRDN0007692568	Plekho2	655.59/642.4/602.88	795.35/1363.9/1322.2/1486.8	642.4	1343.1	1.0628	867.86	4065.4	10.989	1	2.1526e-28	4.3051e-28	2.644e-26	True
BRDN0007690965	Ash2l	712.42/694.5/730.67	1167.1/1358.8/1571.8/1557.2	712.42	1458	1.0322	327.22	4611.6	10.979	1	2.4077e-28	4.8154e-28	2.9284e-26	True
BRDN0007690766	Cd19	536.77/488.07/564.25	1171.9/1155.4/850.01/1934.8	536.77	1163.7	1.1149	1563.5	3267	10.968	1	2.7285e-28	5.457e-28	3.2864e-26	True
BRDN0007691874	Irf3	738.77/675.82/758.27	1238.5/1734.8/1592.1/1406.6	738.77	1499.3	1.0201	2171.4	4820.3	10.954	1	3.1631e-28	6.3262e-28	3.7732e-26	True
BRDN0007695794	Pou2af1	573.97/597.67/613.07	1181.7/1117.8/1519.6/1349.8	597.67	1265.7	1.0813	399.52	3723.4	10.949	1	3.3772e-28	6.7544e-28	3.9647e-26	True
BRDN0007693463	Ubr4	830.21/911.74/780.35	1628/1664.7/1006.9/2549	830.21	1646.4	0.9869	4566.9	5557.5	10.948	1	3.3876e-28	6.7751e-28	3.9647e-26	True
BRDN0007696887	BRDN0007696887_NegCtrl	535.22/513.13/483.58	952.8/1100.7/2371.2/1140.5	513.13	1120.6	1.1254	680.65	3092.9	10.923	1	4.4681e-28	8.9362e-28	5.1805e-26	True
BRDN0007696008	Slc43a3	821.43/829.17/848.28	1702.7/1581/2008.6/1181.6	829.17	1641.8	0.98472	212.53	5549	10.91	1	5.1846e-28	1.0369e-27	5.9556e-26	True
BRDN0007696123	Tmem94	752.2/800.66/798.6	1438.1/1746.8/1755.7/1111.2	798.6	1592.5	0.9948	1078.8	5300.5	10.904	1	5.5244e-28	1.1049e-27	6.2877e-26	True
BRDN0007694870	Ftdc2	847.78/800.66/758.27	1697.8/965.69/1836.6/1492.6	800.66	1595.2	0.99361	2008.4	5317.2	10.897	1	5.9789e-28	1.1958e-27	6.7431e-26	True
BRDN0007691620	Fam181a	743.94/707.28/762.52	1120/1307.5/1801.2/1694.1	743.94	1500.8	1.0115	844.55	4861.4	10.856	1	9.379e-28	1.8758e-27	1.0483e-25	True
BRDN0007696723	BRDN0007696723_NegCtrl	895.31/917.64/886.49	1210.9/1683.5/1801.2/2263.4	895.31	1742.4	0.95982	288.31	6093.9	10.851	1	9.8578e-28	1.9716e-27	1.0919e-25	True
BRDN0007694051	Hivep1	993.98/882.25/890.31	2191.3/1228.9/1895.6/1572.8	890.31	1734.2	0.96114	5406.2	6052.4	10.848	1	1.0202e-27	2.0405e-27	1.1201e-25	True
BRDN0007691352	Cx3cr1	639.06/714.16/683.55	1668.6/1128.1/1130/1686.3	683.55	1399.3	1.0325	1458	4384.8	10.809	1	1.5615e-27	3.1231e-27	1.6993e-25	True
BRDN0007693011	Sik3	573.45/564.74/572.31	1623.2/1333.2/1092.9/481.24	572.31	1213	1.0824	29.315	3532.1	10.781	1	2.1264e-27	4.2527e-27	2.2939e-25	True
BRDN0007693802	Clec10a	936.12/844.9/905.6	2100.4/1425.5/1146.8/2079.5	905.6	1752.5	0.9517	2307.9	6179.5	10.773	1	2.2981e-27	4.5962e-27	2.4578e-25	True
BRDN0007692589	Plxna3	862.76/856.69/903.47	1438.1/1755.3/2091.3/1612	862.76	1683.7	0.96375	847.19	5824.6	10.756	1	2.7736e-27	5.5472e-27	2.941e-25	True
BRDN0007695189	Atcay	627.7/639.45/610.52	1285.6/1321.2/1345.8/866.63	627.7	1303.4	1.0529	216.52	3952.4	10.748	1	3.0419e-27	6.0838e-27	3.1727e-25	True
BRDN0007691426	Defa22	1091.1/1184/1248.6	2928.2/2204.8/2153.7/1518.1	1184	2179.3	0.87957	6405.1	8574.8	10.748	1	3.0433e-27	6.0866e-27	3.1727e-25	True
BRDN0007696290	Zfp36l2	926.3/896.51/930.64	1647.5/1828.8/1801.2/1754.8	926.3	1778	0.93995	453.33	6352.4	10.686	1	5.9256e-27	1.1851e-26	6.1261e-25	True
BRDN0007693086	Slc7a2	825.04/780.51/756.15	1350.5/1006.7/1742.2/2230.2	780.51	1546.3	0.98544	1288.4	5154.4	10.667	1	7.2788e-27	1.4558e-26	7.4628e-25	True
BRDN0007692001	Lgals1	1035.3/1053.3/978.62	1936.4/2030.5/1929.4/1539.6	1035.3	1932.9	0.90006	1768.6	7277.1	10.522	1	3.4163e-26	6.8327e-26	3.474e-24	True
BRDN0007693525	Vmn1r181	731.02/694.5/697.56	1563.1/1235.7/1974.9/1068.1	697.56	1399.4	1.0034	564.51	4494.6	10.469	1	5.9875e-26	1.1975e-25	6.0391e-24	True
BRDN0007695496	Hnrnpf	579.65/585.88/547.26	735.3/1806.6/1413.3/997.7	579.65	1205.5	1.0551	543.82	3587.2	10.449	1	7.3721e-26	1.4744e-25	7.3756e-24	True
BRDN0007691524	Edem3	714.49/741.19/674.63	1423.5/1158.8/1477.4/1426.1	714.49	1424.8	0.9948	1150.8	4627.9	10.442	1	7.9935e-26	1.5987e-25	7.9334e-24	True
BRDN0007695988	Slc35a1	1205.3/1207.1/1218.5	248.35/688.8/215.87/224.97	1207.1	236.66	-2.3458	66.256	8779.9	10.357	1.9411e-25	1	3.8822e-25	1.9112e-23	False
BRDN0007695718	Nosip	580.68/577.03/666.57	938.19/1040.9/1354.3/2249.7	580.68	1197.6	1.043	3694.6	3595	10.289	1	3.9582e-25	7.9164e-25	3.8581e-23	True
BRDN0007696784	BRDN0007696784_NegCtrl	879.29/784.93/837.66	1852/1365.6/1045.6/2607.7	837.66	1608.8	0.94075	2256.6	5618.5	10.288	1	3.9807e-25	7.9614e-25	3.8581e-23	True
BRDN0007696006	Slc43a3	639.06/613.89/624.53	636.28/1191.3/1423.4/1345.9	624.53	1268.6	1.0212	162.16	3928.2	10.276	1	4.5002e-25	9.0004e-25	4.3279e-23	True
BRDN0007693288	Tacc2	986.75/878.32/1051.6	1712.4/1958.7/941.08/2472.7	986.75	1835.6	0.89481	7984	6862.3	10.247	1	6.1146e-25	1.2229e-24	5.8352e-23	True
BRDN0007691764	H2-K1	783.72/751.02/719.21	147.71/59.821/6.7461/1.9563	751.02	33.284	-4.4552	1040.4	4917.9	10.235	6.8862e-25	1	1.3772e-24	6.5214e-23	False
BRDN0007693092	Slco3a1	1029.6/964.33/979.89	1972.2/1726.3/1241.3/1919.1	979.89	1822.7	0.89469	1357.8	6804.1	10.217	1	8.2928e-25	1.6586e-24	7.794e-23	True
BRDN0007693772	Camk2n1	732.57/696.96/737.89	1806.6/953.72/1743.9/1111.2	732.57	1427.5	0.96151	648.35	4771	10.061	1	4.1059e-24	8.2118e-24	3.8299e-22	True
BRDN0007694212	Olfr223	1178.4/1208.6/1162.5	2358.5/2263/1942.9/1868.2	1178.4	2102.9	0.835	583.31	8525.1	10.013	1	6.6921e-24	1.3384e-23	6.1957e-22	True
BRDN0007696933	BRDN0007696933_NegCtrl	1086.5/958.44/955.27	2048.4/1495.5/1408.2/2208.6	958.44	1772	0.88592	8199.5	6622.6	9.997	1	7.8507e-24	1.5701e-23	7.2145e-22	True
BRDN0007693704	Add3	813.68/748.56/874.18	1066.4/1849.3/1585.3/1514.2	813.68	1549.7	0.92865	3950	5422.8	9.9954	1	7.9785e-24	1.5957e-23	7.278e-22	True
BRDN0007691333	Ctbs	410.71/391.24/375.31	1212.5/358.93/524.51/1197.2	391.24	860.87	1.1357	316.44	2224.9	9.9565	1	1.181e-23	2.3619e-23	1.0694e-21	True
BRDN0007694129	Mbtd1	603.93/602.59/587.6	1345.6/1075.1/1409.9/698.39	602.59	1210.3	1.005	113.25	3760.7	9.9104	1	1.8753e-23	3.7505e-23	1.6858e-21	True
