sgRNA	Gene	Input2_ACT_rep1	Input2_ACT_rep2	Input2_ACT_rep3	amCD19_1to2rep1	amCD19_1to2rep2	amCD19_1to2rep3
BRDN0007694928	Zpld2	1374.9873530609552	1381.5500114932443	1535.4836795053563	1688.8455958687869	1776.8151696238795	1884.5350403614364
BRDN0007694927	Zpld2	2204.1992057408106	2142.167213392846	2006.4033953387834	2736.112882891575	2904.2889552841552	3056.5724927562446
BRDN0007694926	Zpld2	1879.48571475777	1785.3092768447755	1670.5758000070666	1105.2228553337577	1078.4077968398751	1006.5609415800737
BRDN0007694925	Zpld2	2396.82585293414	2502.0839322541856	2428.8041101469485	2308.055088875464	2255.991528529497	2326.1570660389766
BRDN0007694924	Zpld2	1953.7845643894827	1927.0328573595807	1872.2626277983527	2383.295651244092	2392.7499229012524	2559.0889697972975
BRDN0007693675	Zmiz1	2639.9023362971507	2623.41563068053	2692.3288804214117	1593.2697463735035	1398.902659985898	1499.828502480047
BRDN0007693674	Zmiz1	2191.3574292612557	2111.579390260154	1888.4356281401067	1462.1071444065717	1477.1994506567505	1584.1477436595296
BRDN0007693673	Zmiz1	1016.3348813819468	1026.7312631540199	1059.8071988655308	964.9093741598307	873.7921838867139	876.9201082666192
BRDN0007693672	Zmiz1	656.7651399543989	668.8537325015265	699.2444265405433	1750.868221605088	1833.1888589068933	1812.8636853588762
BRDN0007693671	Zmiz1	942.0360317502342	957.3988640532519	929.4718431702188	311.1298930378379	274.5607459524561	226.60796066985952
BRDN0007693670	Zmiz1	1142.0008369318807	1024.6920749451738	1185.3857897544449	224.7049227495496	262.0332594451197	270.8755622890879
BRDN0007693669	Zfpm2	1785.0069306581847	1708.839719013046	1708.6299184582526	1686.8120671561214	1756.9799826539302	1747.5162734447772
BRDN0007693668	Zfpm2	1586.8766649736174	1645.6248845388166	1674.3812118521853	1298.4080830369903	1172.3639456448982	1146.7416800409635
BRDN0007693667	Zfpm2	1197.9542915928002	1168.454843668825	1055.0504340591326	1316.7098414509808	1354.0125000012758	1343.837906298004
BRDN0007693666	Zfpm2	567.7899743460515	620.9328095936427	657.3848962442387	645.6453662713303	634.7259830383776	542.8051150929193
BRDN0007693665	Zfpm2	2518.822729489915	2547.9656669532233	2431.658169030787	1898.2990532733445	1882.2548477272942	2038.4176555139923
BRDN0007693664	Zfpm2	1485.0597228857148	1518.1756214859342	1373.7536760878156	981.1776038611556	888.4075848119397	954.9154063576406
BRDN0007693663	Zfp984	1363.9801160784793	1525.3127802168956	1360.4347346299005	1382.7995246126131	1526.2654394771514	1393.3754604909502
BRDN0007693662	Zfp984	1280.50856896137	1254.100748440362	1304.3049099144012	802.2270771465821	866.484483424101	836.868468706365
BRDN0007693661	Zfp984	1563.9449212601257	1414.1770228347823	1466.0349133319419	668.0141821106521	669.1765709335527	666.1220053179127
BRDN0007693660	Zfp984	1012.6658023877883	843.2043243578694	823.8716644681775	1299.424847393323	1236.0453353905248	1344.8918968127477
BRDN0007693659	Zfp984	1960.2054526292604	1901.5430047490042	1820.8895678892516	2039.6292988036043	2035.716557442165	2079.52328558899
BRDN0007693658	Zfp984	687.0350416562078	759.5976077951786	682.1200732375096	805.2773702155805	932.2537875876171	821.058610985212
BRDN0007693657	Zfp983	1674.0172910848855	1558.9593856628564	1754.294860599676	1285.190146404664	1176.539774480677	1298.5163141640323
BRDN0007693656	Zfp983	2104.2168031499873	2249.224594357267	2151.00904545329	2428.0332829227355	2526.376445646174	2424.178183910125
BRDN0007693655	Zfp983	1186.0297848617845	1120.5339207609413	1062.66125774937	937.456736538845	919.7263010802807	948.5914632691794
BRDN0007693654	Zfp983	1650.1682776228542	1604.8411203618941	1617.3000341754062	1941.0031562393224	1846.7603026231743	1964.6383194819448
BRDN0007693653	Zfp983	1941.8600576584672	1943.3463630303495	1837.0625682310056	1210.9663483923691	1300.7706823450962	1235.2768832794202
BRDN0007693652	Zfp983	2876.557931420384	2932.3526443207165	2871.183237141986	3492.585564003181	3411.65215883128	3558.2719777741663
BRDN0007693651	Zfp973	864.9853728729024	828.9300068959466	832.4338411196944	660.8968316163224	633.6820258294329	595.5046408300959
BRDN0007693650	Zfp973	498.9947432055768	527.1301519867212	559.3955412324347	575.4886256843669	477.0884444877279	630.2863278166326
BRDN0007693649	Zfp973	699.8768181357631	648.4618504130652	625.9902485220102	337.56576630249083	330.9344352354699	346.76287935062226
BRDN0007693648	Zfp973	2120.7276586237012	2218.6367712245756	1924.5870406687334	1697.9964750757822	1623.3534599090085	1712.7345864582405
BRDN0007693647	Zfp973	2749.057436373371	2605.0629368009145	2683.766703769895	2745.26376209857	2495.057729377833	2670.8119643601117
BRDN0007693646	Zfp973	1514.4123548389841	1379.5108232843982	1368.0455583201378	1532.2638849935352	1538.7929259844877	1769.6500742543913
BRDN0007693645	Zfp968	2078.533250190877	2177.853007047653	2271.830871535806	1492.6100750965559	1361.3202004638888	1453.4529198313317
BRDN0007693644	Zfp968	724.643101346334	785.0874604057551	809.6013700489827	818.4953068479069	763.1327197385757	823.1665920146991
BRDN0007693643	Zfp968	1713.459890272091	1646.6444786432396	1779.9813905542264	1609.5379760748283	1620.2215882821745	1541.9881230697883
BRDN0007693642	Zfp968	871.4062611126801	818.734065851716	867.6339006870414	1199.7819404727084	1040.825337317866	1082.4482586416082
BRDN0007693641	Zfp968	1002.5758351538519	880.9293062215226	925.6664313251001	872.3838177335456	880.0559271403821	833.7064971621344
BRDN0007693640	Zfp968	1464.8797884178423	1348.9230001517064	1426.0780889581965	1125.5581424604138	1133.7375289139443	1199.44120577814
BRDN0007693639	Zfp967	1450.2034724412076	1428.451340296705	1550.7053268858308	1543.448292913196	1486.5950655372528	1683.2228520454216
BRDN0007693638	Zfp967	304.5335565151682	361.9559070701858	281.6004765387766	198.26904948489673	196.26395528160361	196.04223574229707
BRDN0007693637	Zfp967	1239.231430277085	1260.2183130669002	1238.6615555861054	1760.0191008120833	1712.089822669308	1712.7345864582405
BRDN0007693636	Zfp967	459.5521440183713	492.46395243633725	510.87654020717247	489.06365539607856	397.7476966079307	486.94361781151207
BRDN0007693635	Zfp967	1272.253141224513	1422.3337756701667	1358.5320287073412	2099.6183958272395	2152.6397648439715	2050.011551176171
BRDN0007693634	Zfp967	808.1146484634434	844.2239184622924	885.7096069513549	464.6613108440913	468.7367868161703	530.1572289159969
BRDN0007693633	Zfp966	2257.4008511561115	2040.20780295054	2177.6469283691204	1993.874902768628	1946.9801946818654	2095.333143310143
BRDN0007693632	Zfp966	2295.926180594777	2196.205700927268	2285.1498129937213	2240.9486413574996	2421.980724751704	2338.804952215899
BRDN0007693631	Zfp966	934.6978737619169	875.8313356994073	884.7582539900752	940.5070296078434	834.1218099468153	847.4083738538003
BRDN0007693630	Zfp966	1461.2107094236835	1653.781637374201	1686.7488003488209	1808.8237899160579	1940.7164514281974	1988.8801013210461
BRDN0007693629	Zfp966	811.783727457602	757.5584195863324	755.3742512560427	709.701520720297	763.1327197385757	705.1196543634234
BRDN0007693628	Zfp966	1012.6658023877883	1138.8866146405564	1102.6180821231153	463.6445464877585	654.5611700083269	561.7769443583029
BRDN0007693627	Zfp965	2265.656278892968	2177.853007047653	2142.4468688017737	1523.11300578654	1698.518378953027	1685.3308330749087
BRDN0007693626	Zfp965	1238.3141605285455	1298.9628890349766	1184.434436793165	1459.0568513375733	1447.968648806299	1567.283895423633
BRDN0007693625	Zfp965	1753.8197592078361	1776.132929904968	1737.1705072966422	2421.9326967847383	2359.343292215022	2276.6195118460305
BRDN0007693624	Zfp965	1634.57469189768	1518.1756214859342	1476.4997959060179	1636.9906136958139	1558.628112954437	1710.6266054287535
BRDN0007693623	Zfp965	2443.606610109663	2320.5961816668814	2498.2528763203627	4558.154609439959	4659.1810235201965	4544.807099574113
BRDN0007693622	Zfp965	1078.709224282644	985.9474989770976	1050.2936692527344	756.472681111606	692.143629530336	696.6877302454751
BRDN0007696444	Zfp948	1330.0411353825118	1317.3155829145917	1444.1537952225099	1013.7140632638053	960.440632229124	1053.9905147435327
BRDN0007693621	Zfp936	1521.7505128273012	1565.0769502893947	1563.0729153824661	2030.478419596609	1765.3316403254878	1998.366015953738
BRDN0007693620	Zfp936	1363.9801160784793	1465.1567280559352	1327.1373809851127	1621.739148350822	1552.364369700769	1858.1852774928482
BRDN0007693619	Zfp936	2694.938521209531	2778.3939345528347	2532.5015829264303	1919.6511047563333	2235.1123843506025	2021.5538072780957
BRDN0007693618	Zfp936	2537.1681244607084	2568.3575490416843	2341.2796377092204	2224.6804116561743	2309.2333461856765	2517.9833397222997
BRDN0007693617	Zfp936	1287.8467269496873	1143.9845851626717	1378.5104408942138	912.037627630525	959.3966750201793	912.7557857678993
BRDN0007693616	Zfp936	1388.7463992890503	1279.5906010509384	1311.9157336046383	1184.5304751277163	1293.4629818824833	1186.7933196012177
BRDN0007693615	Zfp866	1206.2097193296572	1273.4730364244	1220.585849321792	1247.56986522035	1237.0892925994694	1344.8918968127477
BRDN0007693614	Zfp866	2028.0834140211955	2130.9516782441924	2021.6250427192579	1856.6117146636996	2019.0132420990499	1994.150053894764
BRDN0007693613	Zfp866	1339.2138328679084	1243.9048073961314	1275.7643210760116	2207.395417598517	2133.848535082967	2155.410602650524
BRDN0007693612	Zfp866	3318.6819502165017	3005.7634198391765	3147.0755959130847	4046.7221382045586	4036.982526989155	4067.3493963952924
BRDN0007693611	Zfp866	663.1860281941765	755.5192313774863	800.0878404361863	779.8582613072605	776.7041634548568	730.4154267172681
BRDN0007693610	Zfp866	1448.3689329441283	1488.6073924576654	1487.9160314413737	2738.1464116042403	2672.5304548984323	2935.3635835607383
BRDN0007696303	Zfp787	822.7909644400779	778.9698957792167	838.1419588873723	1131.6587285984106	1080.4957112577645	1211.035101440319
BRDN0007696302	Zfp787	2550.9271706888035	2589.7690252345687	2432.609521992067	1859.662007732698	1969.947253278649	1989.9340918357898
BRDN0007696301	Zfp787	1598.8011717046331	1737.3883539368917	1641.0838582073975	1385.8498176816115	1374.8916441801698	1377.5656027697971
BRDN0007696300	Zfp787	1322.7029773941945	1341.785841420745	1334.74820467535	1782.3879166514048	1706.8700366245846	1741.192330356316
BRDN0007696299	Zfp787	2435.351182372806	2353.223193008419	2372.674285431449	2811.353445260202	2841.6515227474733	3007.0349385632985
BRDN0007696298	Zfp787	1216.2996865635935	1372.3736645534368	1317.6238513723163	882.5514612968736	946.8691885128429	921.1877098858475
BRDN0007694809	Zfp780b	1099.8064284990562	1247.9831838138236	1158.7479068386147	1761.035865168416	1746.5404105644832	1720.1125200614454
BRDN0007694808	Zfp780b	1075.957415037025	1022.6528867363277	1140.6722005743013	2061.998114642926	1952.199980726589	2116.4129536050136
BRDN0007694807	Zfp780b	1379.5737018036534	1409.0790523126668	1386.1212645844512	1340.0954216466353	1279.8915381662023	1344.8918968127477
BRDN0007694806	Zfp780b	2607.7978950982624	2626.474412993799	2603.853055022404	2860.158134364177	2710.112914420441	2769.887072746004
BRDN0007694805	Zfp780b	1596.9666322075536	1597.7039616309328	1386.1212645844512	1738.6670493290944	1493.9027659998658	1617.8754401313226
BRDN0007694804	Zfp780b	2029.9179535182748	1854.6416759455435	1980.716865384233	1483.4591958895605	1532.5291827308197	1398.6454130646678
BRDN0007696297	Zfp638	1600.6357112017124	1428.451340296705	1596.370269027254	1042.1834652411237	999.067048960078	1133.0398033492977
BRDN0007696296	Zfp638	975.9750124462017	912.5367234586374	897.1258424867107	907.9705702051937	864.3965690062116	843.1924117948262
BRDN0007696295	Zfp638	1739.1434432312014	1928.0524514640038	1795.203037934701	1289.2572038299952	1230.8255493458014	1187.8473101159614
BRDN0007696294	Zfp638	767.7547795276981	741.2449139155635	762.98507494628	821.5455999169054	755.8250192759629	725.1454741435505
BRDN0007696293	Zfp638	969.554124206424	1016.5353221097894	1091.2018465877593	595.823912811023	612.8028816505389	588.1267072268912
BRDN0007696292	Zfp638	749.4093845569049	786.1070545101782	716.368779843577	355.8675247164813	330.9344352354699	341.4929267769046
BRDN0007696438	Zfp62	1987.7235450854503	2003.50241519131	1933.1492173202503	3212.97536601166	3230.0036044749017	3157.7555821716237
BRDN0007693609	Zfp60	713.635864363858	700.4611497386412	742.0553097981276	597.8574415236886	537.6379626065205	597.612621859583
BRDN0007693608	Zfp60	1474.052485903239	1438.6472813409355	1499.3322669767297	1641.0576711211452	1639.012818043179	1669.5209753537558
BRDN0007693607	Zfp60	3215.9477383800595	3140.3498416230204	3250.7730686925665	3701.0222570514056	3460.7181476516807	3582.5137596132677
BRDN0007693606	Zfp60	2664.668619507722	2801.844598954565	2639.053114589751	2925.231053169476	3055.662750581137	3191.4832786434167
BRDN0007693605	Zfp60	1352.9728790960032	1115.435950238826	1371.8509701652563	898.8196909981984	903.0229857371655	970.7252640787935
BRDN0007693604	Zfp60	1252.0732067566403	1410.0986464170899	1339.5049694817483	1328.9110137269745	1429.1774190452943	1391.2674794614632
BRDN0007694803	Zfp592	810.8664577090623	930.8894173382524	883.8069010287956	237.92285938187607	233.8464148036128	238.20185633203837
BRDN0007694802	Zfp592	969.554124206424	1065.4758391220962	1017.9476685692263	296.89519204917866	327.8025636086358	294.0633536134456
BRDN0007694801	Zfp592	1642.830119634537	1472.2938867868966	1547.8512680019917	530.7509940057236	580.4402081732532	596.5586313448395
BRDN0007694800	Zfp592	842.0536291594109	958.418458157675	966.5746086601251	467.71160391308973	436.3741133388846	424.7581774416437
BRDN0007694799	Zfp592	1153.9253436628965	1072.6129978530575	1019.8503744917856	548.0359880633812	510.4950751739583	556.5069917845852
BRDN0007694798	Zfp592	917.2697485396633	737.1665374978713	826.7257233520165	251.14079601420252	217.1430994604976	205.52815037498888
BRDN0007696291	Zfp36l2	1743.7297919738999	1762.8782065474682	1695.3109770003375	2681.2076076496032	2785.2778334644595	2627.598353255627
BRDN0007696290	Zfp36l2	2691.269442215372	2725.3750411228357	2621.9287612867174	5850.462106338952	6100.885929072827	6229.083942134278
BRDN0007696289	Zfp36l2	2772.906449835402	2976.1951908109077	2609.561172790082	5296.325532137575	5264.676204708122	5277.3305073208685
BRDN0007696288	Zfp36l2	2145.4939418342724	2200.28407734496	2061.581867093003	3481.4011560835197	3589.124884351879	3580.4057785837804
BRDN0007696287	Zfp36l2	2797.672733045973	2736.590576271489	2839.7885894197575	4200.253556010812	4197.7519371666385	4184.342343531825
BRDN0007696286	Zfp36l2	1500.653308610889	1506.9600863372805	1437.4943244935523	1935.9193344576584	1898.9581630704092	1904.5608601415636
BRDN0007694797	Zfp316	2846.288029718575	2723.335852913989	2649.517997163827	2946.583104652465	2769.618475330289	2779.3729873786956
BRDN0007694796	Zfp316	2489.470097536646	2216.5975830157295	2302.2741662967546	1904.3996394113412	2025.276985352718	1963.5843289672014
BRDN0007694795	Zfp316	1967.5436106175778	1983.1105331028489	1949.3222176620043	1441.7718572799156	1262.1442656141423	1365.9717071076184
BRDN0007694794	Zfp316	3538.826689866021	3455.4044198897454	3520.005956734708	3066.561298699736	3295.772908638418	3264.208624160721
BRDN0007694793	Zfp316	1686.8590675644407	1699.6633720732386	1513.6025613959243	1372.631881049285	1322.693783732935	1199.44120577814
BRDN0007694792	Zfp316	1032.8457368556608	991.0454694992129	971.3313734665234	3427.5126451978813	3268.630021205856	3370.6616661498174
BRDN0007693603	Zfp182	1733.6398247399636	1603.821526257471	1701.970447729295	2798.135508627876	2727.860186972501	2625.4903722261397
BRDN0007693602	Zfp182	1023.6730393702642	932.9286055470985	843.8500766550502	908.9873345615265	762.088762529631	840.0304402505956
BRDN0007693601	Zfp182	1370.4010043182568	1478.4114514134349	1492.672796247772	1326.8774850143088	1222.4738916742438	1350.1618493864653
BRDN0007693600	Zfp182	1991.3926240796088	1800.6031884111214	1800.911155702379	1556.6662295455226	1451.100520433133	1623.1453927050404
BRDN0007693599	Zfp182	2124.3967376178603	2215.5779889113064	1922.684334746174	1510.9118335105463	1547.1445836560454	1458.7228724050492
BRDN0007693598	Zfp182	2053.766966980306	1928.0524514640038	2114.8576329246634	1463.1239087629046	1333.1333558223819	1488.234606817868
BRDN0007696446	Zfp169	1665.7618633480286	1759.819424234199	1692.4569181164986	1885.081116641018	1836.3207305337273	1928.8026419806647
BRDN0007694791	Zdhhc8	2371.1422999750293	2405.222492333995	2144.349574724333	2923.1975244568107	2890.717511567874	3004.9269575338117
BRDN0007694790	Zdhhc8	1442.8653144528903	1412.137834625936	1535.4836795053563	917.1214494121889	848.7372108720411	891.6759754730286
BRDN0007694789	Zdhhc8	989.7340586742966	919.6738821895988	949.4502553570915	952.7082018838371	943.7373168860088	905.3778521646946
BRDN0007694788	Zdhhc8	2681.1794749814358	2609.1413132186067	2635.2477027446325	2525.6426611306842	2462.6950559005472	2501.119491486403
BRDN0007694787	Zdhhc8	1727.218936500186	1598.7235557353558	1666.7703881619482	1661.3929582478013	1658.8480050131284	1750.6782449890077
BRDN0007694786	Zdhhc8	2264.7390091444286	2333.850905024381	2312.739048870831	2545.9779482573404	2637.0359097943124	2501.119491486403
BRDN0007694785	Zdhhc15	1333.7102143766704	1232.6892722474777	1245.321026315063	1110.3066771154217	1026.2099363926402	1058.2064768025068
BRDN0007694784	Zdhhc15	1061.2810990603905	977.7907461417132	1058.8558459042513	903.9035127798625	919.7263010802807	935.943577092257
BRDN0007694783	Zdhhc15	3081.109085344729	3116.89917722129	2882.599472677342	4021.3030292962385	4054.729799541215	4102.131083381829
BRDN0007694782	Zdhhc15	1201.6233705869588	1253.081154335939	1411.8077945390016	1186.564003840382	1181.7595605254005	1142.5257179819894
BRDN0007694781	Zdhhc15	1418.0990312423194	1517.1560273815112	1457.472736680425	2162.6577859198733	2067.035273710506	2101.657086398604
BRDN0007694780	Zdhhc15	753.0784635510636	933.9481996515216	877.147430299838	692.4165266626393	781.9239494995803	792.6008670871365
BRDN0007693597	Zc3hc1	2062.9396644657027	2001.463226982464	2019.7223367966985	1020.8314137581349	1049.1769949894235	1117.2299456281446
BRDN0007693596	Zc3hc1	2136.3212443488756	2147.265183914961	2131.0306332664177	6089.401730077161	5878.523043567606	6314.457173828504
BRDN0007693595	Zc3hc1	798.024681229507	819.753659956139	868.5852536483211	907.9705702051937	881.0998843493268	903.2698711352075
BRDN0007693594	Zc3hc1	1574.0348884940622	1580.3708618557407	1491.7214432864923	1132.6754929547433	1172.3639456448982	1086.6642207005823
BRDN0007693593	Zc3hc1	2005.1516703077039	1951.5031158657341	1990.2303949970294	2835.7557898121895	2518.0247879746166	2515.8753586928124
BRDN0007693592	Zc3hc1	1525.41959182146	1552.8418210363182	1644.8892700525162	1946.0869780209864	2040.9363434868885	2047.903570146684
BRDN0007696285	Zc3hav1	2190.440159512716	2099.3442610070774	2210.9442820139084	1427.5371562912565	1473.0236218209718	1511.4223981422258
BRDN0007696284	Zc3hav1	1640.078310388918	1704.7613425953539	1628.7162697107622	1487.5262533148918	1384.287259060672	1400.7533940941548
BRDN0007696283	Zc3hav1	2576.6107236479143	2792.6682520147574	2770.339823246343	3101.131286815051	3196.596973788671	3087.1382176838074
BRDN0007696282	Zc3hav1	981.4786309374397	1123.5927030742105	1136.8667887291826	982.1943682174884	1057.5286526609812	1045.5585906255844
BRDN0007696281	Zc3hav1	2121.644928372241	2095.265884589385	2064.435925976842	1861.6955364453636	2035.716557442165	1877.1571067582317
BRDN0007696280	Zc3hav1	2013.4070980445608	1960.6794628055416	1887.4842751788271	1338.0618929339696	1340.4410562849948	1391.2674794614632
BRDN0007696279	Zc3h14	899.8416233174097	941.085358382483	853.3636062678468	573.4550969717013	630.5501542025988	631.3403183313761
BRDN0007696278	Zc3h14	2239.972725933858	2248.205000252844	2213.7983408977475	1510.9118335105463	1813.353671936944	1598.903610865939
BRDN0007696277	Zc3h14	1108.0618562359132	1181.7095670263247	1106.4234939682337	1263.838094921675	1247.5288646889164	1278.4904943839051
BRDN0007696276	Zc3h14	587.9699088139241	627.050374220181	678.314661392391	570.4048039027028	728.6821318434006	576.5328115647123
BRDN0007696275	Zc3h14	1887.741142494627	1786.3288709491985	1674.3812118521853	1933.8858057449927	2028.4088569795522	1914.0467747742553
BRDN0007696274	Zc3h14	2897.6551356367963	2956.8229028268697	2959.6590625409935	2173.8421938395345	2112.969390904073	2271.349559272313
BRDN0007694779	Zbtb8os	842.0536291594109	743.2841021244096	817.21219373922	278.5934336351882	305.8794622207971	294.0633536134456
BRDN0007694778	Zbtb8os	517.34013817637	558.7375692238361	586.9847771095446	495.1642415340754	510.4950751739583	490.10558935574267
BRDN0007694777	Zbtb8os	304.5335565151682	282.4275669251872	213.10306332664177	230.80550888754644	130.4946511180875	164.4225202999911
BRDN0007694776	Zbtb8os	619.1570802642727	501.6402993761448	430.01153849840216	235.88933066921047	259.9453450272303	241.36382787626897
BRDN0007694775	Zbtb8os	743.9057660656669	641.3246916821038	714.4660739210177	774.7744395255964	659.7809560530504	678.7698914948351
BRDN0007694774	Zbtb8os	517.34013817637	547.5220340751824	472.8224217559864	239.95638809454167	208.79144178894	229.76993221409012
BRDN0007696273	Zbtb7a	1308.9439311660994	1375.432446866706	1542.143150234314	423.99073659077914	452.0334714730551	401.5703861172859
BRDN0007696272	Zbtb7a	2115.2240401324634	2231.891494582075	2463.0528167530156	2306.021560162799	2273.7388010815566	2316.671151406285
BRDN0007696271	Zbtb7a	415.52319608846744	392.54373020287755	403.3736555825719	186.06787720890307	176.4287683116543	157.04458669678635
BRDN0007696270	Zbtb7a	2216.1237124718264	2165.6178777945765	2151.00904545329	1412.2856909462644	1670.33153431152	1630.523326308245
BRDN0007696269	Zbtb7a	1574.0348884940622	1519.1952155903573	1482.2079136736959	1062.5187523677798	1024.1220219747506	997.075026947382
BRDN0007696268	Zbtb7a	1976.7163081029744	1959.6598687011185	1925.5383936300132	2362.960364117436	2220.496983425377	2181.760365519113
BRDN0007694773	Zbtb34	2483.966479045408	2481.6920501657246	2405.971639076237	2621.218510625968	2687.1458558236577	2571.73685597422
BRDN0007694772	Zbtb34	2455.5311168406784	2278.792823385536	2302.2741662967546	1996.9251958376265	2314.4531322304	2182.8143560338563
BRDN0007694771	Zbtb34	1497.9014993652702	1627.2721906592014	1520.262032124882	1513.9621265795447	1501.2104664624785	1574.6618290268377
BRDN0007694770	Zbtb34	1674.0172910848855	1543.6654740965107	1645.8406230137957	1228.2513424500269	1362.3641576728335	1195.225243719166
BRDN0007694769	Zbtb34	1957.4536433836413	1943.3463630303495	1842.7706859986836	2280.6024512544786	2358.2993350060774	2288.2134075082095
BRDN0007694768	Zbtb34	1396.0845572773674	1436.6080931320894	1283.375144766249	1016.7643563328037	983.4076908259074	1001.2909890063561
BRDN0007696267	Ypel5	923.6906367794409	922.7326645028679	1044.5855514850566	1041.166700884791	998.0230917511332	1060.3144578319939
BRDN0007696266	Ypel5	1578.6212372367604	1574.2532972292024	1604.9324456787708	2041.6628275162698	2141.15623554558	2014.175873674891
BRDN0007696265	Ypel5	1601.552980950252	1521.2344037992034	1442.2510892999505	1599.3703325115002	1661.9798766399624	1630.523326308245
BRDN0007696264	Ypel5	1334.62748412521	1444.764845967474	1349.0184990945447	1381.7827602562802	1549.2324980739347	1713.7885769729842
BRDN0007696263	Ypel5	2328.0306217936654	2363.4191340526495	2383.1391680055253	3225.1765382876533	3267.586063996911	3261.04665261649
BRDN0007696262	Ypel5	903.5107023115683	883.9880885347917	963.7205497762862	634.4609583516695	634.7259830383776	668.2299863473997
BRDN0007696261	Xrn1	1241.983239522704	1307.119641870361	1188.2398486382838	401.6219207514575	392.52791056320723	399.46240508779886
BRDN0007696260	Xrn1	1804.2695953775176	1839.3477643791975	1806.6192734700567	2294.837152243138	2459.5631842737134	2467.39179501461
BRDN0007696259	Xrn1	1612.560217932728	1644.6052904343935	1677.2352707360242	873.4005820898784	915.5504722445019	894.8379470172592
BRDN0007696258	Xrn1	1325.4547866398134	1312.2176123924764	1302.4022039918418	528.7174652930579	502.1434175024007	565.992906417277
BRDN0007696257	Xrn1	2867.3852339349874	2954.7837146180236	2888.3075904450197	2571.3970571656605	2610.936979570695	2642.354220462036
BRDN0007696256	Xrn1	1258.494094996418	1336.6878708986296	1305.256262875681	588.7065623166933	582.5281225911426	601.8285839185571
BRDN0007696431	Xrcc5	1860.2230500384371	1836.2889820659284	1813.2787441990142	1120.4743206787498	1184.8914321522345	1176.2534144537824
BRDN0007696255	Xrcc5	988.816788925757	1080.769750688442	1072.1747873621664	1000.4961266314789	957.3087606022899	1065.5844104057114
BRDN0007696254	Xrcc5	2183.1020015243985	2268.5968823413054	2057.7764552478848	923.2220355501858	1091.9792405561561	1079.2862870973775
BRDN0007696253	Xrcc5	1035.5975461012797	1140.9258028494025	1088.3477877039204	781.891790019926	855.0009541257093	797.8708196608542
BRDN0007696252	Xrcc5	1413.5126824996212	1354.0209706738217	1442.2510892999505	1200.798704829041	1106.594641481382	1117.2299456281446
BRDN0007696251	Xrcc5	2132.652165354717	2251.263782566113	2238.533517891018	1096.0719761267624	1111.8144275261054	1122.4998982018624
BRDN0007696250	Xrcc5	1892.3274912373254	1850.5632995278513	1808.521979392616	1145.8934295870697	999.067048960078	1153.0656231294247
