sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
BRDN0007696621	BRDN0007696621_NegCtrl	523.11/486.86/481.61	824.34/778.44/859.54	486.86	824.34	0.75852	670.75	1072.4	10.305	1	3.3283e-25	6.6567e-25	9.6026e-23	True
BRDN0007692007	Lhx9	804.94/846.67/841.14	1233.3/1289.7/1279	841.14	1279	0.60401	670.45	1866	10.136	1	1.9056e-24	3.8112e-24	5.3729e-22	True
BRDN0007695290	Cnot9	397.27/368.54/402.79	720.49/690.48/693.61	397.27	693.61	0.80245	427.97	872.76	10.031	1	5.5753e-24	1.1151e-23	1.5371e-21	True
BRDN0007691089	Caprin1	1066/1113.4/1003.6	1551.3/1542.6/1630.4	1066	1551.3	0.54084	3068.7	2372.1	9.9639	1	1.0963e-23	2.1926e-23	2.9566e-21	True
BRDN0007692704	Ptpn2	435.75/386/373.95	89.143/117.65/97.909	386	97.909	-1.9681	1310.3	847.68	9.8948	2.1915e-23	1	4.3831e-23	5.7847e-21	False
BRDN0007696166	Tsc2	1201.2/1149.3/1164.1	1662.5/1629.5/1680.9	1164.1	1662.5	0.51369	796.47	2593.6	9.7851	1	6.5261e-23	1.3052e-22	1.6867e-20	True
BRDN0007692048	Maea	592.79/645.91/568.13	912.56/933.47/956.42	592.79	933.47	0.6542	1715.2	1309.1	9.4161	1	2.3412e-21	4.6825e-21	5.9276e-19	True
BRDN0007692147	Mgat2	527.27/530.5/549.87	850.99/866.4/808.01	530.5	850.99	0.68076	192.7	1169.8	9.3702	1	3.6207e-21	7.2414e-21	8.9837e-19	True
BRDN0007695529	Ints10	481.51/449.04/415.28	748.06/705.88/742.05	449.04	742.05	0.72342	1096.9	988.05	9.3217	1	5.7225e-21	1.1445e-20	1.392e-18	True
BRDN0007695735	Paf1	563.67/579/617.16	890.51/903.79/901.8	579	901.8	0.63836	845.65	1278.2	9.0288	1	8.6757e-20	1.7351e-19	2.0698e-17	True
BRDN0007692709	Ptpn2	397.27/447.1/466.23	152.55/164.92/165.93	447.1	164.92	-1.4333	1424.4	983.73	8.9966	1.1645e-19	1	2.3289e-19	2.7257e-17	False
BRDN0007692707	Ptpn2	407.67/401.51/417.21	142.44/152.83/133.98	407.67	142.44	-1.5105	64.412	895.91	8.8611	3.963e-19	1	7.926e-19	9.1047e-17	False
BRDN0007693329	Tecr	501.27/523.71/632.54	801.36/863.1/824.5	523.71	824.5	0.65374	6173.3	1154.7	8.8517	1	4.3099e-19	8.6199e-19	9.7216e-17	True
BRDN0007696161	Tsc1	815.34/767.14/842.1	1188.3/1244.6/1175.9	815.34	1188.3	0.54282	1519.6	1808	8.7702	1	8.917e-19	1.7834e-18	1.9754e-16	True
BRDN0007693223	Stat1	525.19/575.12/554.67	870.29/859.81/847.17	554.67	859.81	0.63145	643.6	1223.8	8.7222	1	1.3643e-18	2.7286e-18	2.9694e-16	True
BRDN0007695722	Nprl2	1035.8/1043.5/1172.8	1449.3/1435.9/1535.6	1043.5	1449.3	0.47343	8381.7	2321.6	8.4202	1	1.8793e-17	3.7585e-17	4.0197e-15	True
BRDN0007694558	Supt4a	121.68/101.83/120.16	264.67/255.08/245.29	120.16	255.08	1.0797	169.14	259.96	8.3681	1	2.9278e-17	5.8556e-17	6.1564e-15	True
BRDN0007696905	BRDN0007696905_NegCtrl	732.14/708.95/785.39	1062.4/1066.5/1092.5	732.14	1066.5	0.54208	1686.2	1621.3	8.3041	1	5.0274e-17	1.0055e-16	1.0395e-14	True
BRDN0007690971	Atg12	616.71/669.19/640.23	309.7/380.43/330.83	640.23	330.83	-0.95039	696.02	1415.3	8.2243	9.814e-17	1	1.9628e-16	1.9959e-14	False
BRDN0007691249	Cnot8	413.91/332.66/353.76	577.13/538.75/598.79	353.76	577.13	0.70455	2031.8	776.01	8.0184	1	5.3544e-16	1.0709e-15	1.0714e-13	True
BRDN0007694260	Polg2	230.88/214.33/207.64	385.98/395.82/352.47	214.33	385.98	0.84567	159.19	467.14	7.9416	1	9.9831e-16	1.9966e-15	1.9659e-13	True
BRDN0007693018	Sipa1	724.86/775.87/737.32	1061.4/1057.7/1015.2	737.32	1057.7	0.51999	820.71	1632.9	7.9288	1	1.1064e-15	2.2129e-15	2.1448e-13	True
BRDN0007696604	BRDN0007696604_NegCtrl	710.31/581.9/627.73	873.05/921.38/1008	627.73	921.38	0.55291	4459.2	1387.3	7.8839	1	1.5864e-15	3.1728e-15	3.0278e-13	True
BRDN0007692122	Med16	570.95/595.48/551.79	900.62/808.13/849.23	570.95	849.23	0.57198	484.5	1260.2	7.8391	1	2.2687e-15	4.5373e-15	4.2644e-13	True
BRDN0007691044	Btbd35f3	246.47/212.4/207.64	384.14/380.43/363.81	212.4	380.43	0.83787	592.01	462.85	7.8103	1	2.8534e-15	5.7069e-15	5.2836e-13	True
BRDN0007693930	Fbxw5	328.63/427.7/336.46	547.72/584.93/518.4	336.46	547.72	0.70137	4193.3	737.57	7.779	1	3.6544e-15	7.3088e-15	6.6671e-13	True
BRDN0007695445	Gdpd4	682.23/604.21/606.58	958.51/855.41/890.46	606.58	890.46	0.55309	2863.7	1339.9	7.7551	1	4.4145e-15	8.8291e-15	7.9372e-13	True
BRDN0007696091	Timm10	234/214.33/213.41	335.43/385.92/381.33	214.33	381.33	0.82824	193.69	467.14	7.7265	1	5.5257e-15	1.1051e-14	9.7931e-13	True
BRDN0007695729	Nprl3	1344.7/1473.2/1406.4	1752.5/1853.8/1838.6	1406.4	1838.6	0.3864	4134.4	3141	7.7125	1	6.1705e-15	1.2341e-14	1.0782e-12	True
BRDN0007694826	Sirpb1c	339.03/375.33/385.48	174.61/144.03/154.59	375.33	154.59	-1.2742	710.24	823.95	7.6899	7.363e-15	1	1.4726e-14	1.2687e-12	False
BRDN0007692722	Rab5c	485.67/551.84/526.8	788.5/829.02/733.8	526.8	788.5	0.58096	1159.3	1161.6	7.6787	1	8.0337e-15	1.6067e-14	1.3653e-12	True
BRDN0007694118	Mark2	611.51/545.05/598.89	875.8/851.01/887.37	598.89	875.8	0.54755	1529.1	1322.7	7.6138	1	1.3305e-14	2.6609e-14	2.2305e-12	True
BRDN0007693291	Tacc2	640.63/668.22/643.11	929.1/927.97/857.48	643.11	927.97	0.52833	318.29	1421.7	7.5549	1	2.0962e-14	4.1925e-14	3.4674e-12	True
BRDN0007695555	Kdm8	130/145.48/131.7	274.78/251.78/258.69	131.7	258.69	0.96862	96.356	285.25	7.5189	1	2.7624e-14	5.5247e-14	4.5092e-12	True
BRDN0007695723	Nprl2	1196/1135.7/1209.3	1619.3/1533.8/1584.1	1196	1584.1	0.40515	1906.6	2665.4	7.5172	1	2.7988e-14	5.5976e-14	4.5094e-12	True
BRDN0007696165	Tsc1	759.18/696.35/784.42	994.35/1085.2/1065.7	759.18	1065.7	0.48869	2292.9	1681.9	7.4731	1	3.9176e-14	7.8353e-14	6.2311e-12	True
BRDN0007692190	Mup21	602.15/580.93/596.01	850.99/865.3/926.53	596.01	865.3	0.53712	132.46	1316.3	7.4225	1	5.7445e-14	1.1489e-13	9.021e-12	True
BRDN0007692613	Ppan	178.88/188.15/215.33	338.19/317.75/365.87	188.15	338.19	0.84257	412.45	409.38	7.4156	1	6.0522e-14	1.2104e-13	9.3854e-12	True
BRDN0007692179	Mthfd1l	461.75/490.74/526.8	635.95/734.46/789.46	490.74	734.46	0.58076	1070.2	1081.1	7.4126	1	6.1907e-14	1.2381e-13	9.4817e-12	True
BRDN0007695852	Psmb7	614.63/666.28/613.31	886.83/903.79/857.48	614.63	886.83	0.52823	1334.9	1357.9	7.3868	1	7.5227e-14	1.5045e-13	1.1381e-11	True
BRDN0007691852	Ikbkg	890.22/855.4/935.35	1153.3/1218.2/1246	890.22	1218.2	0.45213	1624.5	1976.4	7.3785	1	8.0044e-14	1.6009e-13	1.1964e-11	True
BRDN0007691113	Cbfa2t3	681.19/665.31/668.11	985.16/951.06/944.05	668.11	951.06	0.50882	89.438	1477.7	7.3608	1	9.1381e-14	1.8276e-13	1.3496e-11	True
BRDN0007694030	H2al1b	491.91/554.75/521.99	712.22/770.75/791.52	521.99	770.75	0.56135	988.99	1150.8	7.3329	1	1.1265e-13	2.253e-13	1.6441e-11	True
BRDN0007696903	BRDN0007696903_NegCtrl	724.86/660.46/632.54	940.13/878.5/945.08	660.46	940.13	0.50874	2463.7	1460.6	7.3179	1	1.2595e-13	2.519e-13	1.8169e-11	True
BRDN0007691108	Cbfa2t3	626.07/700.23/631.58	903.37/926.88/877.06	631.58	903.37	0.51568	2371.5	1395.9	7.2747	1	1.7353e-13	3.4707e-13	2.4746e-11	True
BRDN0007691469	Dmxl1	1066/1108.5/1079.5	1434.6/1343.6/1464.5	1079.5	1434.6	0.40985	512.05	2402.7	7.2425	1	2.2031e-13	4.4062e-13	3.1059e-11	True
BRDN0007691880	Itgal	562.63/586.75/649.84	880.4/785.04/846.14	586.75	846.14	0.52739	2281.1	1295.6	7.2064	1	2.8721e-13	5.7443e-13	4.0036e-11	True
BRDN0007694116	Mark2	1159.6/1116.3/1047.8	1397.8/1475.5/1468.6	1116.3	1468.6	0.39546	3280.7	2485.6	7.0675	1	7.8897e-13	1.5779e-12	1.0876e-10	True
BRDN0007692178	Mthfd1l	272.47/294.83/281.66	436.52/513.46/456.57	281.66	456.57	0.6949	128.93	616.04	7.0469	1	9.149e-13	1.8298e-12	1.2473e-10	True
BRDN0007695778	Plac1	531.43/446.13/465.27	678.22/717.97/690.52	465.27	690.52	0.5686	2371.7	1024.2	7.0381	1	9.7434e-13	1.9487e-12	1.3139e-10	True
BRDN0007693904	Fam71a	753.98/701.2/846.91	1071.5/1041.2/1018.3	753.98	1041.2	0.46514	5710.9	1670.3	7.0283	1	1.0455e-12	2.0911e-12	1.3947e-10	True
BRDN0007695541	Ints14	589.67/597.42/612.35	867.53/852.11/819.35	597.42	852.11	0.51157	141.5	1319.4	7.0115	1	1.1787e-12	2.3575e-12	1.5557e-10	True
BRDN0007692127	Med16	329.67/312.29/387.41	533.94/517.86/516.34	329.67	517.86	0.64995	1817.6	722.51	7.0012	1	1.2689e-12	2.5377e-12	1.657e-10	True
BRDN0007695307	Dcp2	632.31/561.54/646.96	863.86/893.89/1003.8	632.31	893.89	0.49881	2611.4	1397.5	6.9973	1	1.3046e-12	2.6092e-12	1.6859e-10	True
BRDN0007695324	Depdc5	990.06/1051.3/1036.3	1372.1/1376.6/1330.5	1036.3	1372.1	0.40458	1181.3	2305.2	6.9935	1	1.3408e-12	2.6816e-12	1.7149e-10	True
BRDN0007694108	Lysmd3	573.03/526.62/607.54	820.66/798.23/842.02	573.03	820.66	0.51743	1672.4	1264.9	6.9629	1	1.6671e-12	3.3342e-12	2.1104e-10	True
BRDN0007694331	Rbm19	363.99/375.33/406.63	572.53/577.24/574.06	375.33	574.06	0.61171	554.21	823.95	6.9233	1	2.2067e-12	4.4135e-12	2.7653e-10	True
BRDN0007695114	Stub1	530.39/534.38/607.54	279.37/296.86/313.31	534.38	296.86	-0.84592	2684.3	1178.5	6.9188	2.2772e-12	1	4.5544e-12	2.8145e-10	False
BRDN0007694120	Matn3	498.15/510.14/506.61	700.27/737.76/766.78	506.61	737.76	0.5414	41.995	1116.5	6.9179	1	2.2914e-12	4.5827e-12	2.8145e-10	True
BRDN0007693713	Anapc5	464.87/464.55/509.49	711.3/678.39/685.37	464.87	685.37	0.55905	995.58	1023.4	6.8926	1	2.7383e-12	5.4766e-12	3.3305e-10	True
BRDN0007695807	Ppp3r1	534.55/531.47/564.29	771.04/737.76/797.7	534.55	771.04	0.52765	446.88	1178.9	6.8877	1	2.8345e-12	5.6689e-12	3.414e-10	True
BRDN0007690863	Adrb1	556.39/491.71/530.64	765.52/835.62/711.13	530.64	765.52	0.52788	1089.3	1170.1	6.8665	1	3.2909e-12	6.5819e-12	3.9257e-10	True
BRDN0007691086	Caprin1	249.59/256.04/267.24	415.39/417.81/499.85	256.04	417.81	0.70431	83.53	559.31	6.8403	1	3.9517e-12	7.9033e-12	4.669e-10	True
BRDN0007691110	Cbfa2t3	835.1/800.12/807.5	1160.7/1070.9/1094.5	807.5	1094.5	0.43831	408.27	1790.4	6.7834	1	5.8702e-12	1.174e-11	6.8703e-10	True
BRDN0007696189	Txndc9	755.02/766.17/863.25	1044/1098.4/1014.1	766.17	1044	0.44585	4774.2	1697.6	6.7425	1	7.7866e-12	1.5573e-11	9.0281e-10	True
BRDN0007691215	Chic2	626.07/651.73/630.62	385.06/379.33/358.66	630.62	379.33	-0.73181	233.32	1393.7	6.7311	8.4199e-12	1	1.684e-11	9.672e-10	False
BRDN0007692706	Ptpn2	179.92/177.48/166.31	48.707/47.278/43.286	177.48	47.278	-1.8863	65.408	385.88	6.6282	1.6991e-11	1	3.3982e-11	1.9339e-09	False
BRDN0007696258	Xrn1	429.51/388.91/455.66	226.07/250.69/210.25	429.51	226.07	-0.92289	1166.2	944.54	6.6194	1.8029e-11	1	3.6058e-11	2.0333e-09	False
BRDN0007696160	Tsc1	515.83/482.01/543.14	790.34/737.76/681.24	515.83	737.76	0.51542	944.7	1137.1	6.5815	1	2.3279e-11	4.6559e-11	2.6018e-09	True
BRDN0007692692	Prss50	587.59/541.17/525.83	799.53/761.95/766.78	541.17	766.78	0.50195	1194.9	1193.7	6.5301	1	3.2857e-11	6.5714e-11	3.6395e-09	True
BRDN0007696061	Strada	328.63/330.72/303.77	503.61/499.17/536.96	328.63	503.61	0.61431	311.2	720.2	6.5201	1	3.5136e-11	7.0272e-11	3.8575e-09	True
BRDN0007692810	Rlim	541.83/514.99/587.36	805.96/766.35/734.84	541.83	766.35	0.49939	1396.7	1195.1	6.4945	1	4.1657e-11	8.3315e-11	4.5334e-09	True
BRDN0007694574	Syncrip	519.99/498.5/568.13	739.79/750.96/731.74	519.99	739.79	0.50781	1389.8	1146.4	6.4919	1	4.2375e-11	8.4751e-11	4.5714e-09	True
BRDN0007692244	Ndufb9	250.63/207.55/206.68	337.27/349.64/345.26	207.55	345.26	0.73149	928.7	452.15	6.4764	1	4.6972e-11	9.3944e-11	5.0236e-09	True
BRDN0007695979	Sgf29	134.16/140.63/124.97	244.45/260.58/218.49	134.16	244.45	0.86081	63.135	290.64	6.4697	1	4.911e-11	9.822e-11	5.2073e-09	True
BRDN0007696922	BRDN0007696922_NegCtrl	509.59/571.24/522.95	731.52/796.04/742.05	522.95	742.05	0.50403	1255	1153	6.4526	1	5.4983e-11	1.0997e-10	5.7807e-09	True
BRDN0007691972	Lce1f	760.22/794.3/743.09	979.65/1031.3/1024.4	760.22	1024.4	0.42985	727.39	1684.3	6.438	1	6.0518e-11	1.2104e-10	6.3091e-09	True
BRDN0007692511	Pelp1	73.838/71.768/111.51	154.39/157.23/116.46	73.838	154.39	1.0541	711.77	158.75	6.3933	1	8.1182e-11	1.6236e-10	8.3929e-09	True
BRDN0007691212	Chic2	404.55/401.51/383.56	211.37/212.2/225.71	401.51	212.2	-0.91681	165.78	882.21	6.3737	9.2257e-11	1	1.8451e-10	9.4349e-09	False
BRDN0007692556	Plagl2	599.03/623.61/674.84	860.18/887.29/848.2	623.61	860.18	0.46336	1614.3	1378	6.3728	1	9.2783e-11	1.8557e-10	9.4349e-09	True
BRDN0007693934	Fetub	590.71/604.21/597.93	782.98/849.91/828.62	597.93	828.62	0.47006	45.808	1320.6	6.3481	1	1.0896e-10	2.1793e-10	1.099e-08	True
BRDN0007696114	Tmem167	522.07/494.62/558.52	751.74/725.67/735.87	522.07	735.87	0.4944	1041	1151	6.3018	1	1.4713e-10	2.9426e-10	1.472e-08	True
BRDN0007695536	Ints14	683.27/653.67/649.84	848.23/900.49/892.52	653.67	892.52	0.44873	445.21	1445.4	6.2825	1	1.6659e-10	3.3318e-10	1.6534e-08	True
BRDN0007692874	Rpl37rt	76.958/109.59/96.13	186.56/200.11/155.62	96.13	186.56	0.94933	274.39	207.37	6.2794	1	1.6997e-10	3.3995e-10	1.6736e-08	True
BRDN0007696830	BRDN0007696830_NegCtrl	448.23/412.18/375.87	544.96/600.32/608.07	412.18	600.32	0.54137	1309	905.95	6.2508	1	2.0422e-10	4.0844e-10	1.9949e-08	True
BRDN0007695732	Nprl3	1001.5/1127/1092	1340.8/1412.9/1399.6	1092	1399.6	0.35768	4708.5	2430.9	6.2377	1	2.2199e-10	4.4399e-10	2.1516e-08	True
BRDN0007694060	Ifit2	406.63/439.34/426.82	621.24/616.82/552.41	426.82	616.82	0.53018	282.13	938.55	6.2018	1	2.7904e-10	5.5809e-10	2.6836e-08	True
BRDN0007691814	Hip1	318.23/306.47/397.98	482.47/481.58/458.63	318.23	481.58	0.59615	3249	697.12	6.1866	1	3.0734e-10	6.1467e-10	2.9329e-08	True
BRDN0007695844	Psmb3	226.72/178.45/167.27	321.65/299.06/299.91	178.45	299.91	0.74575	1227.3	388.01	6.1661	1	3.4988e-10	6.9977e-10	3.3135e-08	True
BRDN0007696498	BRDN0007696498_NegCtrl	192.4/172.63/176.88	297.75/326.55/294.76	176.88	297.75	0.74806	129.4	384.55	6.1639	1	3.5485e-10	7.097e-10	3.335e-08	True
BRDN0007695799	Pou2af1	933.9/818.55/862.29	554.15/656.4/593.64	862.29	593.64	-0.53783	3520.8	1913.5	6.1414	4.0895e-10	1	8.179e-10	3.8146e-08	False
BRDN0007696635	BRDN0007696635_NegCtrl	642.71/608.09/610.43	876.72/835.62/781.21	610.43	835.62	0.45238	523.67	1348.5	6.1322	1	4.3348e-10	8.6697e-10	3.9942e-08	True
BRDN0007695227	Birc6	682.23/761.33/739.24	1067/987.35/939.93	739.24	987.35	0.41702	1869.3	1637.2	6.1317	1	4.3464e-10	8.6928e-10	3.9942e-08	True
BRDN0007694088	Krtap1-4	848.62/828.24/801.73	1164.4/1090.7/946.11	828.24	1090.7	0.39671	559.18	1837	6.1235	1	4.5778e-10	9.1557e-10	4.1759e-08	True
BRDN0007696171	Tsc2	799.74/775.87/809.42	1055.9/1037.9/1078	799.74	1055.9	0.40046	331.71	1773	6.0841	1	5.8578e-10	1.1716e-09	5.2789e-08	True
BRDN0007693954	Foxp4	509.59/506.26/469.12	709.46/709.17/744.11	506.26	709.46	0.48605	695.25	1115.7	6.0837	1	5.872e-10	1.1744e-09	5.2789e-08	True
BRDN0007693294	Tacstd2	902.7/951.41/849.79	1174.5/1252.3/1155.3	902.7	1174.5	0.37933	2586.1	2004.4	6.0704	1	6.3805e-10	1.2761e-09	5.6947e-08	True
BRDN0007692950	Sec14l1	708.23/650.76/733.48	932.78/964.26/948.17	708.23	948.17	0.42043	1969.7	1567.6	6.0604	1	6.7911e-10	1.3582e-09	6.0179e-08	True
BRDN0007695624	Mbd3	632.31/715.74/688.29	874.88/980.75/923.44	688.29	923.44	0.42346	1944	1522.9	6.0255	1	8.4286e-10	1.6857e-09	7.416e-08	True
BRDN0007695302	Dcp2	478.39/576.09/515.26	717.74/708.08/776.06	515.26	717.74	0.47737	2529.6	1135.8	6.0079	1	9.3955e-10	1.8791e-09	8.1707e-08	True
BRDN0007696571	BRDN0007696571_NegCtrl	655.19/710.89/734.44	965.86/896.09/949.2	710.89	949.2	0.41658	1828.8	1573.6	6.0075	1	9.4181e-10	1.8836e-09	8.1707e-08	True
BRDN0007694626	Tmem189	443.03/451.95/438.35	630.43/675.09/582.3	443.03	630.43	0.50797	50.672	974.67	6.0026	1	9.7067e-10	1.9413e-09	8.3626e-08	True
BRDN0007691509	Dync2li1	514.79/561.54/497.96	683.73/732.26/716.28	514.79	716.28	0.47576	1234.4	1134.7	5.9816	1	1.1051e-09	2.2101e-09	9.4548e-08	True
